%eval_id interface  DAKOTA_C_RC_1  DAKOTA_C_RC_2  DAKOTA_C_RC_3  DAKOTA_C_RC_4  DAKOTA_C_RC_5  DAKOTA_C_RC_6  DAKOTA_C_RC_7  DAKOTA_C_EP_1  DAKOTA_C_EP_2 DAKOTA_Mg_RC_1 DAKOTA_Mg_RC_2 DAKOTA_Mg_RC_3 DAKOTA_Mg_RC_4 DAKOTA_Mg_RC_5 DAKOTA_Mg_RC_6 DAKOTA_Mg_RC_7 DAKOTA_Si_RC_1 DAKOTA_Si_RC_2 DAKOTA_Si_RC_3 DAKOTA_Si_RC_4 DAKOTA_Si_RC_5 DAKOTA_Si_RC_6 DAKOTA_Si_RC_7 DAKOTA_Si_EP_1 DAKOTA_Si_EP_2 DAKOTA_Li_RC_1 DAKOTA_Li_RC_2 DAKOTA_Li_RC_3 DAKOTA_Li_RC_4 DAKOTA_Li_RC_5 DAKOTA_Li_RC_6 DAKOTA_Li_RC_7 DAKOTA_Li_RC_8 DAKOTA_Li_EP_1 DAKOTA_Li_EP_2 DAKOTA_Ga_RC_1 DAKOTA_Ga_RC_2 DAKOTA_Ga_RC_3 DAKOTA_Ga_RC_4 DAKOTA_Ga_RC_5 DAKOTA_Ga_RC_6 DAKOTA_Ga_RC_7 DAKOTA_Ga_RC_8 DAKOTA_Ga_RC_9 DAKOTA_Ga_EP_1 DAKOTA_Ga_EP_2 DAKOTA_Ga_EP_3  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20      obj_fn_21      obj_fn_22      obj_fn_23      obj_fn_24      obj_fn_25 
607          NO_ID       1.359832       1.179916       0.719827       1.380342       1.471629       1.729821       1.458217      10.819164        7.20176       2.063747       1.796154       1.888907       1.823719       1.846987        1.64745       1.710275       1.735735       1.694945       1.565206       1.989836       2.111928        1.92105       1.948076       6.804805        2.52806       1.761922       1.519056       1.460189       1.586209       1.211779       1.547155       1.680923       1.464915       2.925091       1.458604       2.314736       1.754622       1.897572       2.364402       2.135196        1.91082       1.774672       1.697946       2.271886       5.264375       3.025525       0.922597       1.559117       1.201108       1.411417       1.537585       1.451407       1.302562       1.483953       5.091193       5.540108 0.0005189552671  0.01231558719 0.002473881606 5.182625564e-05 0.003347436698 0.001397636292 0.0004154723075 0.008074621486 0.003384701834 0.004801326244 0.0001873819808 0.0004769327147 0.002201665218 0.002545985434 0.005093880106 0.009742539415 0.004388560739 0.008985583096    32.83311374 0.004389952006   0.0964516129   0.8265098889  0.01157872422 0.0001801788569   0.3497798994 
608          NO_ID       1.362639        1.32068       0.731962       1.377015       1.291593       1.826924       1.349147      11.706004       6.583989       2.117945       1.710152       2.144248       1.838816       1.879573        1.71429       1.710297       1.704362       1.706432       1.653873       1.899041       2.158842       1.962678       1.922003       7.034442    1.865256446       1.698594        1.49248       1.379215       1.613786    1.309218842       1.546956       1.677675       1.564542       2.538705       1.225573       2.305443       1.751091       1.816357        2.28675       2.208705       1.924708       1.840085       1.663312       2.100812       4.071067       3.001546       0.064009       1.569244        1.25233       1.238898       1.504703        1.36432       1.298323       1.534968       3.520582       5.422032            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
609          NO_ID       1.362655       1.282728       0.828242       1.385143       1.278105        1.82662       1.349931      12.360428       6.582453       2.117945       1.709896       2.111492       1.838152    1.803662668       1.672706       1.714137       1.704466       1.681944       1.657201       1.899025        2.14021       1.946294       1.962963       7.036746    1.949104809       1.714594       1.392464       1.379069       1.583962       1.203837       1.532796       1.677723       1.562278       2.483665       1.254949       2.306787       1.750771       1.815151        2.29355       2.217857       1.924444       1.838741        1.67362       2.143628       4.076055       2.923722       0.061993       1.573324       1.242296        1.27011       1.477855       1.363284       1.331283       1.546096       3.520646       5.434128 0.001332563381 0.009137101463 0.003693467617 6.824783148e-05 0.003204228632  0.00168230623 2.437184149e-05  0.00760496611 0.001832784086 0.005670367334 0.0005075060675 0.0002207257266 0.002341470443 0.001606347064 0.0005687580612 0.003919331561 0.001800520515 0.007080073072    14.80328759 0.004657531483          0.095    1.047726192  0.01352859079 0.005243007587   0.3434276167 
610          NO_ID       1.364018       1.258153       0.869304       1.261494       1.398784       1.669858       1.409129      12.155757        7.32174       2.058774       1.777283        2.04849        1.65023       1.899526       1.672921       1.689458       1.752077       1.642782       1.618398       1.822042       2.103315       2.022084       1.892645       6.430957       1.797539       1.792858       1.384987       1.329838       1.518208       1.317958       1.470917       1.742538       1.416023       2.414639       1.777752       2.291591       1.779754       1.958482       2.308076       2.230303       1.892224       1.757991       1.558882       2.099213        5.43308       2.422455       0.279132       1.558146       1.292067       1.357605       1.409108       1.389094       1.331841       1.533001       5.136698       5.757352 0.0006195966766 0.009043539362 0.005292282258 3.361058881e-05 0.003986407114 0.001667091591 0.0001242367731 0.007787925261 0.003513876961 0.004404483235 0.000228268432 0.0003638860304 0.002829262309  0.00124121448  0.00987840479 0.005200393245 0.002438336874 0.007689952441    27.47078132 0.003806545681  0.09516129032    1.008342973  0.01233747665   0.0085555721   0.3458958492 
611          NO_ID    1.366121638       1.179828       0.722227       1.408052       1.373709       1.695667       1.463211       10.63166       7.198416       2.058707       1.805082       1.841019       1.834643       1.846403       1.640282       1.687527       1.733595    1.598999884       1.524242        1.93582       2.092856       2.006122       1.973644       6.463093        2.55036        1.76163       1.519432       1.414797       1.581905       1.211743       1.571279       1.685787       1.432147       2.712675       1.470504       2.239128       1.864833       1.881852       2.290674         2.1727        1.90222       1.814772         1.6961       2.268296    5.437352191       3.090133       0.923389       1.641813       1.190996    1.344659239       1.533456       1.380975        1.30045       1.490001       5.089289       5.174028 0.0005121340507 0.009774843466 0.002961102533 5.018995892e-05 0.004921589883 0.001016764259 0.0003852072593 0.007957643352 0.004259605038 0.004939762017 0.0003389228279 0.0007541198611  0.00325030939  0.00271638204 0.004001944099 0.008562558236 0.004558388159 0.009187125642    30.30311773 0.002634817967  0.09669354839   0.6640410159  0.01127352772 0.0008272972557   0.3493315073 
612          NO_ID       1.368451       1.326155       0.795725       1.276964       1.423094       1.718252       1.463079        12.0246       8.159892       2.009546       1.788734       1.783739       1.804855       1.785475    1.823668913       1.685984       1.764569       1.591443        1.65011       1.862196       2.050385       1.956409       1.952267        7.55972    2.553216513        1.67971       1.420809       1.454063    1.466404763       1.257501       1.543763       1.718595       1.432279       2.964313       1.732389       2.304853       1.733809       1.947679       2.323443       2.156261       1.918613    1.759661694       1.565029       2.104015         4.7717       2.922753       0.435964      1.5328316       1.174854       1.364243    1.384471642       1.430672       1.268866       1.612798       4.687462       5.183911   0.0010766653 0.008730562502 0.002928884747 3.905265556e-05 0.003150102006 0.001208485969 1.400999575e-05 0.007687184145 0.003027266171 0.0002803744796 4.037087166e-05 0.0004208804777 0.004427366255 0.001260009767 0.008395594532 0.003909304673 0.007823394531  0.01178864384    17.38834052 0.004825943951  0.09379032258    1.088379711  0.01304536299 0.008694748119   0.3582128617 
613          NO_ID       1.371779       1.326783       0.773106       1.278132       1.419766        1.69732       1.466271       11.93348       7.053034       2.019586       1.786012       1.823547       1.796039       1.814659        1.80497        1.68565       1.766441       1.589535        1.64221       1.876244    2.055409658       1.940025       1.974027       7.549448       1.763979       1.681846       1.416669       1.454687       1.459044       1.261189       1.521091       1.730043       1.412687       2.818403       1.757385       2.306085       1.766521       1.940465       2.286483       2.156333       1.926789        1.81183       1.576883       2.140613       4.781044       3.074289       0.018052       1.686447       1.213574       1.361739       1.458515       1.431032       1.269086       1.601658       4.687314       5.183527 0.0006825433986  0.01114845601   0.1469269493 3.808128686e-05 0.003417422557 0.001022857111 0.0001819205339 0.007849552264 0.002953146052 0.001183919519 8.313420753e-05 0.0003626428076 0.004701267842 0.0002470005806 0.007528592587 0.002945513904  0.00783471566  0.01178007079    11.27467544 0.005398371486  0.09475806452    1.086460306   0.0131089456 0.008747669959   0.3602082671 
614          NO_ID       1.371779       1.326783       0.773106       1.278132       1.419766        1.69732       1.466271       11.93348       7.053034       2.019586       1.786012       1.823547       1.796039       1.814659        1.80497        1.68565       1.766441       1.589535        1.64221       1.876244       2.060049       1.940025       1.974027       7.549448       1.763979       1.681846       1.416669    1.467754294       1.459044       1.261189       1.521091       1.730043       1.412687       2.818403       1.757385       2.306085       1.766521       1.940465       2.286483       2.156333       1.926789        1.81183       1.576883       2.140613       4.781044       3.074289       0.018052       1.686447       1.213574       1.361739       1.458515       1.431032       1.269086       1.601658       4.687314       5.183527 0.0006825433986  0.01114845601   0.1469269493 3.808128686e-05 0.003417422557 0.001022857111 0.0001819205339 0.007849552264 0.002953146052 0.001183919519 8.313420753e-05 0.0003626428076 0.004701267842 0.0002470005806 0.007528592587 0.002945513904  0.00783471566  0.01178007079    11.27467544 0.005398371486  0.09475806452    1.086460306   0.0131089456 0.008747669959   0.3602082671 
615          NO_ID       1.371843       1.326783       0.762238       1.275352       1.421846       1.697196       1.467351        12.0778       7.186346       2.008834        1.78819       1.839931       1.796871       1.811815       1.804746       1.687516       1.765593       1.591783       1.643988       1.889748       2.044241       1.957849     2.04653338       7.494984       1.743549       1.609174       1.437129       1.462207       1.525828       1.250923       1.538711       1.731707    1.555887586       2.959659       1.768805       2.296573       1.766737       1.933283       2.334481       2.157757       1.926833         1.7939       1.576095       2.151907       4.769364       3.081673       0.129388       1.666863       1.158214       1.361789       1.466215       1.412728       1.294456       1.600762       4.802194       5.181167 0.0007294245505   0.0106151433   0.1543520916 4.713014119e-05 0.003493088851  0.00147993511 0.0001843397077 0.007852173727 0.002709087792 3.483869635e-05 8.667065342e-05 0.0003583709043 0.002992161243 0.001733012601 0.007232453238 0.002743475933 0.003908969531 0.008442519989    14.52087707 0.005689667333  0.09459677419    1.116044036  0.01311742328 0.008932661991   0.3506937747 
616          NO_ID       1.373059       1.325247       0.756774       1.277236       1.422906       1.694988       1.475071      11.847456       7.182248       2.017986       1.780602       1.825467       1.804807       1.810051        1.80497     1.82649627       1.765273       1.620263        1.62965       1.888308       2.071185       1.956409       2.037515       7.384136       1.956523       1.656022       1.426761       1.454731       1.459076       1.261541    1.534317603       1.718492       1.412687       2.964763       1.752869       2.304469       1.766529       1.956849       2.290553       2.189093       1.926801       1.823094       1.573791       2.156943        4.78002       2.790609        0.00998       1.679995       1.168182       1.364297       1.466739       1.337512       1.270746        1.60473       4.687314       5.183655 0.0007132574777  0.01107881707  0.00611443316 3.915427421e-05 0.003462527093 0.001215363477 0.0001920243908 0.007858840554  0.00275543628 0.0008956735449 0.000110093845 0.0004113408558 0.004639799399 0.0002859854706  0.00742789875 0.002925105219 0.007204038996  0.01114645326    16.81393874 0.005461633317  0.09467741935    1.046375881  0.01282070445 0.008828413748   0.3578584027 
617          NO_ID       1.374593       1.326027       0.853133         1.2769       1.357302       1.701876       1.465287      11.605592       8.246992        2.03065        1.78899       1.783611       1.804215       1.814211       1.803982       1.687552       1.764377       1.588771       1.655226       1.862452       2.062657       1.973305       1.974283       7.574048       1.764003       1.634974       1.395209       1.411727        1.61053       1.273861       1.560143       1.689947       1.431251       2.964287       1.768997       2.247637       1.733809       1.963837       2.324537       2.172645       1.918353    1.716895935       1.548417       2.124047       4.788084       3.103345        0.04264       1.503702       1.174838       1.344585       1.396783       1.434768       1.267682       1.613946       4.683376       5.150759 0.001165336192  0.01178045983   0.1607983673 5.571598816e-05 0.003451659766 0.001140768105 3.342188177e-05 0.007611157618 0.003062710989 0.002211292322 0.0001228747712 0.0003520805679 0.000959877101 0.002896142689  0.01140974829 0.006920433084 0.008008015368  0.01198292206    23.50364119 0.005380505814  0.09362903226    1.156415504  0.01327849921 0.009853002753   0.3578565625 
618          NO_ID    1.374595417     1.32599456   0.7775262875    1.276980297    1.422838203    1.695660125    1.463079278     12.0245518    8.246995907    2.025929964    1.788701728    1.783610943    1.803178756    1.814146857     1.80398225     1.68751989    1.764313242    1.591842888    1.655313823    1.862068321    2.059281462    1.956408646    1.974027202    7.560519943    1.763979403    1.681757917    1.437192965    1.452687052    1.459023738    1.261148624    1.530574705    1.718619154    1.432143183    2.964504963    1.768997258    2.304981386    1.733761117     1.94767873    2.324536566    2.156260708    1.918608694    1.749238293    1.565029198    2.104463292    4.772851506    3.091057243  0.04991590932    1.503698392    1.174854337    1.364297005    1.396766713    1.430135799    1.268705651    1.612793915     4.68787793    5.183015312 0.001139308731  0.01178045983   0.1608033486 3.837116958e-05 0.003124862377 0.001159182376 7.756122995e-05 0.007590132419 0.003062710989 0.002211292322 0.000123148072 0.0003513816416 0.003848835158 4.791963598e-05 0.008980262064 0.004282695919 0.007991339992  0.01196167067    14.44819377 0.005458185615  0.09362903226     1.20626078  0.01342261978 0.009073202722   0.3578402207 
619          NO_ID       1.374659       1.325759       0.773158       1.276852       1.422838        1.69502       1.466879      11.979496    7.182249589       2.019586        1.78051       1.823547       1.804807       1.814147        1.80497       1.687524       1.765337       1.591847        1.62965       1.888532       2.071057       1.956409       1.974027       7.547208       1.743499       1.682134       1.437001       1.454735       1.459076       1.261157       1.522103       1.731707       1.412687       2.964579       1.754917       2.304469       1.766529       1.946609       2.286457       2.156133       1.926801       1.824118       1.576863       2.155919    4.613357469       3.072625       0.018172    1.680046673       1.166662       1.361737    1.466739476       1.428856       1.268698       1.603706       4.687314       5.182503 0.0007215458242 0.009364935843   0.1543810175 3.763363133e-05 0.003390983616  0.00122481026 0.0001613892767 0.007830241098 0.002783237375 0.001113374478 2.540189308e-05 0.0004219649474 0.004216934048 0.0003723262973 0.007337810224 0.002724327772 0.007224142602  0.01115984391    11.50708567 0.005066931986  0.09443548387    1.074370516  0.01281222677 0.008605862697   0.3578761481 
620          NO_ID       1.374659       1.325759       0.773158       1.276852       1.422838        1.69502       1.466879      11.979496    7.182249589    2.027462672        1.78051       1.823547       1.804807       1.814147        1.80497       1.687524       1.765337       1.591847        1.62965       1.888532       2.071057       1.956409       1.974027       7.547208       1.743499       1.682134       1.437001       1.454735       1.459076       1.261157       1.522103    1.718492496       1.412687       2.964579       1.754917       2.304469       1.766529       1.946609       2.286457       2.156133       1.926801       1.824118       1.576863       2.155919       4.781044       3.072625       0.018172    1.680046673       1.166662       1.361737    1.466739476       1.428856       1.268698       1.603706       4.687314       5.182503 0.0007215458242 0.009364935843   0.1543810175 3.763363133e-05 0.003422640008  0.00122481026 0.0001613892767 0.007830241098 0.002990112459 0.002088130722 2.540189308e-05 0.0004219649474 0.004216934048 0.0003723262973 0.007309149887 0.002713805137 0.007224142602  0.01115984391    11.50708567 0.005101601582  0.09443548387    1.074370516  0.01281222677 0.008581501617   0.3578761481 
621          NO_ID       1.374683       1.326271       0.773158       1.277876       1.357302       1.695276       1.469055        11.9754       7.183274       2.061698       1.730714       1.840891       1.769127       1.814179       1.804122       1.687524       1.765297       1.591695       1.629522       1.888436       2.071089       1.956457       1.974027        7.51444       1.861211        1.68213       1.388361       1.453023        1.47546       1.260933       1.522103       1.685724       1.412687       2.958435       1.755173       2.307221       1.766529       1.947633       2.286457       2.155677       1.926805       1.809782       1.567567       2.155947       4.781044       3.072689       0.005532       1.691055       1.193044       1.361779       1.466343       1.449336       1.267802        1.60313        4.68789       5.173287 0.0007723040227 0.006686242401   0.1099353562 3.634482805e-05 0.003414170878 0.001100022862 0.0001770314345 0.007841601455 0.003217460598  0.00293676487 1.676822351e-05 0.0004280944689 0.003062905803 0.001001775118 0.008359243352 0.003971203148 0.007598430109    0.011543372    11.66580846  0.00426347436  0.09443548387    1.063803341  0.01280798793 0.009003791437   0.3593293332 
622          NO_ID        1.37516       1.220268       0.908614       1.276854       1.328119       1.661932       1.408847      10.799892       8.236279       2.025939       1.787292       2.118522       1.764104       1.734658       1.786599       1.802716       1.806552       1.706486       1.629639       1.921499    2.009809443       2.041912       1.961891       7.233303       2.398858        1.71653       1.437192       1.467098       1.462333       1.386126       1.407067       1.700326       1.411553       2.776065       0.979766       2.206277       1.873825       1.881839        2.29676       2.307213         1.9268       1.895799       1.707344       2.251824       3.468264       2.565069       0.301922       1.611183       1.166278       1.263987    1.482587098       1.468408       1.332875       1.537272       4.691227       5.526037            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
623          NO_ID       1.375695       1.324895       0.773926       1.276908       1.422838        1.72446       1.467903      11.984528        7.18225       2.085122       1.778718       1.831209       1.804771       1.814039       1.804402        1.68778       1.755609       1.591847       1.629334       1.888448       2.071057       1.930773       1.974027       7.558728       1.743499       1.682022       1.423917       1.453967    1.644672273       1.251637       1.556919       1.740155       1.412639       2.965475       1.758053       2.304469    1.776084384       1.946609       2.286457    2.183934089       1.926737       1.824758       1.570975       2.156111       4.902948       3.072625       0.018172       1.679855       1.166638       1.362249       1.466807       1.439096       1.265626       1.600586       4.719706       5.181479 0.0007218783667 0.008772633496   0.1682318595 5.549217248e-05 0.003439696926 0.001160425307 0.0001614928952 0.007830315174 0.004305834543 0.003601784132 1.875376995e-05 0.0004451697117  0.00167680248 0.003018771965 0.008636830747 0.003973703117 0.008368936139   0.0121180066    11.50730326  0.00531788819  0.09443548387    1.069613688  0.01278255489 0.008933545617   0.3600497419 
624          NO_ID       1.386328       1.220108       0.861482       1.266546       1.328471       1.652869       1.408831      10.767636       7.625975       2.010185       1.758816       1.985766       1.764648       1.740138       1.786595       1.802874        1.80212       1.701636       1.700423       1.898427       2.101814      2.0091205       1.961497       7.161623       2.412934       1.704242    1.395451673        1.46713       1.461757       1.304462       1.409115       1.765862       1.440225       2.775937   0.8758063817       2.206989       1.876885       1.931183       2.297008       2.306429       1.882448    1.908669429        1.68328        2.25312       3.470772       2.577837       0.301922       1.611311       1.169302       1.260019    1.370633064        1.46836       1.310087       1.535372       4.470043       4.892608            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
625          NO_ID       1.387139       1.327135       0.777226       1.249748       1.422198       1.705388       1.466903      12.024552       7.042986        2.01804       1.758818    1.819412687       1.798727       1.805735       1.804714        1.68752       1.764233       1.591813       1.657364       1.862164       2.043089       1.925073       1.961475       7.439624       1.762443       1.682902       1.437161       1.462207       1.502724       1.250917       1.524375    1.626838319       1.431183       2.964643       1.778309       2.297101       1.766677       1.995953       2.273145       2.156929       1.918609       1.811246       1.551519       2.155591       4.781556       3.102345       0.121596       1.663663       1.169286       1.357633       1.495051        1.42911       1.270016       1.609102       4.400786       5.182635 0.000563367231  0.00617816636   0.1613374418 3.361481649e-05 0.003502742255 0.001255735338 0.0001249134651 0.007804065569 0.002336904575 0.0009141275103 0.0001261494411 0.0003504043819 0.003691504413 0.001196857601  0.01110087124 0.006788404786  0.00725557363  0.01118189823    7.624010035 0.005292758996  0.09483870968    1.131222356  0.01340990326 0.009301237163   0.3580172636 
626          NO_ID       1.388163       1.330347       0.777194        1.21684       1.374198    1.784140001       1.484678       12.02348       7.576756       2.070706       1.753278       1.782523       1.802359       1.811623       1.803222       1.685456       1.764505       1.585827       1.657306       1.888794       2.066577       1.950257       1.974027    6.407891751       1.694379       1.681834       1.437145       1.469167       1.459032       1.271389       1.530575       1.687905       1.419727       2.976793       1.785029       2.290401       1.733825       1.945835       2.296569       2.215585       1.902225        1.80809       1.564761       2.120455        4.79745       3.085255       0.008752       1.505378        1.17671       1.296713       1.397087       1.397366        1.30389       1.613722       4.671108       5.224519            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
627          NO_ID       1.388248       1.219852       0.861522       1.249578       1.333621       1.652869       1.421095      11.389204       7.622359       2.011273       1.758048       1.985766         1.7646        1.74013       1.786543       1.800826       1.802122        1.70202       1.699271       1.923003       2.183734       2.005536       1.961497       7.154739       2.412934       1.704242       1.395444       1.463034       1.461797       1.308318       1.406545        1.76775       1.464801       2.776321       0.887446       2.206989    1.876394947       1.931241       2.296496       2.307709       1.882432    1.876307161       1.704792       2.253124         3.4707       2.578117       0.272114       1.581615       1.174326       1.259939       1.370715       1.468566       1.310851       1.534988       4.496667       5.154752 0.0006500497591 0.009817675693 0.002095336923 4.819221199e-05 0.006345095727 0.001434361359 0.0001898991551 0.007807512154 0.001164146624 0.001339401644  0.00058459499 0.0001635251063 0.004142559247 6.373697165e-05 0.0008798753363 0.005379334569 0.003074831456 0.007910027781    22.26071144 0.001954545372  0.09774193548   0.9004569128  0.01369390557 0.003685857134   0.3461380903 
628          NO_ID       1.388275       1.324619       0.795629       1.277732       1.423638       1.718248       1.462719      12.028728     6.83874828       2.011082       1.788798       1.783323       1.800759       1.786047       1.805418     1.68520219       1.769377    1.589019137        1.65011        1.86216       2.005073       2.003993       1.952283       7.559716       2.569601       1.646942       1.419113       1.454031       1.459717       1.259165       1.543635       1.718595       1.432279       2.964323       1.672965       2.310693       1.733803       1.947679       2.286579       2.144869       1.917849        1.76683       1.573791       2.107847       4.764532       2.875649       0.440048       1.517952       1.174854       1.362355       1.401311       1.437528       1.264642        1.61203        4.42327       5.183783 0.0005707640047 0.008849162304 0.002719683466 4.097421262e-05 0.003188449184 0.001123164009 0.0001658829343 0.007802186923 0.002672994773 8.226073116e-06 3.851374366e-05 0.0004080235332  0.00314948149 0.0006600684979 0.007114631133 0.002515892325 0.008981217017  0.01277618209    4.767374649 0.006347237588  0.09516129032    1.018176167  0.01336327602 0.008568909945   0.3599180155 
629          NO_ID       1.388275       1.324619       0.795629       1.277732       1.423638       1.718248       1.462719      12.028728     6.83874828       2.011082       1.788798       1.783323       1.800759       1.786047       1.805418     1.68520219       1.769377       1.591449        1.65011        1.86216       2.005073       2.003993       1.952283       7.559716       2.569601       1.646942       1.419113       1.454031       1.459717       1.259165       1.543635       1.718595       1.432279       2.964323       1.672965       2.310693       1.733803       1.947679       2.286579       2.144869       1.917849        1.76683       1.573791       2.107847       4.764532       2.875649       0.440048       1.517952    1.185840983       1.362355       1.401311       1.437528       1.264642        1.61203        4.42327       5.183783 0.0005707640047 0.008849162304 0.002719683466 4.097421262e-05 0.003188449184  0.00106640965 0.0001658829343 0.007802186923 0.002672994773 8.226073116e-06 3.851374366e-05 0.0004080235332  0.00314948149 0.0006600684979 0.007114631133 0.002515892325 0.009131687741  0.01293267186    4.767374649 0.006347237588  0.09516129032    1.018176167  0.01336327602 0.008568909945   0.3605845141 
630          NO_ID       1.388275       1.324619       0.795629       1.277748        1.42367       1.734632       1.472959      12.028728       6.838748        2.12577       1.792034       1.783227       1.800775       1.786057       1.805426       1.689298       1.710881       1.591457       1.630654        1.86232       2.004049       2.004009       1.969691       7.560516       2.528129       1.661278       1.437545       1.452723       1.461281       1.261117       1.538963       1.718683       1.431115       2.965987       1.672975       2.314741       1.732091       1.947239       2.286163       2.157413       1.919013       1.766318       1.572991       2.107823       4.764564       2.875633       0.439272       1.517948       1.183302       1.361091       1.401263       1.450616    1.278089615       1.611902        4.42327       5.542183 0.0005707640047 0.008086701068 0.004005317585 4.082280033e-05 0.003113826668 0.001488103885 0.0001658829343 0.007802186923 0.006201218935 0.002476253612 1.053880231e-05 0.0004822911494 0.003661244705 0.0005800907686 0.007128069139 0.002548332902 0.006784404033  0.01092351602    4.767362339 0.008259236084  0.09467741935    1.026602461  0.01287580938 0.008449433878   0.3561114646 
631          NO_ID       1.392093       1.185629       0.892413       1.322221       1.372734       1.658912       1.419495      11.115241       7.722389        2.07324       1.753987       1.863976       1.653826       1.794679       1.672706       1.845208       1.821206       1.679549       1.665428       1.931328       2.042033       2.045463       2.029317       6.643016       2.361483       1.776231       1.444399       1.312506       1.590097       1.333557       1.539849       1.690848        1.53549       2.652128    1.011313701       2.159336       1.837815       1.912606       2.293366       2.215521       1.930588       1.876185       1.636329       2.209422       3.854367       2.933398       0.128619       1.672735       1.258688       1.383745       1.430551       1.325237       1.400761       1.480652       4.719775       5.509964 0.0004993418984 0.006237413834 0.001801215803 6.358264552e-05 0.004906096648 0.0002611814083 0.0001331437311 0.007705674304 0.003289458355  0.00442412264 0.0004513789833 0.0002196000224 0.003206582726 0.001741729834  0.00180249449 0.002703777468 0.008315704175  0.01497478379    21.80883536 0.004382381719  0.09701612903   0.9332629442  0.01347348587 0.005740682987   0.3464908969 
632          NO_ID       1.395331       1.326251       0.777514       1.244628       1.415158       1.695852    1.483654372      12.024552       8.088756        2.02593       1.789118       1.783803       1.802823       1.814147       1.804006       1.685472       1.764313       1.591843       1.657362        1.86217       2.066449       1.950265    1.976609624        7.56052       1.696907       1.681774       1.437193       1.460975       1.459032       1.255005       1.530575       1.718625    1.438983857       2.964505       1.779237       2.290401       1.734657       1.947423       2.322361    2.231969285       1.918609       1.808154       1.565017       2.120847       4.773098       3.082865        0.06406       1.504674       1.176454       1.372489       1.396767       1.430134       1.302786       1.612698        4.67111       5.225207 0.0005984586227  0.01167625105   0.1846623483 3.854724877e-05 0.003266766781 0.001469614407 0.006323832696  0.01377744235 0.003056841401 0.002213532865 0.0001291475174 0.0003460273304 0.003616938547 0.0008269894445  0.00892116545 0.004186044502 0.004191120758 0.008827158693    143.0919431  0.01263201923  0.06830645161    2.409805584 0.0005619780937 0.009493894652   0.3464859705 
633          NO_ID       1.395447       1.348315       0.828714    1.403805783       1.415162       1.698604       1.483654      12.340928       8.088756       2.054226       1.789118       2.085959       1.811033       1.814147        1.80399       1.686976       1.764273       1.590815    1.637100942       1.862642       2.068433       1.950265       1.941259       7.536424       1.707475       1.681774       1.425241       1.456879        1.45948       1.254981       1.596111       1.718627       1.431383       2.965013       1.718291       2.290409       1.751041       1.944167       2.384169       2.231161       1.927005       1.806106       1.575317       2.118991        4.77233       2.727169       0.080444        1.50365        1.17683       1.372489       1.396959       1.397366       1.298498       1.612698       4.670726       5.269831            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
634          NO_ID       1.396643       1.336971       0.830573       1.276132       1.431354        1.68622       1.471291      12.082854     6.29528271       2.009578       1.778274       1.802523       1.793331       1.775687       1.805266       1.727461       1.760345       1.589971       1.682654        1.86274       2.162044       1.972945       1.951003       7.559688    2.643216917       1.624516       1.421209       1.454783    1.547144955       1.257441       1.543627       1.723919       1.416647    2.914242827       1.732357       2.306901       1.766561       1.943837       2.270707       2.136085       1.925013       1.819438       1.565093       2.104191       4.928548       2.922665       0.469788       1.529504        1.17207       1.357655       1.404935        1.42972    1.435209789        1.64685       4.679142       5.232711 0.0004712585416 0.008966263865 0.002723878593 4.51849624e-05 0.003484893178 0.0008915851502 0.0002678096618 0.007878738154 0.002531240755 0.0002072206436 0.0001738239585 0.0003090399051 0.002531805098 0.002145975517 0.008199916282 0.003595029473 0.004922791708  0.01155167319    4.071759912 0.006434105011   0.0964516129    0.983611502  0.01389736991 0.008980387618      0.3363721 
