%eval_id interface  DAKOTA_H_RC_1  DAKOTA_H_RC_2  DAKOTA_H_RC_3  DAKOTA_H_RC_4  DAKOTA_H_RC_5  DAKOTA_H_RC_6  DAKOTA_H_EP_1  DAKOTA_H_EP_2 DAKOTA_Li_RC_1 DAKOTA_Li_RC_2 DAKOTA_Li_RC_3 DAKOTA_Li_RC_4 DAKOTA_Li_RC_5 DAKOTA_Li_RC_6 DAKOTA_Li_RC_7 DAKOTA_Li_RC_8 DAKOTA_Li_EP_1 DAKOTA_Li_EP_2  DAKOTA_K_RC_1  DAKOTA_K_RC_2  DAKOTA_K_RC_3  DAKOTA_K_RC_4  DAKOTA_K_RC_5  DAKOTA_K_RC_6  DAKOTA_K_RC_7  DAKOTA_K_RC_8  DAKOTA_K_EP_1  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
256          NO_ID   0.9708934963   0.5724005035   0.4647850524   0.8479841122    0.778484038   0.9315270229  0.05110751569    2.500496273    1.625316291    1.542101636    1.335587889    1.542824356    1.203101052    1.500465026     1.73807777    1.544478175    2.544430538    1.295905265    2.229150258    1.893130481    1.924387215    2.090913833    2.171352619    2.041261896    1.971087341    1.883848484    1.470412696    1.437630856    1.151508186    0.820498526    1.130429771    1.251401682     1.09089903    1.102214823     2.21992897    2.481915337 4.853346141e-05 6.722739672e-05 0.002981680393 5.305623077e-05 0.003046445902 0.007457227554 0.003190938466 0.002238097625 0.0004293241122 0.0008751684073   0.1382213202  0.03131794996   0.0947020258  0.06107745216 0.003219243059  0.03407234539  0.01376724087  0.01278676142 0.005392886628  0.09004764942 
257          NO_ID       0.972866       0.522161       0.405889       0.796677        0.74514        0.90739        0.26353       2.665435       1.711484       1.542163       1.368478       1.611864        1.23664       1.558109       1.603125       1.526954       2.146155       1.721228       2.193329    1.946388019       1.896426       2.033706       2.276731       2.102037     1.99448889       2.022379       0.896479       1.358692       1.106175       1.013318       1.086394       1.199853       1.005663       1.236315       1.668534       2.944825 5.096158657e-05 6.22966053e-05 0.003794725576 4.802858713e-05 0.004924427444  0.00573350364 0.002574845186 0.002003085131 0.001772330112 0.0007165990414   0.1382213202 0.008809053123   0.1171210675  0.04288994827 0.003936457859  0.02596266044  0.03259823472  0.01488691046 0.002861097197   0.1345069696 
258          NO_ID        0.97313       0.519089       0.416449   0.7424113601       0.747332       0.931934        0.29203       2.774229       1.710856       1.527855        1.36979        1.61052       1.225892       1.576541       1.603401       1.525926       2.155099       1.393548       2.211953    2.068656985       1.896522       2.017578       2.278055       2.092473       1.997349       2.038763       0.912607       1.358756       1.104763        0.95367        1.11229       1.208041       1.023307       1.234779       1.729718       2.988217 6.830349055e-05 7.012832544e-05 0.004790929966 5.826523661e-05 0.008374576261 0.002558659782 0.002502798862 0.002136204067 0.001824956168 0.0007559735044   0.1382213202 0.0002595515205    0.145280638  0.02985388004 0.006880061372  0.02392065344  0.04651530134  0.03108264007  0.00215406542   0.1293798697 
259          NO_ID       0.974794       0.522009       0.410001       0.799509        0.74722       0.921414       0.283834       2.690261       1.710844       1.529939       1.388654       1.611476       1.236708       1.592925       1.603001       1.537514       2.127859       1.774476       2.111601    1.935037448       1.890314       2.017354       2.277073       2.104761       1.996925       2.021995       0.863711       1.388564       1.127379        0.98327       1.175778       1.207293       1.051231       1.210907        1.75423       2.942969 5.94245592e-05 6.294897258e-05 0.006546328733 3.399230402e-05 0.004754273166 0.005893636532 0.002532271213 0.002153684734 0.001925045715 0.0008093487928   0.1382213202  0.01306379971   0.1156733711  0.04324761272 0.003793122557  0.02476662777  0.03345731291  0.01584714813 0.002651557059   0.1163237446 
260          NO_ID       0.975721       0.417265       0.432876       0.809918       0.754153       0.851665       0.346395       2.728198       1.730387       1.553971       1.435669       1.578591       1.250463       1.508481       1.706742       1.468089       2.505496         1.6417        2.12263       1.995588       1.808938        1.99221        2.32352       2.096991       1.872974       2.020325        0.94559       1.419756       1.084519       0.872303    1.185697542       1.221866       1.036208       1.080712       2.577364       3.114429            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
261          NO_ID   0.9809517151   0.4497643177   0.3795402753   0.9196964162   0.8588945832   0.8818076352   0.3203338542    1.933128029    1.642597732    1.412011402    1.325065168    1.565763026    1.248295059    1.487227237     1.74997244    1.442094925    2.448894272    1.743373523    2.117856145    2.056439796    1.878481439    2.077293542    2.232208621    2.112134568    1.906170463    1.972406931    1.636612369    1.395514501    1.034868715   0.8649874282     1.05749212     1.14482043    1.013453862    1.144032395    2.045584229    2.496742228 6.619807336e-05 5.736178815e-05  0.00702352319 3.676078998e-05 0.002298831014  0.00819475994 0.001332380992 0.002319268067 0.0006026858599 0.0007528722153   0.1382213202 0.0002595515205  0.09099317051  0.05881402344 0.002911523103  0.03882730455 0.008702115888 0.008660537029 0.008105552394   0.1287825294 
262          NO_ID   0.9809517151   0.4504664341   0.3795402753   0.9196964162   0.8588945832   0.8818076352   0.3203338542    1.933128029    1.642597732    1.412011402    1.325065168    1.565763026    1.248295059    1.487227237     1.74997244    1.442094925    2.448894272    1.743373523    2.117856145    2.056439796    1.878481439    2.077293542    2.232208621    2.112134568    1.906170463    1.972406931    1.636612369    1.395514501    1.034868715   0.8649874282     1.05749212     1.14482043     1.03772165    1.144032395    2.045584229    2.496742228 6.619807336e-05 5.736178815e-05  0.00702352319 3.951160006e-05 0.002298831014  0.00819475994 0.001332380992 0.002319268067 0.0006026858599 0.0007528722153   0.1382213202 0.007513691928  0.09099317051  0.05881402344 0.002911523103  0.03882730455 0.008702115888 0.008660537029 0.008105552394   0.1185361781 
263          NO_ID       0.984808       0.411812       0.383241       0.725371       0.867309        0.82404       0.320299       2.131879       1.726738       1.402431       1.469426       1.609911       1.327245       1.549223     1.60144404       1.565847       2.621371       1.580417       2.184637       2.002141       1.805104       1.923786       2.305801       2.118319       1.981724       2.036128       1.150244       1.312677       1.153052       0.971184       1.161884        1.07246       1.002032       1.056692       1.711709       2.313349            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
264          NO_ID       0.990461       0.442342       0.425998       0.781752       0.834292       0.816543       0.334486       2.005346       1.764752        1.54385       1.450229       1.545398        1.30272       1.473973       1.676383       1.537957        2.65502       1.669523       2.301854       1.913069       1.901602       2.040284       2.145121       2.084657       1.987919       1.999913        1.32455       1.475196       1.040407       0.979135       1.105621       1.158061       1.089957       1.246811       2.372222       2.758084 3.942252394e-05 4.940745805e-05 0.002723570592 0.0001079733414 0.009619369062 0.001703512926 0.002369638931 0.002370970858 7.141156194e-06 0.001347896903   0.1382213202  0.01601660466     0.14910148  0.00503089998 0.007927458242  0.04104434072  0.05913344174 0.005287200227 0.003474417149   0.1048226813 
265          NO_ID   0.9915446968   0.4266434542   0.3130983006   0.7934850611   0.7521940476   0.8006200818   0.1700709969    2.276632117    1.713518095    1.439742075    1.383479605    1.625418275    1.229888706    1.507085589    1.722572529    1.496447164     2.06476232    1.817504712    2.133332517    2.002240353    1.939628568    2.010885003    2.335638712    2.168728396     1.91770666    1.998651512    1.077400657    1.340990097    1.081966767   0.9185736386    1.216996875    1.202511464    1.043217093    1.237095176    1.702982623    3.112055702 2.991714663e-05 6.170148533e-05 0.005865962577 4.985545736e-05 0.005019651342 0.005643137753 0.001214266929 0.003483597274 0.001633733344 0.0003019197059   0.1382213202 0.009886994977   0.1179205878  0.04316753859 0.003883767443   0.0303092182  0.03527855866 0.002667021017 0.003590698661   0.1192560112 
266          NO_ID   0.9958630531    0.460710185   0.4133326492   0.8343428581   0.8616174864   0.7881085278   0.3078776481    2.397159906    1.714017188    1.380318744    1.327950036    1.644846624    1.223528577     1.49970223    1.705588618    1.488151446     2.66769419    1.425292604    2.113627312    1.966125988    1.852298223    1.908063094    2.282881738    2.137593185    1.872293106    1.922510599   0.9420513702    1.390080726    1.074514181   0.8460411447    1.146578329    1.199377234     1.00475133    1.066910978    1.891600462     2.46684408 2.652670885e-05 6.10115594e-05 0.006669964467 0.0001785325449 0.006128763755 0.004835342588   0.0019742156 0.002856557084 0.002586037295 0.001476816422   0.1382213202  0.01252598153   0.1268580504  0.03785061641 0.005076366623  0.01829054842  0.03900352168  0.01572033852 0.001434496488   0.1289998355 
267          NO_ID   0.9973901551   0.4285933368   0.4014952125    0.879542672   0.8267903691   0.9056976215   0.3935353687    2.217238097    1.758029775    1.556662539    1.350543188    1.636873162    1.395939374    1.420824241     1.60623371    1.446305439    2.642458062     1.23151801    2.128465148    1.914170003    1.938665049    2.071876076    2.149830634    2.155635773    1.965453017    2.062154262    1.254562414    1.447157045    1.157532901   0.9289549699    1.188291227    1.083923056    1.055548307    1.096786439    2.540328641    2.546693379 0.0001004956864 5.041591931e-05 0.004811287006 2.573534123e-05 0.003099895628 0.007482185028 0.001533077266 0.003312828962 0.0004648021728 0.001696146127   0.1382213202  0.02755773541   0.0979006806  0.05274974272 0.002177841422  0.04594515753  0.01699050223 0.002217988593  0.01089736747   0.1054031387 
268          NO_ID       1.005344       0.430223       0.377976       0.782649       0.795044       0.844573       0.350325       2.690139       1.630255       1.482052        1.44302       1.509768       1.326569       1.600754        1.71261       1.523705       2.659896       1.530816       2.211623       2.006314       1.926315       2.051459       2.139723       2.015348       1.982087       2.018143       1.789624       1.304122       1.157847       0.821742       1.104604       1.092511       0.950959       1.134636       2.409689       2.916464 4.731019962e-05 4.54661853e-05 0.004408158582 2.78771847e-05 0.007384295863 0.003577277039 0.002164533457 0.001589477506 0.0001246730551  0.00115073767   0.1382213202  0.01793871742    0.137367991  0.04929587861    0.007242801  0.03547257876  0.03555346368  0.01507374609 0.002651557059   0.1552504869 
269          NO_ID       1.006565         0.4486       0.413245       0.742062       0.905588       0.773923       0.349015        2.84287       1.685552       1.561527       1.450474       1.562075        1.21698       1.417964       1.639642        1.44216       2.195798   0.9024192837        2.13032        2.05492       1.995888       1.963173       2.296401       2.141989       1.986346       2.044631       1.223529       1.342475       1.126795       0.823696       1.071497       1.262872       0.931065       1.122522       1.747136       2.314831 2.606033735e-05 6.729364431e-05 0.007977252765 3.983802901e-05  0.01834049432 0.005513304609 0.001795880267 0.001907113664 0.0005699999041 0.0007435265499   0.1382213202  0.04282476523   0.1772621977  0.01700016211  0.01687733299  0.03380980163   0.1208496186   0.0188757317 0.003512137107    0.170543611 
270          NO_ID        1.00972       0.443662       0.465926       0.781828        0.82142       0.841823       0.292317       2.078571       1.741522       1.544229       1.303224        1.64188        1.25173       1.568004       1.676843       1.427596       2.319139       0.869257    2.116538605       1.973702       1.830911       2.072757       2.317695       2.089302       1.872222       2.022326        1.43851        1.29315       1.171707       0.846427    1.189233936       1.134307       0.940137       1.235557       2.306461       3.127073            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
271          NO_ID    1.020747644   0.3984724706   0.4598924799   0.9137211032   0.8442861518    0.877341131   0.1782925292    2.679200771    1.695750056    1.514927257    1.443018497     1.64124793    1.293806211    1.504171845    1.681018422    1.509882474    2.805312641    1.792986516    2.143396156    2.000738828    1.848451692    2.054015775    2.262554001    2.083177049    1.973885743    1.954873622    1.695417075    1.308652892    1.073866159   0.8411491195    1.046604091    1.223613802   0.9376215902    1.213496571    2.409674528     3.04453871 9.442471054e-05 5.895203029e-05 0.005695493249 2.971326129e-05  0.00207464568 0.008384540117 0.001820032184  0.00301194056 0.0003520214872 0.000869594274   0.1382213202  0.04595717485  0.08899379614  0.05286718477 0.001833495713  0.03938156359  0.01110066218 0.009301308852 0.008280841956   0.1617407883 
272          NO_ID       1.020812       0.398824       0.453876   0.8751659357        0.84147       0.883037       0.178101       2.548129        1.69575       1.528879       1.453962       1.657632       1.292238       1.504684       1.685114       1.509482       2.805505    1.394377762       2.122916       2.000743       1.847556       2.054048       2.269466       2.083161       1.968574       1.930298       1.695265       1.286423       1.074122       0.841789    1.176221348       1.223614        0.93762       1.213273       2.231627       2.979003            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
273          NO_ID        1.02527       0.419519        0.46913       0.865658       0.867449   0.8206307003       0.268948       2.566455       1.687123       1.478315       1.366416       1.478043       1.359051       1.437104       1.669012       1.428152       2.954137       0.898015       2.175176       1.953781       1.866034       2.011622       2.145079       2.139944       2.012981       1.997201       1.093133       1.313308    1.115161036       0.970012       1.060887       1.124333       1.085999       1.237897       2.632371       3.016904 4.279993492e-05 4.891930158e-05 0.005498063976 7.127292778e-05 0.004606260423   0.0061860799 0.003895833028 0.0008719511322 0.001427352173 7.419526037e-05   0.1382213202  0.01609319424   0.1193757417  0.04309814101 0.004947256993  0.03159276546  0.03603454746 0.005251820641  0.00470394469   0.1033798323 
274          NO_ID       1.025764       0.564289       0.341957        0.85525       0.761584       0.907104       0.218734        2.05968       1.745004       1.564358       1.301879       1.658832       1.323368       1.543711       1.617161        1.53443       2.893606       1.793246       2.177368       1.897585       1.856706        2.05003       2.290036         2.1231       1.943838       1.973476       1.363454       1.393546       1.072327       0.820533       1.116983       1.219667       1.084374       1.149592       2.118522       2.312072 4.487205813e-05 5.737368822e-05 0.003908615304 5.832150717e-05 0.002843739182 0.007643782035 0.002537268306 0.003610147309 0.0004190051566 0.001017434592   0.1382213202  0.02274128953  0.09758691828  0.05000586922 0.001959783821  0.04101516919  0.01655752682 0.004005703783 0.009014646535  0.09709688954 
275          NO_ID    1.032123011   0.5127374528   0.3665346268   0.7688262477   0.8665411776   0.8521179776  0.09835777045    2.576799673    1.729107469    1.513286337    1.398118895    1.617695639    1.392629722    1.439959123    1.747178426    1.541861058    2.567634805    1.772795782    2.142945384    1.966969564    1.870336775    1.968910023    2.175638156    2.168454536     2.01536751    1.885019864    1.227936566    1.479960327    1.129730631   0.8838908667    1.223336259    1.090853642    1.094628319    1.096870886    2.021399446    2.940847485 3.48543557e-05 4.573298348e-05 0.006535738211 2.434758433e-05  0.01547225889  0.00302561828 0.002388260451 0.002477007779 0.002331515408 0.001152614354   0.1382213202  0.03323245918   0.1690231681  0.01475808649  0.01321810954  0.01910735123   0.1081283889  0.09686698528 0.006072457991   0.1036214563 
276          NO_ID        1.03435       0.558086       0.330571       0.725771       0.842037        0.90188        0.40089       2.155818       1.739073    1.542358456       1.330388       1.598308       1.217966       1.411577       1.779486        1.42869        2.31382        1.06274       2.117659       2.074417       1.996725       1.915502       2.174168       2.111002        1.94425       2.080608       1.558844    1.419977749        1.00435       1.014495        1.19169       1.171796        1.07442       1.230797       2.425879       2.716797 4.494168225e-05 5.197399321e-05 0.008572903883 6.024490244e-05   0.0173141633  0.00496235202 0.001676687001  0.00148054884 0.0003601235038 0.0008557223543   0.1382213202  0.01512455064   0.1767370823   0.0282318933  0.01494912109  0.03818553092   0.1034000225 0.008543953847 0.002758311582   0.1181700448 
277          NO_ID       1.047107       0.406311       0.346896       0.831647       0.846733       0.878494       0.018909       2.757412        1.63511       1.562787       1.423595       1.506049        1.32089       1.595748        1.72206       1.424568       2.444617        0.84913       2.123546    1.998654147       1.873746       2.010853       2.259688       2.189375       1.820517       1.958452       1.794563       1.350291       1.110855       0.908408       1.210981    1.210488794       1.046543       1.108311       2.433993       2.594374 8.659401559e-05 5.033822777e-05 0.005778363121 2.63699028e-05 0.006103670696 0.004865715601 0.002445886592 0.001056424253 0.0008572571501 0.0004552205698   0.1382213202  0.02388271851   0.1276592916  0.04610892827  0.00677779822  0.03798133022  0.03637130611  0.00241075344 0.003516195634   0.1111016787 
278          NO_ID    1.049906351    0.421868181   0.3692048667   0.8492194679   0.8755049653   0.8614251668   0.2122010828    2.220739686    1.652261804    1.449014514    1.393306718    1.602590567    1.376384045    1.459539912    1.699068955    1.409238971     2.26059157    1.622533098    2.222783936     1.91259247    1.987062077     1.92616072    2.308048572    2.132945973    1.854761357    1.961436715    1.274129678    1.442068625    1.057434304   0.9762519059    1.165710203    1.236340654    1.096120087    1.241915069    2.150800611    2.993125261 7.099776692e-05 5.700970688e-05 0.003389189194 0.0001321152602 0.005835426665 0.005137560088 0.001910937285 0.003229594189 0.000794802047 0.0003254228961   0.1382213202  0.02055193421   0.1244635051  0.05306470096 0.005201820281  0.03561843641  0.04037804677 0.0006040374625 0.004611662646   0.0978769692 
279          NO_ID       1.051021       0.421726       0.492196        0.82247        0.71327       0.875259       0.410438       2.815254       1.758984        1.53792       1.354949       1.603389       1.350936       1.579039       1.748364       1.438552       2.367064    1.503710144       2.143742       1.910539       1.884085       2.014433       2.209404       2.078086       1.819015       1.926366       1.100086       1.360906       1.188344       0.919405       1.155499       1.184092       1.026869       1.154691       1.674627       2.835678 6.832935567e-05 4.224910072e-05  0.00308612426 3.409669836e-05 0.003425444521 0.007115774288 0.001579573327 0.001837514399 0.001692260945 0.0005666297001   0.1382213202  0.01333944324   0.1020196218  0.05211982624 0.002618985335  0.02610851809  0.02664654104 0.009935916697  0.00343830164    0.122929303 
280          NO_ID       1.053269       0.421936       0.492176       0.836102        0.71295       0.876155       0.410474    2.883933702    1.708689028       1.532624       1.426325       1.603373        1.32636       1.593409       1.749028       1.437656       2.362798       1.813676       2.146302       1.912091       1.883771       1.977313       2.205308       2.083514    1.870153403        1.92907       1.212342       1.431114         1.1822       0.905357       1.155319       1.166518       1.026865       1.154771       1.674627       2.835678 6.718752545e-05 5.052497147e-05 0.003515409863 3.343759884e-05 0.003059074022 0.007455257116 0.002526024847 0.002205206922 0.001356533632 0.0002639985511   0.1382213202  0.01304210163   0.1008803503  0.04791326531 0.002935335945  0.03007584597  0.02567750085  0.01200541919 0.004817745642   0.1227811214 
281          NO_ID    1.057254133   0.5198114401   0.4413804063   0.7928052416   0.7700347753   0.9564033933   0.4239529764    2.616749466    1.643335377     1.55976813    1.404309841    1.543688531    1.286936685    1.579026246    1.716399903    1.508862141    2.130569345    0.951976279    2.266050028    1.906140876    1.902546792    2.076267047     2.26185529     2.17966583    1.933543174    2.062481138    1.471816306    1.285267331     1.02591943   0.8445076343    1.091969718    1.212173563    1.062319074    1.240350124    1.747894024    2.296769248 8.749488918e-05 6.134224042e-05 0.005532706315 9.166402794e-05 0.005860448333  0.00491725922 0.001702508114 0.002761011923 0.0006129748003 0.002087065226   0.1382213202 0.005258835614   0.1263075197  0.05026210644  0.00590288237  0.05067094516  0.02848840468 0.007855336506 0.009341701446   0.1150694368 
282          NO_ID       1.058017       0.571864       0.360436       0.814544   0.8455128028       0.820774        0.23119       2.587174       1.781201        1.48412       1.319124       1.479099       1.353952       1.555986       1.741919       1.414689       2.496328       1.276311       2.203912       1.900594       1.837482       1.968896       2.290928        2.11918       2.012483       1.941835       1.193659       1.414269       1.030809        0.95302       1.048896       1.248162       1.024416       1.115452        2.07711       2.725317 2.079613479e-05 3.246150434e-05 0.004714583256 3.712734133e-05 0.007312975848 0.003776145702 0.004379998852 0.0006896221437 0.001460087531 0.0002906487711   0.1382213202 0.007326260235   0.1363974478  0.01039052836 0.006286557289   0.0299008168  0.04619228794  0.01314944752 0.002651557059   0.1241879346 
283          NO_ID    1.058032837   0.5733997932   0.3596035823   0.8145197362   0.9001974488   0.8644624821   0.2361796231    2.586950079     1.78120145    1.478311785    1.319120166    1.479098963    1.353919683     1.55588982    1.741918633    1.414817386    2.429768176    1.276302992    2.203847937    1.900596059    1.866154455    1.986553978    2.275567957     2.11741565    2.012483477    1.933643221     1.19346698    1.413245186    1.069320716    0.953019726    1.048848001    1.256353553    1.024419519    1.115451584    2.077366446    2.758084839 2.954253814e-05 3.273515533e-05 0.004870639077 3.695413311e-05 0.009429190514 0.002103089891 0.004315926881 0.0007767776766 0.001455060823 0.0002728327518   0.1382213202 0.008211572518   0.1467052137 0.0003554197792  0.00860463545  0.02844224037  0.05684485745 0.001879554708 0.002070091347   0.1256690849 
284          NO_ID       1.058161       0.534152       0.367796       0.800424       0.899173       0.860366       0.236668       2.586182       1.773009       1.477648       1.331536       1.460667        1.35408       1.560626       1.722079       1.414841       2.433224       1.271951       2.207944       1.900596        1.84977       1.970116       2.300144       2.117592       2.012611       1.923403       1.226363       1.413257       1.069337       0.953068    1.090370331       1.258306        1.01474       1.099068       2.066486       2.702725 3.332894912e-05 3.730716317e-05 0.004775047275 3.978975721e-05  0.01116035257 0.0006315250712   0.0044943357 0.0006543269039 0.001530549963 0.0003109971642   0.1382213202 0.009961516718   0.1540696246 0.008181331341  0.01054108379  0.02823803967  0.07210208604  0.03148093262 0.0004792545128   0.1298657906 
285          NO_ID       1.059469       0.584115       0.490303       0.814315       0.891208       0.956346       0.508777       2.020004       1.731602       1.437144       1.431472       1.655546       1.359781         1.4512       1.778456       1.535913       2.877882       0.937131        2.28176       2.055453       1.957054       1.915835       2.237093       2.149099       1.947465       1.994442       1.760449       1.430717       1.051708         0.8562       1.134582       1.240113    1.065261788       1.122411       2.007686       2.792769 6.829360243e-05 5.848972854e-05  0.00325674569 5.546739732e-05  0.00809312278 0.003167746619 0.001162847262  0.00263003292 0.001129559835 0.0001969579412   0.1382213202  0.02220822963   0.1397642572  0.01802960029 0.006541534801  0.03509334889  0.04538819076  0.01356854533 0.002651557059   0.1067030032 
286          NO_ID       1.059493       0.562039       0.490287       0.800535       0.876068       0.957978       0.492393    2.460878409       1.724178       1.480648        1.35544       1.655842       1.376165       1.451806       1.791256       1.528617       2.883162       0.937947       2.275104       2.053773       1.952942       1.915491       2.234917       2.164157       1.949831       1.993674       1.629377       1.365937       1.057772       0.841576       1.132714       1.244217       1.100042       1.129725        2.00823       3.013953 6.891798728e-05 5.92423426e-05 0.003266334946 5.912760978e-05 0.008986835082 0.002362078008 0.002171800238 0.002756568255 0.0007286417533 0.0006625321694   0.1382213202   0.0269775804   0.1450316483  0.01824846958 0.007357624926  0.03882730455  0.05422638714  0.01335592227 0.002651557059  0.09587897976 
287          NO_ID       1.060441       0.458075       0.452811       0.832309       0.835584       0.925214       0.396185       2.839462       1.750953       1.494336       1.430401       1.497838       1.360105        1.58932       1.712997       1.429467       2.573502    1.583050268    2.190266152       1.954721       1.838793         1.9324       2.165957       2.086981       1.896653       1.962509       1.769107        1.31467       1.114829    1.009877337       1.169762       1.092046       0.982795       1.138793       2.385672    2.202990361            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
288          NO_ID       1.063114       0.399112       0.318558       0.855756       0.886957       0.953319       0.160956       2.733268       1.659638       1.527581       1.315512       1.537686       1.238901       1.535992       1.795208       1.558824       2.810656       0.879782       2.144327       2.072158       1.834703       1.951913       2.221718       2.125241       1.866072       1.883701       1.703338       1.396253       1.142746        0.98567       1.079008       1.143047       0.910598       1.067534        1.75414        3.06697 0.0002273683174 6.836469132e-05 0.006869963251 2.665347319e-05 0.005094222725 0.005857603255 0.002802244413  0.00193437418 0.001594231896 0.0003084128122   0.1382213202  0.02861038682   0.1227882188  0.05144186527 0.005253508157  0.03135939323  0.03494180001  0.01469113033 0.002651557059    0.168194301 
289          NO_ID    1.063202772   0.5219071489   0.4711509719   0.9031990225   0.8680844771    0.880990863   0.1569999564    1.967285305    1.604880782    1.526960137    1.436976437    1.554037747    1.365266422    1.502361643    1.689737887    1.569053845    2.858550549     1.32506639    2.296760698    1.948966211    1.944642545    2.057641114    2.250341387    2.170929856    1.973500335    2.075070412    1.775853427    1.406632491     1.02730318   0.8321004086    1.092805712    1.219505953    1.052007558    1.070956684    2.336524876    2.735460173 4.527558818e-05 6.630834922e-05 0.004217825276 3.439627274e-05 0.002895412282 0.007666999026 0.001692219981 0.003331722951 0.001787445231  0.00045497031   0.1382213202  0.02184173546  0.09915996995  0.06424838767 0.003277858671  0.03048424737  0.02673588518 0.006999692417 0.003513556656   0.1066723534 
290          NO_ID    1.078302532   0.5573426274   0.3221658753   0.8237568334   0.8847483098   0.8335604778   0.2444908033    2.424830994    1.651481389    1.548048944    1.405182773    1.480852283    1.274538382    1.587151259    1.736730537    1.494993416    2.207801096     1.77160318    2.220460979    1.931875556    1.992087095     1.97960083    2.266318423    2.114877528    1.930494167     2.00499196    1.058512297    1.321262566    1.065805463   0.9086082538    1.054014272    1.073107996   0.9639508811    1.083180148    2.207324145    2.378495954 2.670092856e-05 4.731097987e-05 0.003543938025 1.981330942e-05 0.008120906276 0.003179121996 0.003167848956 0.002516137678 0.001426382648 0.0002537463874   0.1382213202  0.01013643916   0.1398399293  0.03991652894 0.008773550548  0.02960910152  0.05333294582  0.01326181144 0.002651557059   0.1497501105 
291          NO_ID    1.085926062       0.573823       0.307257       0.734053       0.776652       0.858877       0.330942       1.955575       1.610265       1.571021       1.441506       1.578971       1.233203       1.421717       1.614414       1.440477        2.51215       0.874264       2.205392       1.950162       1.807987       1.914836       2.180654       2.174888       1.946536       1.886437       0.935871       1.368865        1.18997   0.9466813032       1.063428       1.066429       0.995219       1.145237    2.208541924       2.873522 3.168632065e-05 7.264638332e-05 0.003888265059 3.399428663e-05  0.01113853128 0.0001389071493  0.00148721319  0.00223775742 0.003133357747 0.001746017325   0.1382213202 0.0002595515205   0.1586871186  0.03043575204  0.01024952655  0.01446907818   0.0771328479  0.03236156795 0.003927461451   0.1396869459 
292          NO_ID         1.0948       0.409388        0.38572       0.839035       0.839097       0.838049       0.388257    2.219775212       1.762964       1.472923       1.317835       1.623152       1.327655       1.494557       1.617502       1.449195       2.455334       1.520649       2.130845       2.063046       1.978109       2.002868       2.322696       2.047384       1.890811       2.059771       1.048071       1.295854       1.108388       0.849297       1.187949       1.131676       0.995917       1.149889       2.577088         2.3135 5.521229592e-05 5.691044888e-05 0.006216491379 3.45158073e-05 0.005231538996 0.005588277723 0.001623858489 0.002407868422 0.000497186735 0.0007042082233   0.1382213202 0.002266080993   0.1197928859  0.04789725049 0.003628960023  0.03325554259  0.03463940449  0.01714509323 0.005101026792   0.1379917661 
293          NO_ID    1.098887574    0.506595216   0.3201364146   0.7224330021   0.7394676729   0.9396919544     0.21174549    2.279986329    1.774098399    1.444747392    1.332068225     1.49573627    1.294416582     1.48117632    1.631714311    1.429184328    3.017489315     1.45429916    2.277463889    1.953144429    1.808040892    1.989431261    2.329114588    2.074531578    2.008291122    1.967000025    1.570767476    1.291494434    1.161836762   0.8921009792    1.217056804    1.189724336    1.096696195    1.244193219    2.283786693    2.315819341 7.79681996e-05 4.036602077e-05 0.005134226423 7.267872031e-05   0.0102399664 0.0008332396884 0.004442506607 0.0005711572319 3.761017293e-05 0.001234335114   0.1382213202  0.02322537568   0.1556409553 0.001321647605 0.008683435948  0.04189031505  0.05538098822  0.01154028829 0.002651557059   0.1044429405 
294          NO_ID       1.099068       0.439839         0.4774       0.891792       0.762082       0.795054       0.283091       2.619191        1.68691        1.38844    1.292288697       1.533596        1.20248       1.558667       1.602121        1.57756       2.274608       1.232045       2.123378       1.971655       1.807235       2.071205       2.317821       2.170108       1.863221       2.068094       1.771391       1.343639       1.008357        0.83404       1.078236       1.253825       0.969495       1.091916       2.453097       2.966111 2.46774988e-05 6.388712946e-05 0.005385228517 3.670004499e-05 0.002038493071 0.008371525522 0.002793522596 0.001796675075 0.001482897096 0.0002250856539   0.1382213202 0.007687299892  0.08512154998  0.05426047462 0.002314090902  0.03208868145  0.01674308771  0.01093763814 0.004931789235   0.1438103995 
