%eval_id interface DAKOTA_Si_RC_1 DAKOTA_Si_RC_2 DAKOTA_Si_RC_3 DAKOTA_Si_RC_4 DAKOTA_Si_RC_5 DAKOTA_Si_RC_6 DAKOTA_Si_RC_7 DAKOTA_Si_EP_1 DAKOTA_Si_EP_2  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2  DAKOTA_C_RC_1  DAKOTA_C_RC_2  DAKOTA_C_RC_3  DAKOTA_C_RC_4  DAKOTA_C_RC_5  DAKOTA_C_RC_6  DAKOTA_C_RC_7  DAKOTA_C_EP_1  DAKOTA_C_EP_2 DAKOTA_Sr_RC_1 DAKOTA_Sr_RC_2 DAKOTA_Sr_RC_3 DAKOTA_Sr_RC_4 DAKOTA_Sr_RC_5 DAKOTA_Sr_RC_6 DAKOTA_Sr_RC_7 DAKOTA_Sr_RC_8 DAKOTA_Sr_RC_9 DAKOTA_Sr_EP_1 DAKOTA_Sr_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
491          NO_ID       1.825452        1.70148       1.684991    1.921162778       2.026131       1.897143       1.905195       7.408088       2.072832       1.631609       1.235762       1.362555        1.38045       1.368537       1.288784       1.533115    4.733291506       5.955063       1.348948       1.313412       0.796881        1.21997       1.472074        1.73537       1.344703      11.101332       8.188288       2.535465        1.94223       1.238464       1.554096    1.843056458       2.231119       2.254331       1.877918       2.406098       2.530265       6.604208            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
492          NO_ID        1.82606       1.689426       1.608352       1.977936       2.055868       1.993675        1.99031       7.701136       1.781145       1.507493       1.294986       1.267206       1.498569       1.423156       1.271393          1.498       4.705892       5.389669       1.356508       1.305325       0.819063       1.371399       1.350581       1.650954       1.326801      12.159781       7.118314       2.539919       2.009014       1.242112       1.578345       1.789586       2.195992       2.119305       1.896818       2.452368       2.197062       7.169128 0.002994656681 0.0008364613369 0.001556323314 0.007932095406 0.0002753617738 0.0003798850505 0.008831094571  0.01280376843 0.0001658208943 0.007432099795 0.002241573647 8.543102342e-05  0.06947368421   0.7703036523  0.02754774902  0.01038340918  0.09362903226   0.9937272179  0.01299873575 0.004345962947 
493          NO_ID       1.837024       1.696977       1.563767       1.948695       2.027282       2.056324    1.948957343       6.643013       1.803233       1.659254       1.202962       1.375175       1.426105       1.297738       1.293937       1.617477       4.261898       5.988583       1.328352       1.225071       0.894333       1.267286       1.334848       1.742778       1.495674      12.303311       7.184305       2.514319       1.953412       1.256727       1.694711        1.72066       2.211432       2.274254       1.812731       2.425643       2.681112    7.440145697 0.002394563564 0.002418225142 0.0007267180878 0.007437528269 0.0002132582937 0.000430630396 0.003781965601 0.008233864845 0.0002068376009 0.007925813365 0.002771599648  0.00035153668  0.07087719298   0.7187140975  0.02743806644 0.006505867285  0.09524193548   0.7912922326  0.01087931556 0.002383484098 
494          NO_ID    1.837279932    1.695952962    1.563767175    1.948630551    2.027282477    2.056323865    2.074124108    6.613413154    1.795040678    1.659222122    1.206674449    1.375110977    1.410489411    1.301706007    1.300081121    1.617508848    4.409354001    5.983420552    1.325791587    1.239407019   0.8943327941    1.268430354    1.330751767    1.726393894    1.495673512    12.30994501    7.188400882    2.511087151    1.934820486    1.256103394    1.694710553    1.726100418    2.214056356    2.274477728    1.812730969    2.439338833    2.682007964    7.647405857 0.002405341484 0.002496344543 0.001784174964 0.007060148152 0.0002148948054 0.0004290036915 0.003053378799 0.007593094677 0.001012163766 0.006620193355 0.002906306577 0.0003824595442  0.07070175439   0.7202166926  0.02743806644 0.005617800742  0.09048387097    1.138770524   0.0122060726 0.002182383239 
495          NO_ID    1.837279932    1.695952962    1.563767175    1.948630551    2.027282477    2.056323865    2.074124108    6.613413154    1.795040678    1.659222122    1.206674449    1.375110977    1.410489411    1.301706007    1.300081121    1.617508848    4.409354001    5.988455276    1.325791587    1.239407019   0.8943327941    1.268430354    1.330751767    1.726393894    1.495673512    12.30994501    7.188400882    2.511087151    1.927835155    1.256103394    1.694710553    1.726100418    2.214056356    2.274477728    1.812730969    2.439338833    2.682007964    7.647405857 0.002405341484 0.002504944706 0.001784174964 0.007060148152 0.0002148948054 0.0004290036915  0.00304834975 0.007585158073 0.001012163766 0.006620193355 0.002906306577 0.0003824595442  0.07070175439   0.7202166926  0.02743806644 0.005685224992  0.09048387097    1.138770524   0.0122060726 0.002177643873 
496          NO_ID       1.839688       1.704642       1.668037       1.960885       2.140019       1.903927       1.969163       7.269067       2.507505       1.533803       1.203021       1.248123       1.477044       1.400094       1.351297       1.657242       4.348603       5.807935       1.414593       1.322402       0.771859       1.344477       1.385549       1.747003       1.452872      10.814589        8.26677       2.531937       1.884542    1.109295344       1.701124       1.718528       2.233055       2.176221       1.830579       2.431627       2.419421       7.551906  0.00177960356 0.002867333252 0.0008787878995 0.005930004093 0.0005044157933 0.000228813891 0.001937722044 0.004505418359 0.000246098423  0.00780768294 0.004794931091 0.002225452209  0.07087719298   0.7900832118  0.02798647936 0.0004098924309  0.09653225806   0.9305455942  0.01393551947 0.001205993398 
497          NO_ID       1.839861       1.701169       1.666535       1.889392       2.041761       1.984203       2.076504       6.047294       2.043588    1.683098435       1.275792       1.218337       1.447371       1.438153        1.32416       1.595936       4.451724       5.573156       1.262455       1.219848       0.722214       1.379879        1.45046    1.706654307       1.350692    12.36591793       7.130455        2.50637       1.880939       1.195473       1.643937       1.679592       2.172308    2.142756041       1.906668       2.392614       2.543752       6.246665 0.001889217453 0.001593077798 0.0005338263242 0.005968879177 0.0005334037834 0.0001623767231 0.002503882349 0.007563122721 0.001328919761 0.009056725453 0.001609549661 0.0004197067041  0.07087719298   0.8476116532  0.02812196962 0.004509094671  0.09451612903   0.8540715541 0.009353333027 0.001458510862 
498          NO_ID       1.839885       1.700639       1.672179       1.889332       2.041985       1.979973       2.076628       6.703166       2.017496       1.642119       1.271792       1.217619       1.452159       1.439177         1.3243       1.617276       4.448588        5.61994    1.259290978        1.22038       0.844071       1.352671       1.445196       1.742943       1.352472    11.00132486       6.667863       2.499274       1.875983       1.194803       1.650561       1.679176       2.157888       2.098909        1.90534       2.390608       2.542802       6.575881 0.002046362829 0.001866398158 0.0004288095064  0.00583687607 0.0005537860925 0.0001579501901 0.002208977018  0.00727612364 0.001168590288 0.008915639741 0.001778555699 0.0003185458684  0.07087719298   0.8440460003  0.02814777728  0.00434522482          0.095    0.788218562 0.009463542876 0.001379047006 
499          NO_ID       1.847761       1.677487       1.678526       1.965209       2.181103       1.917699       1.886426       7.710079       2.613879       1.629917       1.299856       1.301329       1.433238       1.357421       1.397958       1.512291        4.12851       5.685008       1.285784       1.208297        0.78294       1.335338       1.373964    1.719720182        1.42443    12.05473329       7.145863       2.477634       2.005027       1.294681       1.648477       1.813997       2.261269       2.205131       1.918723       2.394106       2.597614        6.75121 0.001719167899 0.002321125363 0.0002892894411 0.007844994475 0.0004050001749 0.0002422563666 0.0003876484651 0.006095651725 0.0008714062079  0.00859100227 0.002934110232 0.0001763893932  0.07052631579   0.7466128111  0.02808971003 0.0003383148392  0.09653225806   0.7506488753  0.01054868601  0.00110801189 
500          NO_ID       1.885425       1.707951       1.678454       1.965561       2.181039       1.917699       1.886604       7.327825       2.622007       1.629645    1.233504632       1.321809       1.461906       1.341037    1.289857801       1.514435       4.085884       5.685212       1.288284       1.206537       0.782764       1.335408       1.390476        1.70348       1.423406      12.380509       7.161223       2.454346    1.957219544       1.288569       1.714009       1.817581       2.121658       2.201883       1.924677       2.439162        2.39051        6.53367            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
501          NO_ID       1.699492       1.646147        1.68435    1.993691197       2.146163       1.890231       2.016267       6.360274    2.354914741       1.566574       1.104719        1.23481       1.429943       1.438671       1.421015       1.657241       4.340974        5.89676       1.381261       1.307262       0.771857       1.278852       1.340492       1.653507     1.38765664      10.830997       8.201312       2.492472       1.865174       1.234869       1.569978       1.718604    2.183894824       2.254458       1.892963       2.377611       2.748383       5.683273 0.003219022134 0.001801435445 0.0002236509613 0.006282900354 0.0004485340213 0.0002022052115 0.005281043747  0.01209592489 0.0004853851609 0.008136357545 0.002660812581 0.0004315809417  0.06859649123   0.8906411518  0.02783163336 0.001731912135  0.09774193548    0.942387538  0.01346076935 0.003091867694 
502          NO_ID       1.699492       1.646147        1.68435    1.993691197       2.146163       1.890231       2.016267       6.360274       2.389763       1.566574       1.104719        1.23481       1.429943       1.438671       1.421015       1.657241       4.340974        5.89676       1.381261       1.307262       0.771857       1.278852       1.340492       1.653507       1.373387      10.830997       8.201312       2.492472       1.865174       1.234869       1.569978       1.718604    2.183894824       2.254458       1.892963       2.377611    2.823685963       5.683273 0.003149917611 0.001801435445  0.00143291477 0.006277949179 0.0004458965044 0.000207153362 0.005281043747  0.01209592489 0.0002389374613 0.007397650404 0.002620616175 0.0004514591788  0.06877192982   0.8879755754  0.02783163336 0.001854642885  0.09435483871    1.227184645  0.01410507308 0.003099361445 
503          NO_ID       1.699492       1.646147        1.68435    1.993691197       2.146163       1.890231       2.016267       6.360274       2.389763       1.566574       1.104719        1.23481       1.429943       1.438671       1.421015       1.657241       4.340974    5.930402596       1.381261       1.307262       0.771857       1.278852       1.340492       1.653507       1.373387      10.830997       8.201312       2.492472       1.865174       1.234869       1.569978       1.718604    2.183894824       2.254458       1.892963       2.377611       2.748383       5.683273 0.003149917611  0.00182678819  0.00143291477 0.006282900354 0.0004458965044 0.000207153362 0.005433241174  0.01205164555 0.0002389374613 0.007397650404 0.002660812581 0.0004315809417  0.06877192982   0.8879755754  0.02783163336 0.001938986748  0.09435483871    1.227184645  0.01410507308 0.003079058054 
504          NO_ID       1.699492       1.646851       1.665416         1.8412       2.080585       1.890187       2.016779       6.687954       2.390627       1.543846       1.108047       1.222206       1.429923       1.438735       1.421015       1.649049       4.340974       5.945864       1.389464       1.307374       0.770229         1.2297       1.340556       1.656323       1.438939      10.842487       8.183418       2.492472       1.864918       1.191093       1.562234       1.718592    2.101743373       2.253946       1.896131       2.377611       2.756575       5.701705 0.003240102442 0.001379271673 0.0006070452347 0.006714652983 0.000372294636 0.0002664342672 0.004599006589  0.01122469604 0.0002490526063 0.007933877346 0.003377090004 0.001241773371  0.06807017544   0.8777987497  0.02766388352 0.001716749935  0.09612903226    1.059184521  0.01327002153 0.002971669881 
505          NO_ID       1.699516       1.646235       1.663454       1.993715       2.146127       1.890411       2.040331       6.716414       2.391825       1.601896       1.143176       1.235218       1.426007       1.425871       1.429879       1.658209       4.340614       5.763132       1.419337       1.270622       0.771237       1.276582       1.341388    1.710851183       1.444451      10.836269       7.454816       2.494144        1.86478       1.235285       1.566026       1.700044       2.183999       2.258554       1.893217       2.353547       2.764703       5.679441 0.003246695828 0.002036708011 0.0006644063773 0.006161935773 0.0003715965666 0.0002672094775 0.007181904469  0.01381239579 0.0001108128962 0.007692248054 0.002584179297 0.0003307171395  0.06807017544   0.8774103938  0.02767678736 0.002425169934   0.0960483871    1.094412221  0.01389736991 0.004192923408 
506          NO_ID       1.699588       1.645211       1.683326       1.999323       2.146419       1.892295       2.011885       6.340818       2.389763       1.562734       1.108759       1.235338       1.429919       1.438671       1.433303       1.659917       4.275374       5.898592       1.374349       1.309502       0.771817        1.23194       1.340688       1.653507       1.330443      10.831061       8.201312       2.491192       1.864494       1.136597       1.569082       1.716046       2.229815       2.251842       1.892971       2.377575       2.748383       5.683321 0.003144558538 0.001552449583 0.001389005284 0.005715018214 0.0004462471855 0.0002066441148 0.005231544231  0.01191427443 0.0002888667551 0.007485078441  0.00336841887 0.001238612683  0.06877192982   0.8880877622  0.02781227761 0.001715420866  0.09411290323    1.251485328  0.01406692352 0.002746004229 
507          NO_ID       1.699588       1.645475       1.665304       1.839536       2.080675       1.893123    2.000660079       6.666866       2.368227        1.56683    1.188541935       1.222482       1.429891       1.441879       1.434839       1.659545        4.35115        5.94724       1.390488       1.307438       0.769513       1.223108       1.341324       1.656323       1.395915      10.831023       8.225914       2.491424       1.869102       1.191253       1.564282       1.716466       2.107144       2.251818       1.902307       2.377691    2.021205965       5.679225 0.003276527733 0.001760501162 0.0008209941854 0.007062686082 0.000374481042 0.0002645147972 0.006403671287  0.01299305623 0.0004202620178 0.008050254642 0.002817962943 0.0007035172327  0.06807017544   0.8797579991  0.02767033544 0.002139710252  0.09612903226    1.060670807   0.0131725282 0.003619399772 
508          NO_ID    1.699588092    1.645826746    1.665415855    1.839536212    2.080627266    1.888737786    2.012171337    6.668498193    2.390755282    1.562734012    1.108751295    1.222590086    1.429922804    1.438734577    1.433303424    1.659289129    4.340909627    5.947752003    1.390743819    1.309486032   0.7718167358    1.223748192    1.340556466    1.656323141    1.395979273    10.83103106    8.201337743    2.491448459    1.865006289    1.191124865    1.570425997    1.718594381    2.098951611    2.251841851    1.896130594    2.377578877    2.748383311     5.68332124 0.003233860414 0.001582656353 0.0002402237264 0.006564541382 0.0003727424541 0.0002658672916 0.005244247981  0.01191684761 0.0005523649776 0.008231032671 0.003124416048 0.001016785112  0.06807017544   0.8779935405  0.02767678736 0.001771836258  0.09717741935   0.9671863579  0.01304960183 0.003109392324 
509          NO_ID    1.699588092    1.645826746    1.665415855    1.839536212    2.080627266    1.892234811    2.012171337    6.668498193    2.390755282    1.562734012    1.108751295    1.222590086    1.429922804    1.438734577    1.433303424    1.659289129    4.340909627    5.970097613    1.390743819    1.309486032   0.7718167358    1.223748192    1.340556466    1.656323141    1.395979273    10.83103106    8.201337743    2.491448459    1.865006289    1.191124865    1.570425997    1.718594381    2.098951611    2.251841851    1.896130594    2.377578877    2.748383311     5.68332124 0.003233860414 0.001595814149 0.0002402237264 0.006564541382 0.0003727424541 0.0002658672916 0.005242770947  0.01191475282 0.0005523649776 0.008231032671 0.003124416048 0.001016785112  0.06807017544   0.8779935405  0.02767678736 0.001665420636  0.09717741935   0.9671863579  0.01304960183 0.003113798917 
510          NO_ID        1.70254       1.646187       1.693294       1.993771       2.141977       1.890487       2.015323       6.349438       2.346243       1.634158       1.140148       1.235282       1.429911       1.387471       1.384663       1.600225        4.34599       5.887548       1.419341       1.273422       0.771605       1.278132       1.306572       1.653443       1.423691      10.839933       7.410784       2.493992       1.865012       1.235285       1.563514       1.697996       2.183743    2.114572336       1.893399       2.357643       2.812383       5.679305 0.003112646127 0.0008430538847 0.0007640132272 0.005769507866 0.0004808114987 0.0001783180147 0.006276633788  0.01371261501 0.0001502999871  0.00772908845 0.001999436899 0.0002559993919  0.06894736842   0.8916734888   0.0279219602  0.00301254654  0.09677419355    1.080792537  0.01438907539 0.006101216429 
511          NO_ID       1.704108       1.620907        1.63973       1.970725       2.090926       2.014022       1.935631       7.372695       2.139075    1.654790992       1.140485        1.28136       1.500828       1.343573        1.43745       1.617507       4.253525       5.479708       1.435661       1.204643       0.851331       1.319387       1.393039       1.674106       1.397763      10.631525        7.69634       2.410922       1.851143        1.21119       1.638388       1.713892    2.116978689    2.159567498        1.85316       2.394687       2.569735        6.57633 0.005584786782 0.001868760299 0.0008774040347 0.005920023819 0.000160172092 0.0003904905865 0.007410376847  0.01392054098 9.247805848e-05 0.007386678945  0.00229744423 0.0001017210201  0.06684210526   0.8499737163  0.02739935494 0.002444189237  0.09451612903    1.154728526  0.01366847253   0.0040825318 
512          NO_ID       1.707948       1.626589        1.67919       1.987961    2.018058024       2.033382       1.963871       7.291875       2.057351       1.653581       1.127509       1.299208       1.480588       1.347901       1.445706       1.573485       4.267281       5.326576       1.264491       1.238563       0.785347       1.333411       1.366355       1.691952       1.398109      10.728005       8.227924       2.412978       1.878417       1.204726       1.642404       1.696828    2.248153303       2.092069    1.974375949       2.398575       2.777837       6.486374 0.005557316438 0.001190638498 0.000660611848  0.06001751422 0.0003412568902 0.0002626159444 0.005857135199  0.01231866614 0.001120217385 0.008897065218 0.003288912758 0.0007830280891  0.06754385965   0.8910162462  0.02769614311 0.001768491567  0.09330645161   0.9425805088 0.009450826355  0.00337386948 
513          NO_ID    1.708716472    1.621147036    1.639409574    1.971252533    2.155598026    2.014533761     1.96655877    7.290775356     2.14470682     1.64482095    1.140493156    1.281144357    1.476508072    1.347965382    1.437450347    1.617474582    4.266005383    5.479727632    1.440781333     1.22793949   0.8508186974    1.319642857    1.392978519    1.681529906     1.39776331    10.63376483    7.715795642     2.41092244    1.850951324    1.194805949    1.638403641    1.713667796    2.277952985    2.093813215    1.822920329     2.43155101    2.569734882     6.82412675 0.005481224563 0.001816243868 0.0009504433197   0.3356261478 0.0001620423912 0.000388985524 0.007300169981  0.01385723149 0.0001085431487 0.007364906814   0.1146264373   0.1089088818  0.06684210526   0.8507578638  0.02736709535 0.002454085199  0.09419354839    1.168663664  0.01371509977  0.02697174481 
514          NO_ID    1.709612992       1.646083       1.665448       1.839568       2.088819       1.892491       2.012827       6.672914       2.391267       1.525152    1.165994082         1.2341       1.460611       1.436911    1.274697605       1.659297       4.340906       5.947748       1.390232       1.310126       0.770281       1.223556       1.305228       1.675779       1.395915      10.841255       8.201466       2.508344       1.865022       1.194965       1.570426       1.717246        2.09876       2.267714       1.863363       2.350955       2.617311       5.617785 0.003112818112 0.001915086642 0.0003271589465 0.006678062114 0.0003682543947 0.0002680692186 0.007224797196  0.01115951515 0.0004950914613 0.008275383537 0.003110850155 0.001026727368  0.06807017544   0.8721712033  0.02768323928 0.009225635625  0.09717741935   0.9479212371  0.01301145227 0.003373814371 
515          NO_ID       1.710501       1.649966       1.560551       1.938161       2.062841       2.075465       1.958281       6.989827       2.303852       1.507452       1.204482       1.250449       1.498436        1.42265       1.365107       1.592384       4.776295       5.404592    1.258099073       1.319198       0.813975       1.316772       1.307572       1.729499       1.325658      11.533057       6.639996       2.421596       1.883262       1.119895       1.565823       1.749723       2.227865        2.14295       1.816981        2.29674       2.034057       6.436688            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
516          NO_ID       1.711261       1.613916       1.583382       1.964338    2.076829849       1.977136       1.952606       5.875788       1.755286       1.626108       1.152222       1.290668       1.414759       1.467338       1.321763       1.479924       4.767238       6.058153       1.310702       1.290814       0.751468       1.240492       1.405593       1.691138       1.422246      11.233376       6.532405       2.486837       1.963386       1.246532       1.587007       1.844671       2.151889       2.183321       1.947881        2.31264       2.828727       6.647971  0.08668630567 0.001890978905 0.0004661073886 0.007253041523 4.378548468e-05 0.0004716546875 0.001602370323 0.004724846716 0.0005461351822 0.008358140679 0.002604034236 0.0003047057875  0.06701754386   0.8248080434   0.0270767591  0.00103137648  0.09451612903   0.9603992017  0.01049358109 0.001136355882 
517          NO_ID        1.71155       1.688925       1.618686        1.91109       2.076905       1.977137       1.912926       6.839107       2.116599       1.675376       1.170025         1.3735       1.447619       1.381227       1.360206       1.600378       4.767115       5.336746       1.294304       1.192996       0.882536       1.371601        1.45052       1.677699       1.355666      11.319854    6.568584154       2.530805       1.877447       1.276245        1.71793       1.835302       2.152146       2.183316        1.88078       2.327368       2.590004        6.66223 0.003271238007 0.002124884212 0.0007364419566 0.006175068774 0.0003656876726 0.0003262223579 0.002314074041 0.004596746211 0.0004617538087 0.008189276519  0.00271898311 0.000455843561  0.06859649123   0.8562222653  0.02747032602 0.0003036456857  0.09451612903   0.9175790125  0.01057411905 0.001575957469 
518          NO_ID       1.712429       1.668528       1.676821        1.90229       2.053016       2.083566       1.986669       7.236325        2.28048     1.64868305        1.27246       1.298789       1.514732       1.429244       1.296813       1.525579       4.175247       6.086189       1.329731       1.240109       0.837211       1.357346       1.463939       1.733744       1.474051       11.13406       8.079653       2.539395       1.892871       1.115696       1.697776       1.851422       2.232152       2.231369       1.920368       2.274042       2.535741       6.062659 0.003195543719 0.001466355155 0.001157616865 0.006152287526 0.0004642274115 0.0002249378397 0.005594913437 0.009980040054 0.0001461383315 0.007881569498 0.003995811371 0.001582935209  0.06894736842   0.8785644998  0.02781227761 0.007617425651  0.09475806452     1.04597269  0.01250279142 0.002404882249 
519          NO_ID       1.714701       1.709279       1.662071       1.890728       2.040637       2.012293       1.930441        6.70419        2.02466       1.656447    1.239498358       1.390093       1.457991       1.438313       1.328508        1.57372        4.44864        5.62088       1.276535       1.219932       0.787591       1.365657       1.453304       1.743615       1.401604      10.786241       7.139079       2.499794       1.877675       1.205571       1.606817       1.679464       2.176036       2.101541       1.917624        2.38215       2.486764       6.483365 0.003103967221 0.001914798632 0.0004195490834 0.005981203339 0.0006124996555 0.0001701453194 0.001398314131  0.00666700084 0.0009037943771 0.008640859442 0.001733087529 0.0003962640647           0.07   0.9104959891  0.02783808528 0.003673063996  0.09508064516   0.8856449929  0.01018838458 0.001161159127 
520          NO_ID       1.714744       1.599312        1.54165       1.971249       2.005759       2.001408       1.932887       7.586425       1.866042       1.544769        1.12994       1.376069       1.357029       1.393613       1.318969       1.606426       4.599917       5.739707       1.309609       1.203791       0.858167       1.371852       1.434506       1.700188       1.454423      11.826631       6.424673       2.495816       1.882535       1.253824       1.702846       1.763695       2.250169       2.253155       1.835716       2.285803       2.339319        6.34983    0.125161047 0.002334200456 0.0007228153786   0.0060880701 0.0002290361686 0.0006869487175 0.0004549395251 0.005037261477 0.0003661435778 0.008064355806 0.002409591887 0.0002613773723  0.06842105263    0.615194956  0.02686384585 0.002404681449  0.09524193548   0.7018961258   0.0101375185 0.000740113343 
521          NO_ID       1.714941       1.599296       1.542255       1.971163     2.12074675        1.90479       1.993491       6.659046       2.516219    1.696129963       1.203925       1.350404        1.52006        1.37108       1.318897       1.584562       4.083019       5.660873       1.440684         1.3331         0.7271       1.268395       1.420715       1.669818       1.315287      12.350331       6.994016       2.541804       1.931758       1.149895       1.735475       1.829219       2.214073        2.09853       1.939414       2.410113       2.013588        5.80099 0.003401977005 0.002001509347 0.0007364987625  0.00954103224 0.0002663598317 0.0006998778225 0.001992383853 0.006909834382 0.0003199551218 0.007823131873 0.002751740496 0.000720594569  0.06877192982   0.5932106754   0.0268832016  0.00448003529  0.09508064516   0.8940447395  0.01215096767 0.001652922349 
522          NO_ID       1.715249       1.691197       1.584112       1.953837       1.996009       1.934925       1.944951       5.918596       2.268894       1.531066       1.192987       1.348896       1.497498       1.371227        1.30729       1.470477       4.843491       5.337757       1.364239    1.325581469       0.894252       1.367321        1.31687       1.702127        1.32707      11.407921       6.849884       2.543566       1.960624       1.211066       1.565761       1.841266       2.203857       2.181745       1.905168       2.358832       2.525615       5.593014 0.002660131916 0.001325193628 0.001434098102 0.006991682126 0.0002713379964 0.0003941398475 0.003668720746 0.008465840877 8.561910653e-06   0.0075667121 0.001571825908 0.0005225744368  0.06929824561   0.8013991541  0.02731548002 0.005675979553   0.0939516129   0.9698727012  0.01256637403 0.001895364422 
523          NO_ID       1.715495       1.654006       1.676153       1.914556       2.051096       2.084752       2.001365       7.175461        2.28736       1.650682       1.276756       1.218309       1.513846       1.429804       1.290049       1.501879       4.269283       6.093377       1.287105       1.209325       0.837019       1.409814       1.365123       1.712368    1.376183709      11.190924       7.607717       2.547075       1.893845       1.111984         1.7223       1.853458       2.198816       2.215209       2.003564    2.299978216       2.782913       6.648259  0.00324808801 0.001348537205 0.0002940678869 0.006249486907 0.0004290983864 0.0002379349818 0.005760364306  0.01015799196 0.0008403989132 0.008599685608 0.004369636895 0.001976590403  0.06859649123   0.8754054553  0.02779292186 0.007634241181  0.09612903226   0.8297389495  0.01076910571 0.002645923284 
524          NO_ID       1.715495       1.654198       1.676665       1.904364       2.052824       2.083472       2.002997       7.174729       2.287776       1.650042       1.276756    1.374246541       1.513846        1.43006       1.289793       1.501879       4.269451       6.093313       1.287107       1.215469       0.837211       1.409814       1.365123       1.710384       1.376256       11.09262       7.607717       2.547587       1.892885        1.11568         1.7223       1.787922       2.197328       2.215209       2.002028       2.274536       2.796865       6.582723 0.003246524056 0.001278633104 0.0002897849455 0.006187725864 0.0004290868617 0.0002379391053 0.006584437989  0.01086494616 0.0008396587813 0.008598833735 0.003846738201 0.001638288036  0.06859649123    0.875379495  0.02777356611 0.008514757649  0.09612903226    0.830292856  0.01076910571 0.002916402012 
525          NO_ID       1.715565       1.655536       1.676309       1.914554       2.051096       2.084816       1.987029       7.175461        2.28736       1.650634       1.301132       1.347893       1.513708       1.429948       1.297633       1.533239       4.177127       5.968449       1.331777       1.209389       0.837019       1.347094       1.365123       1.732848       1.474107      11.199596       8.078757       2.534787       1.893841       1.111984       1.722288       1.828222       2.233632       2.215081       1.872752       2.297064       2.586305       6.669635  0.00324808801 0.001346804473 0.000769546348 0.006083888548 0.0004290983864 0.0002379349818 0.005041669853 0.009600454982 0.0002648301024 0.007998625824 0.004393388264 0.001929541965  0.06859649123   0.8754054553  0.02779292186 0.007014652656  0.09588709677   0.9802349333  0.01256213519 0.002226388756 
526          NO_ID       1.716517        1.63523       1.576324       1.890709        2.06197       1.959753    1.892739332       7.696899       2.420887       1.506799       1.223804       1.292719       1.463405       1.471961       1.444642       1.512106       4.039175       5.795878       1.354572       1.282069       0.775855       1.316794       1.452256       1.665678       1.430607      12.281786       6.773464       2.487006       1.916824       1.254674       1.683131       1.785814       2.163168       2.088729       1.847299       2.435266       2.216349       5.628754 0.003367195519 0.0005651645395 0.000375955497 0.006396364795 1.714151493e-06 0.0005470108968 0.004307416192  0.01088372974 0.0004101687342 0.008149487492 0.002390391969 3.384467425e-05  0.06789473684   0.7130731306   0.0270767591 0.001486614767  0.09612903226   0.8152360118  0.01164230683 0.002533872051 
527          NO_ID       1.716901       1.635294        1.57915       1.890645       2.040562       1.958659        1.88677       7.677269       2.474135       1.506801       1.225544       1.288993       1.418981       1.471945       1.444258       1.479972       4.105911       5.927126       1.335116       1.262229       0.779789         1.3171       1.439157        1.66619       1.443711      12.282298        6.77306       2.482846       1.984264       1.254778       1.697579       1.750462       2.168288    2.194095677       1.816851       2.403138       2.216357       5.627346 0.003262915488 7.023339548e-05 0.0004091586046  0.00757171932 4.708935043e-06 0.0005493612683 0.003674905825  0.01024025362 0.0004745602041 0.008241100816 0.002265693597 0.0001108692262  0.06789473684   0.7094950185  0.02707030718 0.001358075344  0.09596774194   0.7860330296   0.0111039741 0.002218165872 
528          NO_ID    1.720542532    1.596545297    1.661783548    1.982040188    2.108591583    1.898145593    2.034662886    7.665909346    2.330764038    1.598583471     1.22898943     1.30514894    1.460007793    1.379667396    1.428775218    1.530909627    4.911567607    6.249079685    1.385386514    1.346579946   0.8047026533    1.290129335    1.281135693    1.656635663    1.477607136    11.41517549    6.381822598    2.485517416    1.950513216    1.209691115    1.651853869    1.825055748     2.27664955    2.129637418    1.945095936    2.383241133    2.166915055    6.469347041 0.004796255351 0.001555759156 0.0008363809204  0.08574577783 0.0001653005971 0.0003571318049 0.006001829965  0.01265329749 0.0003268975584  0.00793385677 0.003466659434 0.0008598133491  0.06649122807   0.8436620282  0.02755420094 0.001786211825  0.09548387097   0.9996950011  0.01352435195 0.003609983568 
