%eval_id interface DAKOTA_In_RC_1 DAKOTA_In_RC_2 DAKOTA_In_RC_3 DAKOTA_In_RC_4 DAKOTA_In_RC_5 DAKOTA_In_RC_6 DAKOTA_In_RC_7 DAKOTA_In_RC_8 DAKOTA_In_RC_9 DAKOTA_In_EP_1 DAKOTA_In_EP_2 DAKOTA_In_EP_3  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2  DAKOTA_P_RC_1  DAKOTA_P_RC_2  DAKOTA_P_RC_3  DAKOTA_P_RC_4  DAKOTA_P_RC_5  DAKOTA_P_RC_6  DAKOTA_P_RC_7  DAKOTA_P_EP_1  DAKOTA_P_EP_2 DAKOTA_Li_RC_1 DAKOTA_Li_RC_2 DAKOTA_Li_RC_3 DAKOTA_Li_RC_4 DAKOTA_Li_RC_5 DAKOTA_Li_RC_6 DAKOTA_Li_RC_7 DAKOTA_Li_RC_8 DAKOTA_Li_EP_1 DAKOTA_Li_EP_2 DAKOTA_Ge_RC_1 DAKOTA_Ge_RC_2 DAKOTA_Ge_RC_3 DAKOTA_Ge_RC_4 DAKOTA_Ge_RC_5 DAKOTA_Ge_RC_6 DAKOTA_Ge_RC_7 DAKOTA_Ge_RC_8 DAKOTA_Ge_RC_9 DAKOTA_Ge_EP_1 DAKOTA_Ge_EP_2 DAKOTA_Ge_EP_3       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19 
195          NO_ID    2.678019832    2.190959578    1.495575839    2.059501292    1.954128361    1.886845953    1.733484983    1.637444314    1.907755364    2.461291676     3.92473581    5.874528027    1.439118986    1.070605608   0.9011989671    1.198127948    1.172983001    1.068328471    1.223607731    2.422322343    2.677065034    1.999909615    1.860760829    1.298233379    1.660383564    1.841661227    1.967419943    2.081556803    4.568812433    10.47186662    1.615429328    1.478982318     1.34034624    1.476005167     1.39648361    1.439474601    1.648851119    1.458064441    2.983594572    1.150032419    2.271322776    1.790066076    1.889512089    1.932441761    1.918671685    2.523711056    2.301569709    1.832654686    1.848039527    6.050887202    2.314595771    5.830262668   0.1707211915 4.586687677e-05 0.003157114538 5.31615226e-05 0.001568769715 0.007515486257 0.006732028518 5.127913004e-06 0.0005311016433 0.002829071244 0.001203140897 0.005104181573 0.004841385912  0.01502652043  0.01074812303   0.7107058824    12.34328804  0.04705389917 0.006414744667 
196          NO_ID    2.678622269    2.320326854    1.410562063    2.153687959    1.786834884    1.949244972    1.859426652    1.582278541    1.897305482    2.426301586    3.940294475    5.453071183    1.369182265     1.18001477   0.9855303761    1.047772719    1.223448539    1.017771395    1.175870182    2.471833925    2.310429647    1.994505146    1.697624059    1.281408236    1.800549748    1.697665835    1.964778826    2.002525139    4.801768776    10.57494446    1.747382632    1.526176024      1.2800213    1.522944695    1.337863983    1.411856185    1.758189667    1.420435092     2.56967363    1.644475744    2.226695409    1.710393621    1.904109385    1.817877674    1.748408391    2.622639762    2.236650393     1.91285693    1.896411157    6.487602874    2.765118576    5.705485431            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
197          NO_ID    2.681334715    2.202908732    1.490611397    2.073609442    1.955259547    1.929411171    2.287307851    1.517005361    2.060755518    2.128090109    3.706391368    5.523331737    1.430505665    1.114819335   0.9223503971    1.186881109    1.193851003   0.9835213875    1.174705704    2.351290432    2.886881172    1.952895644    1.773155521    1.153250025    1.758595707     1.78082986    1.863747892    2.132441296    4.626225158    10.78936135    1.705298086    1.493779746    1.384044867    1.560909482    1.225389188    1.484304414    1.776320654     1.57927383    2.605548875    1.552380857    2.125891852    1.870788049    1.899742519    1.978397516    1.843607384    2.555092916    2.336278625    1.778458387    1.994614303    5.979921645    2.972582368    5.772952688            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
198          NO_ID    2.682457868      2.2214633    1.485068382    2.083512798    1.877090693    1.980353995    1.606498547    1.504996003    1.943211548    2.634939508    3.768754388    6.198122544    1.306894949    1.194618893    0.960905638    1.167056479     1.16752191    1.091366089    1.065309091    2.502150774    2.768095021    1.924750318    1.859700865    1.255075364    1.640499597    1.669763658    1.884490738    2.050478659    4.591250002    10.13204222    1.726705665    1.487907868    1.336867522    1.576774046    1.229420666    1.558958215    1.643128041    1.469837091    2.918771091    1.298697948    2.117824992    1.745905096    1.783964098    1.846719941    1.798523989    2.677869736     2.38477642    1.907045898    2.025235825    6.675427556    2.766380265    5.807274147  0.05634722961 8.768263991e-05 0.002132387367 5.503317068e-05 0.001091657977  0.01815445967  0.01917433882 5.127913004e-06 0.0009401325789 0.002608478981 0.001533740553 0.007158514076 0.007738951856  0.03595219952  0.01429878146          0.378    10.16321016  0.01862090387  0.01008713333 
199          NO_ID    2.682485608    2.248155201    1.390959548    2.038997888    1.955704721    1.851574418    1.483573912    1.635271316    1.939308159    2.570785568    4.166061701    6.397728474    1.288618896    1.140044198   0.8540441012    1.099507297     1.25121448   0.9941967219    1.126439317    2.583813848    2.961303815    1.897328861    1.704903913    1.145536942    1.691112646    1.734220229    2.011578472    2.102046064     4.17914158    11.77069502    1.680964147    1.405513924    1.327424702    1.636923695    1.302511811    1.428129423    1.774498114    1.522440797    2.916003697   0.9360313646     2.15759791     1.82481308    1.751351968    1.868216807    1.822857278    2.538396069    2.338724104    1.815071758    1.988592791    6.750817109    2.388172636    5.817267768   0.0651146283 5.379832558e-05 0.003454531886 7.064432238e-05 0.001309375506  0.01164004971   0.0113790093 5.127913004e-06  0.00113902462 0.001598003782 0.003306879571 0.0003119144363  0.00405361657 0.003179636911  0.01718236034   0.8025882353    15.26157276  0.02644784113 0.008836730681 
200          NO_ID    2.683909602    2.296310018    1.331503755    2.126477916    1.909204753    2.035539459    2.296097764    1.683781566    2.018290471    2.739115429    3.301360327    5.724776979    1.388868324    1.032418919   0.9203025442     1.13111006     1.08080432   0.9112776686    1.179692168    2.419314971    2.714567884    1.935038504    1.812115582    1.283713695    1.750514133    1.682788577    1.873208874    1.962387818    3.995004959    11.13186713    1.774814337    1.570110594    1.311696732    1.471318092    1.354588509    1.565901485    1.792857551    1.509938137    2.847415255    1.422740109    2.178761222    1.838155116    1.914103418    1.989629546    1.728574035    2.567405962    2.291739605    1.750378355     1.93468363    6.782158867    2.900206744    6.300986036            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
201          NO_ID    2.685054315    2.197722684    1.356144831    1.998736944    1.930183148    1.879684086    1.860369181    1.619205123    2.093965832    2.419042773    3.799781489    5.737134615    1.427511417    1.126915304   0.9934557342     1.20760441     1.13617196    1.068350697    1.158910173    1.984639885    2.498974034    2.062908284    1.764207155    1.278334683    1.693118801    1.831427213    1.838068247    2.132791741    4.618273235    11.81494216    1.765923498    1.495908962    1.281416899    1.487068329    1.352645907    1.556600047    1.652752414    1.435374104    2.478025849     1.10059123    2.240182658    1.863961468    1.852145169    1.889694075    1.848876772    2.578600903    2.268298485    1.926048732      1.9029516    6.561043292    2.343883544    5.926732035   0.5192989343 3.599060104e-05 0.003722391039 4.375532545e-05 0.001487064613 0.007787059008 0.007359343253 5.127913004e-06 0.0006888049337 0.004446382504 0.0008280184603  0.01351670317  0.01568752527  0.02257738316 0.007596784799   0.7436470588     14.1055649  0.03305119705 0.007344877415 
202          NO_ID    2.685623172    2.233111705    1.500918108    2.053936768    1.934462277    1.920608979    1.579649953     1.67674982    1.907472741    2.250417376    4.177206208    6.016442045    1.376441669    1.033209007    1.011488591    1.089000474    1.243852171    1.046204053    1.063524311    2.435106876    2.265766037    2.001021026    1.804766352    1.285493484    1.622468098    1.779929627    1.874893746    1.986807535    4.552771997    11.63435426    1.705227732    1.483377571    1.298747131     1.57114584     1.39531434    1.578209408    1.777754818    1.431255999     2.87379614    1.793137797    2.202339474     1.81860047    1.846515968    2.000781143    1.909809476    2.591004559    2.260781617    1.894661647    1.893208612    6.046529641    2.637415111    5.644809096    0.105900377 3.537077809e-05 0.003224974207 4.050539542e-05 0.001402055673  0.01522099167  0.01479673113 5.127913004e-06 0.000584596684  0.00222738345 0.003129783863 0.007965928142 0.009612361467  0.02164120599   0.0060576667   0.8314117647    14.24634276  0.06765995721  0.01201545084 
203          NO_ID    2.688019577    2.187835083    1.427465701    2.156155456    1.859396842     1.95636835     1.51973808     1.56519672    2.011524004    2.710546398    3.425979215    5.903614418    1.459833729    1.082012131   0.9643006262    1.135667516    1.150731059   0.9711106029    1.077893592    1.720407107    3.151243717    1.929399481    1.786047265    1.256946293    1.622540314    1.769692843    1.886069457    2.090494572    4.499493812    10.47574992    1.721195395    1.475118339    1.337610075    1.513661095    1.289273795    1.542006917    1.756029446    1.515230142    2.135018183     1.20476725    2.178339421     1.72059948    1.906276334     1.86017315     1.86061161     2.60357696    2.366840666    1.752342669    2.030687563    6.648671289    2.211120453    6.217681531            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
204          NO_ID     2.68854336    2.328009245    1.481164444    2.033032825    1.958280842    2.028384995     1.57599573    1.672258395    1.952787052    2.606649318     3.50713929     6.20408241     1.47287196    1.109111462   0.9055364874    1.157450316    1.071233578   0.9328726548    1.189723407    2.184243738    2.938802618    1.938752563    1.847145448    1.328611457    1.632168296    1.833674763    1.878521429    1.994665152    4.182992504    11.67743394    1.755757644    1.412341861     1.39795264    1.601922087    1.303374685    1.501233481    1.716307082    1.538707307    2.466459383    1.712470668    2.181037171    1.803119735    1.867910616    1.875909131    1.770231197    2.506447103    2.404359447    1.782464775    1.895319758     6.39541427    2.825567613    5.328401406            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
205          NO_ID    2.689829406    2.203396594    1.306145876    2.143748682    1.913284328    2.012446575    1.830432222    1.502333183    2.033986823    1.920414831    3.796400416    5.432154205    1.343770336    1.000331669   0.9645030978    1.230429764    1.106757437    1.072085291    1.204078859    2.116499241    2.210536167    2.014448069    1.877449983    1.227307926    1.673032607    1.717825074     1.83086962    1.990223279    4.543262809    10.31740037    1.644671852    1.485681967    1.337336631    1.515817729    1.287430649    1.595620959    1.614264304    1.565169353    2.088770708    1.608255634    2.270252319    1.785434225    1.892681968    1.836022656    1.843765894    2.590185065     2.23745242    1.891523331    1.918270356    6.632656394    2.303115896    5.714887949            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
206          NO_ID    2.692261063    2.199204544    1.364592968    1.977385918    1.793728588    2.042721359    1.859411802    1.661114592    2.077425907    2.738250751    3.477253896    5.666258503    1.287052333    1.157813673   0.8753719702    1.120204376    1.242683697    1.015765858     1.14724505    1.805615388    2.924640156    1.910147567    1.825235785    1.323003769    1.789465873     1.78816632    1.911028666    2.125208784    4.611474308    10.26248121    1.766672376    1.501755925    1.327652665    1.496265344    1.337141842    1.466381253    1.624986703    1.419710476    2.236479225   0.8790630495    2.288360626    1.751146624    1.793664311    1.997412959    1.766960297    2.602036281    2.288617335    1.750643994    1.873802138    6.604311926    2.287835358    6.206650848   0.3663984317 5.912324965e-05 0.002512323536 5.116261005e-05  0.00179029167  0.01435350843  0.01396784355 5.127913004e-06 0.0006023513782 0.003202160929 0.0007574363808 0.001216621066 0.003658523829 0.007905799986  0.01384308519   0.8301176471    15.09815002  0.06077632302   0.0107292656 
207          NO_ID     2.69266353    2.317946177    1.423916687    2.020632816    1.798691279     2.00883369    2.297515652    1.663917344    2.075728486    1.874284705    3.527694506    6.359763704    1.439779897    1.078411449   0.8682700606    1.207242079    1.249205783    1.095827614    1.140123024    2.513488185    2.225338659    1.896079786    1.858964178    1.313536072    1.701801475    1.750409484    1.908423561    2.028047409    4.106070633    11.08508748    1.691653226    1.401077657    1.328654925    1.480569913    1.279710473    1.472346204    1.775403603    1.435296415    2.280317742    1.622660445    2.131153356     1.77000245     1.88108483    1.992933253    1.906413898     2.68235489    2.371175332    1.896619681    2.034182504    5.981491779     2.72558659    5.309251177            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
208          NO_ID    2.692982595    2.304282353     1.44633729    1.969005564    1.902431653    1.874177475    2.330582466    1.603353219    2.054019098    2.288732327    3.744577364    5.974113731     1.28689603    1.163181014   0.9304660886    1.165883508    1.260797421    1.017856628    1.159079944    2.181908409     3.11576917    1.985405232    1.793713006    1.202631038    1.641494062    1.732982577    1.995948485    2.085382428    4.321335069    10.75723478    1.675219867    1.444449609    1.282205832    1.486557156    1.271455173    1.529637485    1.646734631    1.432552251    2.263953517   0.8707686488    2.211298716    1.810106176    1.853576476    1.920194746     1.83128719    2.517042564    2.257078254    1.833084611    1.990899193     6.50579099    2.076331466    5.983265133  0.05651036629 0.0001171839077 0.003624789128 4.999879448e-05 0.001504419958  0.00613262183 0.005511203999 5.127913004e-06 0.0006398759326 0.002844450953 0.001028191422  0.00172594332 0.0002577011669  0.01114608825  0.01674806769          0.712    12.67126834  0.02502402755 0.005199115007 
209          NO_ID    2.693276017    2.230513541    1.348573128    2.082247526    1.959122867    1.925032219    2.219301968    1.584308206    2.011043294    2.793089395    3.544487654    5.578057648    1.306938977    1.148720648   0.8709277834    1.187138977    1.116704044   0.9546664477     1.14312779    2.292865323    2.309049351    2.025350999    1.835660842    1.158359251    1.775042289    1.813976936    1.939466192    2.008936738    4.043110286     10.8112729    1.756289762    1.389098074    1.413840831    1.469862889      1.3293456    1.517963698    1.680895109    1.471895928    2.110359522    1.826692011    2.151513807    1.739369435    1.765549932    1.880452784    1.746090083    2.569477715    2.238591761    1.803794127    1.980144163    6.333597758    3.040835958    6.122770165            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
210          NO_ID     2.69361837    2.237330183    1.500272701    2.113071631    1.878174012    1.860715055     1.57484197    1.609137751    2.029120389    2.034392231    3.921213124    5.600342313    1.282963774     1.15458179   0.9609110266    1.116092683    1.103935462     1.08741463    1.157653399    1.675337143    2.222217514    2.024643936     1.80937037    1.208919958    1.719951205    1.732308203    2.000616878    2.134305959    4.272206046    11.13693783    1.722083449    1.435259579    1.453223966     1.58735615     1.20633121    1.476397978    1.734071205    1.441471538    3.026678644    1.182957969    2.169349984    1.797978354    1.841260056    1.874313758    1.810560144    2.535171083    2.361406442    1.855495606    1.878585712    6.020299203    2.681815174    5.528146076            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
211          NO_ID    2.694087628    2.201666443    1.428005343    1.982867317    1.782301516     1.91187172    2.566128458    1.651443084    2.030354004     2.23455502    4.187661848    5.705735049    1.411460218    1.097932075   0.8922457237    1.193981459    1.225885694   0.9403868767    1.250535529    1.902139007    3.013930936    2.022397666    1.836745246     1.20116665    1.649918851     1.65840068    1.896815529    2.084168339    3.894398036    10.08595676    1.790119641    1.560167235     1.31246212    1.583124985    1.201034553    1.439763636    1.780996705    1.601389296    2.055033598    1.423753546      2.1693003    1.856939089    1.910497719    2.002760518    1.812871164    2.535743443    2.367741977    1.779756858    1.932130319    6.516387529    2.529923299    5.587582532            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
212          NO_ID    2.694268658     2.29887274    1.470572174    1.991984142    1.967228457     2.00141308     2.19915169    1.632353903    2.079526576    2.239754462    4.082898312    6.053676014     1.33463634    1.047346732   0.9009664869    1.131426132    1.250596564     1.09795824    1.090085222    2.624336451    2.852701693    1.937945058    1.738077137    1.176959073    1.769961224     1.70259245     1.84010068    2.004929272    4.693810076     11.3456791    1.691263993    1.520230673     1.33564065    1.526836166    1.370214815    1.447869107    1.614249247    1.509406763     3.00011505    1.835879111    2.278357656    1.825002672    1.862511025    1.834993996    1.730349405    2.496477512    2.337420128    1.921945969    1.850435751    6.562526747    2.963066296     6.01788045            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
213          NO_ID    2.695175463    2.190099145    1.447235075     2.16260104    1.967950738    1.974454398    1.509254723    1.682100686    1.934391039    2.020337183    3.617143885     5.73504588     1.31271206    1.075336485   0.9167182924    1.136566551    1.191271219    0.907932515    1.183339658    2.173431025    2.198647505    2.067686307    1.715351356    1.305819724    1.749952701    1.734470275    1.957499599     1.98240239    3.986875258    11.29722482    1.760037822    1.379750514    1.422021627    1.572272897    1.200351554    1.534972364    1.632727295    1.424560675    2.684365252    1.202591672    2.149628111    1.868701827     1.87212751    1.884340171    1.802038312    2.521845803    2.391906723    1.734309531    1.885778318    6.301231903     2.57397868    5.540539094            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
214          NO_ID    2.695341134    2.356542739     1.45634721    1.997834291     1.78789449    1.958043582    1.689287041    1.615661039    2.056431806     2.27089147    4.196626352    5.487149107    1.438370975    1.038447582   0.9393167326    1.083034892    1.103220465    1.011047485    1.096395173    1.805899927    2.502113675    2.048285363    1.810053278    1.192495212    1.786453262    1.682843828    1.833442353    2.024068697    3.978818697    11.22205334    1.602738118    1.378304874    1.380948073    1.624085328    1.234139165    1.513842564     1.66812891    1.488353672    2.246518015   0.9898035771    2.263531966    1.697028873    1.779990537    1.923902941    1.793476455    2.652307269    2.377937834     1.83769692    1.919354754    5.796665031    2.723384526    6.011887446            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
215          NO_ID    2.695840689    2.194962025    1.484500177    2.071303287    1.832839695    2.050837914    2.315305199    1.681747197    1.962208957    2.251839264    3.633533331    5.525644265    1.376947064    1.005179998   0.9407635416    1.216338247    1.089840244    1.079799536    1.089214866    2.631287725     2.36474536    2.038498158     1.71030736    1.136499851     1.64302297      1.8401493    1.900840185    2.094091513    4.828607828    11.33641623    1.727649388    1.548762254    1.430803648    1.577149565    1.278065541    1.408643342    1.713987478    1.436616408    2.050952698    1.747982177     2.20798426    1.745297206    1.739325288    1.806931324    1.808477204     2.61308883    2.394269571    1.839317448    1.948888366    5.842422185    2.556874964    6.022187192            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
216          NO_ID    2.696087055    2.206279983    1.369685912    1.989470619     1.80594121    1.864105855    2.378164536    1.654903697    1.957492517    2.767283755    3.653430074    6.039193785    1.481461918    1.063369625   0.9743133577    1.095313037    1.182434066    1.048232272    1.168919521    2.106784207    2.491491741     1.94543161    1.704198603    1.187970033    1.712142666    1.750768312    1.974624719    2.055182193    4.618728762    10.05943873    1.606634727    1.507032808    1.314423856    1.541320639    1.354503427    1.465365066    1.691426494     1.52353085    2.200343813    1.611595057    2.197987601    1.779154777    1.814757768    1.901449518    1.900524402    2.522071126    2.367762556    1.823958468    2.026303398    6.108410386    2.955576546    5.536008732            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
217          NO_ID    2.696326954    2.214849374    1.319855303    2.151795052    1.952779001    1.921749049    1.583615522    1.598533401    1.931384475    2.554151596     3.39355486    5.700658032    1.333976159    1.010225312   0.8453410145    1.076730977     1.10248131    1.097300242    1.078958537     2.36210392     2.87950356    2.012474505    1.823601927    1.256710188    1.646479064    1.829383544    1.905371835    2.034687675    4.007447361    10.01254857    1.749049495    1.385016426    1.318304232    1.633904798    1.394811479    1.416083233    1.641653847    1.431414066    2.672083169    1.232191608    2.263244385    1.821527606    1.871169928    1.819220544    1.889752918    2.649510943    2.266951521    1.733234228    2.002811185    6.154550288    2.757275059    5.806559484  0.08751207833 7.448925696e-05 0.002660603978 5.01034609e-05 0.001238299594 0.001584607023 0.001227584418 5.127913004e-06 0.0005111741413 0.001469887135 0.002136151566 0.004868592061  0.01020703994  0.02358518151 0.007313431894   0.6130588235    10.01911354   0.0279389215 0.002498861776 
218          NO_ID    2.696796223    2.183615488    1.348997297    2.047478438    1.831603274    1.985164657    2.483700009    1.579343662    1.956753941    2.352162602    3.343652019    6.304676257    1.405426846     1.08839228   0.9767278957    1.230905878    1.065456347   0.9466782236    1.220392936    1.956129347     3.08974058    2.020448066    1.699681442    1.264576955    1.752542463    1.750555852    2.016236438     2.02293904    4.799575473    10.14857287    1.611374109    1.543911318    1.300672775    1.525371406    1.249389755    1.477276049    1.796536064    1.436006423    2.882098557    1.133450024    2.227438944    1.853550115    1.772225256     1.85486579    1.799942395    2.681953152    2.256771668    1.806398742    1.884631375    5.810823019    2.717123056    5.425897457            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
219          NO_ID    2.697295165    2.205777518    1.412901434    2.053103324    1.822032055    2.029726913    2.009871627    1.516070211     2.08337649    2.813938114    4.044381585    5.935594911    1.311284741    1.155115351   0.8852108461    1.194820822    1.117655145    1.037673442    1.185396851    1.924858307    2.991670168    1.897114529    1.686351665    1.264334083    1.673255497    1.716763607     1.97888727    2.041270797    3.939735839    10.63679536    1.612975733    1.572442333    1.371657054    1.590877167    1.283545656    1.538689109     1.70660408    1.591190927    2.872796599    1.316902849     2.27497855    1.791835637    1.935099552    1.808263291    1.804950988    2.553310398    2.374084112    1.863606132     1.84698384    6.222404815    2.971888969    6.139589367   0.2555142141 4.274725374e-05 0.002924943784 7.650720871e-05 0.001143635154  0.01163809756  0.01263177331 5.127913004e-06 0.0007655112442  0.00139332873 0.002462339055 0.008614419134 0.009628186218  0.01464246272  0.02155208646   0.4796470588    10.72406714  0.01631141097 0.005711542291 
220          NO_ID    2.698478988    2.196214434    1.393752275    2.150507276    1.952075746    2.005775803    2.189385613    1.682718271    1.941522852    2.243877943    3.883521292    5.650498512    1.432292175    1.134378716   0.8619857824    1.161593749    1.227460108   0.9503367475    1.161557719    2.002017859    3.106805495    1.933641221    1.796694815    1.191924118    1.675762703    1.693994986    2.021979073    1.967843494    4.067683653    10.56860803    1.687234574    1.399215719    1.355275237    1.645986849    1.207722995    1.452350983    1.737762653    1.545287264    2.274346266    1.763427521    2.115062852    1.839973512    1.767385207    1.969355028    1.832352227    2.562370989    2.301948777    1.800812335    1.968707736    6.742532479    2.735079535    5.863344177            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
221          NO_ID      2.6999651    2.299768061    1.343521159    1.993381166    1.978244987    1.959740557    2.147916252    1.604555192      2.0603209    2.398670112    3.680795527    5.439822886    1.367810597    1.066764255   0.8277334249    1.239532697     1.22419793   0.9957721328    1.194264112    1.668838488    2.870304041    2.015227598    1.742872866    1.167583271    1.719179647    1.686725909    1.944992207    2.109208986    4.240479314     11.7016681    1.593078435    1.435260963    1.372134871    1.501599594    1.286642129    1.495379857     1.74734015    1.417294838    2.098675248     1.40530525     2.21802886    1.764294155    1.853625627    1.807839457     1.88905841    2.614359052    2.218372154     1.85425634    1.866131185    6.488181329    2.669120187    6.113959965            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
222          NO_ID    2.701801113     2.22297192    1.372216814    2.098632343    1.918453999    2.027013799    1.585879695    1.581910754    1.982942257    2.367207104    3.589465675    5.437673583    1.405617917    1.148068416   0.9244007307    1.074495895    1.095526139    1.026763247    1.082677834    2.005058528    2.750389678    2.045088491    1.756819637    1.282501118     1.69726197    1.785874426    1.895874863    2.082754814    4.468402841    11.38581019    1.780826711    1.482681681    1.463752939    1.518043524    1.239314024    1.527206938    1.631057324    1.476293973    2.144588461    1.436997905    2.270735394    1.755210827    1.859534298    1.898353311    1.761279243    2.516935028    2.343849206    1.797805382    1.999698275    6.557635204    2.723085439    5.661881052  0.05804213734 2.541545613e-05 0.004012823437 4.693253277e-05 0.001301804625 0.002255282594 0.002912122413 5.127913004e-06 0.0007031493268  0.00304374888 0.002114409934 0.002501320342 0.006407150082  0.01918906583  0.01920951224   0.5416470588    8.748550008  0.02047230852 0.000592039202 
223          NO_ID    2.702616116    2.187421981    1.376889515    2.121341039    1.913924114    2.020291571    2.145772717     1.51850798    1.968003542    2.224648834    3.971828433    5.668604963    1.441066302    1.069264952   0.9978784829    1.114532058    1.246956016   0.9538898141    1.092043799    2.023063821    3.155351208    1.910115799    1.825439753    1.179743753    1.610420004    1.668002562      1.9906207     2.02467747    4.346906643    11.72353027    1.663529158    1.459197444    1.461975008    1.605418673    1.238538483    1.520899122    1.711710244    1.568833936    2.796035514    1.765568932    2.134763703    1.761972789    1.771434779    1.997830005    1.889237741    2.502313262    2.283362063    1.877193757    1.912203076     6.30202931    2.138032608    5.629366588            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
224          NO_ID    2.702798034    2.316464481    1.402484933    1.975245799    1.791830334    1.985121405    2.445490384    1.609991735    2.042553652    2.680734563    3.877977984    5.594135329    1.311354676    1.151925783   0.9349650434    1.127688787    1.166810711    1.004758981    1.074239218    2.007494769    2.751918149    1.929254167      1.7984393    1.253761302    1.638760136    1.678902883    1.981252024     2.03493553    4.784861228    10.96157065    1.703210903     1.54697028    1.314821546    1.470695836    1.380216078     1.45165188    1.741817241    1.560464476    2.907218077    1.288854465    2.217611388    1.765439212    1.861197959    1.950966065    1.775364995    2.529163002    2.249654852    1.883175707    1.989921983    6.044470346    2.152373302    5.614528064   0.2312533111 2.128546114e-05  0.00295462134 4.877798465e-05 0.001394038597 0.005075957134 0.004585496039 5.127913004e-06 0.0005160769173 0.004348235817 0.0001227079735 0.003361335306 0.004078030074   0.0153339051  0.01873313459   0.6609411765    10.36815712  0.02553973955 0.004494704079 
225          NO_ID      2.7029292    2.273179345    1.494622504    2.028807832     1.83056772    2.037390131    2.068985891    1.558866152     2.01921277    2.119496811    3.826745732    6.123461736    1.301723161    1.178095767    0.837212407     1.13434088    1.257193688   0.9014624218    1.122207376    2.117462024    2.602294089    2.069626882    1.740096715    1.203013074    1.680682629    1.774460464    1.996539255    1.985991253    4.769109875    11.68081746    1.632080358    1.543951175    1.343461091    1.491702862    1.230759007    1.519028811    1.615092993    1.548256655    2.988474816    1.538528817    2.293156017    1.771444109     1.81699811    1.816879178    1.807539876    2.587210518    2.322220058    1.805733564    1.944672939     6.64713717    2.875129844    6.238658786            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
226          NO_ID    2.703028166    2.240981849     1.48860025    2.138913181     1.93892951    1.867248886    1.865439518    1.545926116    2.067934834    1.991941036    3.880873312    5.647837974    1.421244712    1.129694505   0.9164736178    1.072958226     1.24561569   0.9496321205    1.133704318    2.167804047    2.903214279    2.056805926    1.796109115    1.138683827    1.761253947    1.792157468      1.9958284    1.958194278    4.711929868    11.58470289    1.777988721    1.532614139    1.301652138     1.63158897     1.32952732    1.585581647    1.784837856    1.413100573    2.256538819    1.630863448     2.13248878    1.835882426    1.740340284    1.975733492    1.823576931    2.589813902    2.219691717    1.810192621    1.995446023    6.191980176    2.947767151    5.793444392            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
