%eval_id interface  DAKOTA_K_RC_1  DAKOTA_K_RC_2  DAKOTA_K_RC_3  DAKOTA_K_RC_4  DAKOTA_K_RC_5  DAKOTA_K_RC_6  DAKOTA_K_RC_7  DAKOTA_K_RC_8  DAKOTA_K_EP_1 DAKOTA_Cl_RC_1 DAKOTA_Cl_RC_2 DAKOTA_Cl_RC_3 DAKOTA_Cl_RC_4 DAKOTA_Cl_RC_5 DAKOTA_Cl_RC_6 DAKOTA_Cl_RC_7 DAKOTA_Cl_EP_1 DAKOTA_Cl_EP_2 DAKOTA_Mg_RC_1 DAKOTA_Mg_RC_2 DAKOTA_Mg_RC_3 DAKOTA_Mg_RC_4 DAKOTA_Mg_RC_5 DAKOTA_Mg_RC_6 DAKOTA_Mg_RC_7  DAKOTA_F_RC_1  DAKOTA_F_RC_2  DAKOTA_F_RC_3  DAKOTA_F_RC_4  DAKOTA_F_RC_5  DAKOTA_F_RC_6  DAKOTA_F_RC_7  DAKOTA_F_EP_1  DAKOTA_F_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18 
250          NO_ID     2.30824043    2.016631788    1.972509345    1.922227091    2.261367898    2.187735784    1.932517308    1.996294766     1.10080179    1.671038466     1.18134953   0.9620939714    1.568282186    1.641837589    1.748883251    1.697209176    11.47756423    2.408721041    2.025178403    1.877783403    1.876089868    1.706475639    1.842778593    1.666933414     1.85535849    1.335680378     1.26092367    1.061775775    1.355573696    1.311433364    1.413949323    1.487814126    3.275325758     1.55229334            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
251          NO_ID     2.11702166    2.033455114     1.81661278     1.94778284    2.160227068    2.144889905    1.983307315    1.972878456    1.062185183    1.562676383    1.139398738    1.049998348     1.43991562    1.691455112    1.840928419    1.677713989    11.63782097    2.310292967    1.948168396    1.880254581    1.944249685     1.70671748    1.847250528    1.688000876    1.760619515    1.425934555    1.316096414      1.0593865    1.346145259    1.369143722    1.396530478     1.48716692    3.647994179    1.703545871 0.008534202931   0.2224585576  0.01311190118 0.0006375817241 0.001927701101 0.0007636641865 0.001898028376  0.01813634328 0.001743111348 0.006299289646 0.006223222871 0.004831259167   0.0835407158 0.005635276774  0.07026388889  0.07950467361 0.008898854552 0.008759947524 
252          NO_ID     2.11702166    2.033455114    1.820178696     1.94778284    2.160227068    2.144889905    1.983307315    1.972878456    1.062185183    1.562676383    1.139398738    1.049998348     1.43991562    1.691455112    1.836107392    1.677713989    11.63782097    2.310292967    1.948168396    1.880254581    1.944249685     1.70671748    1.847250528    1.688000876    1.760619515    1.425934555    1.316096414      1.0593865    1.346145259    1.369143722    1.396530478     1.48716692    3.647994179    1.703545871 0.008534202931   0.2224585576  0.01311190118 0.0006375817241  0.00200796582 0.0007638346747 0.001898028376  0.01813634328 0.001743111348 0.006299289646 0.006223222871 0.004831259167  0.08382888789 0.005635413892  0.07026388889  0.07949394149 0.009035383571 0.008759947278 
253          NO_ID    2.117621381    2.049134522    1.875583247    2.082382382    2.334865515    2.172796846    1.908121993     2.02196286    1.191459487    1.503137833    1.072516828   0.9942596691    1.543994945    1.594847889    1.852091153    1.562715637    9.976063561     2.83660558    2.025314595    1.772402805    1.837767026    1.677176331    1.849777382    1.784074989    1.753667656    1.367857372    1.365713006    1.204743212    1.278937762    1.267270318     1.48306207    1.420559144      3.2170242    1.413226584  0.00702352319 0.003243873324 0.007942327707 0.0004589321842 0.0008606576916 0.0003371512383 0.0002250314574  0.01976682592 0.001861177536 0.0006044422487 0.005802291953 0.004682484076  0.06214393824  0.00435110254  0.05865277778  0.08939433788  0.02285843044 0.005086766199 
254          NO_ID        2.12339       2.070121       1.808672       1.989798       2.198429       2.065803       1.843805       1.936941       0.883639       1.564955       1.060716       1.051246       1.554974       1.704385       1.713156       1.629308      10.579474       2.151452       2.037506       1.713381        1.95221       1.686374       1.862253       1.750121       1.738205       1.301685       1.217083       1.070457       1.359814       1.227608       1.400273         1.5078        4.10707       1.843009 0.006412074487 0.002032215713 0.007438753648 0.0001761011213  0.00273108727   0.0015711172 0.0008871915477  0.01976358631 1.69063324e-05 0.0007581120787    0.013356696  0.01179076268  0.08841562696 0.003993176382  0.02355555556  0.06916527126  0.01397916513 0.006204080315 
255          NO_ID       2.131617       1.945627       1.974552       1.988026       2.294498       2.169865       1.886626       1.999644       1.744153       1.497143       1.038238       0.998794       1.571707       1.705668       1.752587       1.575616      10.577898        2.08598       2.104097       1.794377       1.883204       1.786886       1.736614       1.664939       1.788161       1.399613       1.350782       1.068202       1.369034       1.310802       1.355506       1.527727       4.195466       1.286594 0.005148637885 0.004081855364 0.005783011369 0.0005484465367 0.0005242757946 0.0008909635173 0.0001703396184  0.01947912093 0.001885458848 0.005027823843 0.007219762885 0.005917813267   0.1724177907 0.004307638304  0.05827777778  0.07746098661  0.01082199151 0.004797787632 
256          NO_ID       2.133674        2.03092       1.910961       1.938297       2.175437        2.18939       1.986853        2.02491       0.870045       1.498528       1.049782       0.970596       1.473129       1.588881       1.788734       1.651769      10.175031       2.681782       2.119859       1.814573       1.811632        1.76959       1.833319       1.719335       1.748583       1.428531        1.18825       1.148178       1.300941       1.255909       1.326402       1.423797       4.064649       2.073218 0.007907308068 0.003121392699  0.00716767992 0.000624265104 0.002228698429 0.001127373781 0.0001487281468  0.02134728208 0.002252977257 0.001395938636  0.01144579573 0.009882576173  0.04927225162 0.0003434185553          0.044  0.07651576314 0.002608480024 8.200295639e-06 
257          NO_ID     2.14075286    2.084502167    1.863144936    1.972372726    2.192457197    2.158119818    1.908533462    1.902184084    1.182883265    1.607820867    1.031474818    1.086030205    1.487359728    1.722955644    1.775382881    1.667540333    11.74113241    2.113699393    1.968674479     1.80718458    1.960334814    1.688907712    1.829047482    1.814725929     1.79732054       1.393205    1.230992825    1.121693732    1.411654599    1.271228552    1.518122779     1.57640746    3.413653592    1.526338571 0.006547628733 0.0006568405382 0.009053918267 0.0003147606558 0.002627144326 0.001392632664 0.002833826844  0.02180640821 0.002892854926  0.00141274995 0.005185951042 0.004242903894  0.08125935344 0.004751125735  0.06405555556  0.09287328003 0.001139553143 0.007129047549 
258          NO_ID    2.146819654     1.96390811    1.802711345    2.015491838    2.275400069    2.083779074    1.915283342    2.046312182    1.430596903    1.483573277     1.09583849    1.055557403    1.448600262     1.75269691    1.859708557    1.639103878    10.58947882    1.942491946    2.077375825    1.877859541    1.848458226    1.751203033    1.781980779    1.658950953     1.73101714    1.414347448    1.176232399     1.10642934    1.349013336    1.242940452    1.337642419    1.519832991    3.669242812     1.32176882 0.004322841066 0.002218767571  0.01276982702 0.0007662655839 0.000619685312  0.00185285599 0.001870622253  0.01516440303 0.001395625016 0.003222796388   0.0102394187 0.008845069473   0.1117335518 0.007396625608  0.05498611111  0.06382655083  0.01831283536 0.002754743533 
259          NO_ID    2.162620244       1.916891       1.963348       1.901461        2.30789       2.160136       1.911299       1.904251       1.584187       1.538082       1.026936        0.91449       1.465252       1.693889    1.706071489       1.559666      10.092369       2.326523       1.972986       1.683338       1.803278       1.724278       1.747512       1.640677       1.710654       1.448317       1.358407       1.164199       1.305574       1.372541       1.455764       1.553458       3.240577       1.801705 0.003990102238 0.003680440382 0.004497456786 0.0002618738841 0.0007682255387 0.0005119370116 0.002036966475   0.0229574407 0.007502178734  0.01043237586  0.01165533001  0.01035170538  0.04302852304 0.001592246302  0.05984722222  0.06720698112 0.007940370199 0.005509878788 
260          NO_ID       2.165511       1.908636       1.884374       2.000063       2.272622       2.040555       1.864542       2.005009       1.246462       1.534914       1.150835       1.003781    1.535742874       1.639117       1.730473        1.55783      10.448013       1.990915        1.97591       1.752547       1.888912       1.678786       1.905626       1.779464       1.865839       1.358106       1.312461       1.122147       1.310432       1.238167    1.460149112        1.47946       3.329189       1.750598 0.002065505151 0.002983758596 0.009811486052 0.0003460130678 0.0003067799138 0.001454111066 0.0004952823054   0.0189798962 0.0007862179879 0.003561029437 0.006385628171 0.005197838713  0.06449734363 0.006463646855  0.05295833333  0.06714034436  0.04375845103 0.003004220498 
261          NO_ID       2.171946       2.069874       1.893271       1.950971       2.189037        2.10328        1.92991       1.994589       1.450228       1.556344       1.166679        0.99841       1.417337       1.607404       1.797011        1.56586      11.248531       2.315007       1.969638       1.866115        1.78151       1.828037       1.815806       1.722711       1.689278       1.363583        1.29874       1.247783       1.305417       1.395919       1.329596       1.489107       3.867386       1.755502 0.005673324861 0.0004739805147  0.01112194424 0.0004152963235 0.000511978679 0.0007827118125 0.0007920474776  0.02129653165 0.0008534931361 0.004661903639  0.01071986162 0.009332981096  0.08368480185 0.005755755298  0.04566666667  0.06750033938  0.05094619945 0.000299677014 
262          NO_ID       2.175188       1.974651       1.872779        1.99787       2.151519       2.090856    1.986947012       2.048715       1.396379       1.588986       1.105897       1.090212       1.556566       1.656786       1.803543       1.609951      11.617028       2.290556       2.110511       1.833302       1.797536       1.793038       1.844344       1.791002       1.810639       1.417724       1.277688       1.081935       1.367209       1.361644       1.339633       1.566365       3.623806       1.804102            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
263          NO_ID       2.178608       1.970467       1.978775       1.930394       2.190731       2.159464       1.956306       1.926148       1.320848       1.603691       1.018416       1.024555       1.514175       1.700684       1.703614       1.675606      10.562432       2.402016       1.994782       1.738326       1.865829       1.767078        1.80328       1.751772       1.722508       1.416086       1.230036       1.161019       1.380755       1.391555       1.378907       1.416519       3.250545       1.408017 0.004403683546    1.420574421 0.007314000618 0.0008151435643 0.001578805953 0.0004035826647 0.0003290690517  0.02490560034 0.0003817584273 0.003306511602  0.00629995544 0.004986894488  0.08137942514 0.006141329496        0.05325  0.06675617444  0.02128765266 0.003316831732 
264          NO_ID       2.186705       1.926932       1.984934       2.046714       2.309272        2.00911       1.826746       2.067324       1.157566       1.490309       1.103334        0.92857       1.450689       1.603313       1.709966       1.640612      10.057881         2.6004       1.954683       1.852053       1.903993       1.765936       1.834645       1.751849        1.70371       1.419982       1.200771       1.116999       1.314853       1.295019          1.418       1.522178       3.620814       1.625912            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
265          NO_ID       2.186858       1.950869       1.831022       1.948653       2.242472       2.062427       2.006343       2.045939       1.472054       1.595979        1.09641       1.077268       1.532404       1.571609    1.810518976    1.679432338       11.75304       2.081688       2.070508       1.705212    1.969218481       1.743845        1.82189       1.807327       1.821383       1.355615       1.192721       1.134807       1.423265       1.360261       1.360073       1.446379       3.287227       1.554308 0.004134929034 0.001486860272 0.007760686987 0.0002372072551 0.0008658911054  0.00200477555 0.002053764185  0.01941830266 0.002985265682 0.002720611422 0.005880348216 0.004783176846   0.1883152843  0.01141079386  0.05763888889  0.07062815695  0.02621054258 0.004763496674 
266          NO_ID       2.186978       1.989529       1.902723       1.948541       2.224086       2.094556       1.870391       1.978561       0.963148       1.573441       0.996002         1.0815       1.415729       1.667355        1.79868       1.688009        9.95714       2.190397       1.933445       1.802004       1.911497       1.720399       1.775696       1.679479       1.806464       1.426267       1.255221       1.245069       1.393027       1.396253       1.454808       1.412645       3.310736       1.342118  0.00351752889  0.00389468884  0.01287476045 0.0004909106486 0.001968174133 0.0008787458159 0.001887988196  0.01994270304 0.004342865215  0.00832390067  0.00749266751 0.006358605556  0.07770523101 0.005089688529  0.06486111111  0.07681314752 0.009801779644 0.007294709534 
267          NO_ID       2.188185       2.060777       1.827624        2.09298       2.308484       2.097243       1.843914       1.943261       1.092966       1.555927       1.039537       0.981097       1.462383       1.683501       1.876158       1.510914      11.717686       2.030408       2.022048       1.735654       1.942261       1.708203    1.788860341       1.810717       1.823929       1.427707       1.262299       1.223431       1.299828       1.232262       1.322967       1.508629       4.098921       1.367145 0.003967463825 0.0007205018441 0.007742039746 0.0005967356149 0.002192006751 0.001051830865 0.001077663095    0.025246955 0.002152672336 0.0003918823585  0.01285674214  0.01121584525  0.06053497741 0.001887454156  0.02954166667  0.04047968572   0.0371451642 0.004875420301 
268          NO_ID       2.196203     2.01261139       1.817877        2.01595       2.188202       2.115401    1.924330555       1.949718        1.82764       1.587799       1.153092        1.04481       1.538484       1.658296       1.804008        1.57603      11.197609       2.738227       2.001966         1.7765       1.844009       1.766537       1.782497       1.660021       1.695495       1.335861       1.289444       1.109304       1.383188       1.293471       1.467144       1.394751       3.744715       2.110637 0.003591261428 0.001353890919  0.01490663629 0.0003008249968 0.0009081582342 0.0003654377294 0.001619440303  0.01913035059 0.004618197076  0.00646842479 0.009163557187 0.007914491925  0.08695075218 0.007388321061  0.04176388889  0.06180975676  0.06718930369 0.000897052476 
269          NO_ID    2.197152628    1.978392078    1.837355699    2.053605051    2.252064729    2.038807308    1.868841495    1.934374468    1.763688714    1.627253433    1.023454458    1.012806655    1.506047412    1.623049191    1.785355364    1.509011175     10.0044548    2.348135342    2.011940504    1.833424863    1.825834293    1.655815694    1.802150908    1.828948971    1.739002069    1.391451419    1.285244321    1.199273893    1.358795057    1.310814616    1.452853517    1.579947685    4.081033468    2.071046077 0.001856989786 0.0007319201221 0.006833253633 0.0002894546735 0.0001445378546 0.001343786474 0.0004666531101  0.02708147431 0.003668040378 0.001103686146 0.005386929323 0.004325358543  0.08137942514 0.007267792858  0.07006944444  0.09068914764 0.0008706267643 0.008841924119 
270          NO_ID       2.201221       1.996824       1.837356       2.050597       2.252097       2.026743       1.868873        1.92823       1.698153       1.660021       1.023454       1.002738       1.506111       1.616905       1.761719       1.508563      10.006631       2.458599       2.011517       1.833425       1.825834       1.689496       1.813609       1.832021        1.73993       1.394011       1.255548       1.184378       1.358059       1.348047       1.452838       1.580204       4.081029       2.054662            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
271          NO_ID       2.201379       1.975748        1.87565       2.057781     2.15577492    2.182722307       2.007494       1.932159    1.761207623       1.507007       1.142592       1.069791       1.513785       1.740965       1.754392        1.59346      11.024143       2.826782       1.967181       1.847746       1.794463       1.786838       1.755775       1.671847       1.698578       1.445499       1.372795       1.231152       1.301435       1.250543       1.451283       1.529071        3.73107       1.376258            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
272          NO_ID        2.20407       1.956004       1.980826       1.932004       2.280446       2.110629       1.908167       1.945905        1.58041       1.600252       1.008314       1.071017        1.55964        1.62131       1.804204       1.654458      10.891823       2.579673       2.041328       1.818456       1.882856       1.668923       1.873619       1.752814        1.79896       1.377238       1.346713       1.068557       1.263527       1.292144       1.336472       1.470393       3.613589       1.887243 0.002573285676   0.9466461369  0.01313346438 0.0004124918501 0.0001905225245   0.0009025484 0.001562830416  0.02249338345 0.001415636047 0.0006123844879  0.00969415438 0.008277278143   0.1717694035 0.009420085328  0.05001388889  0.05570480066  0.03842623208 0.001523065287 
273          NO_ID       2.207781       1.963092       1.938222       2.046458       2.309274       2.051094       1.827818       2.066044       1.229278       1.488277       1.082226       1.052058    1.491362677       1.678461        1.71552       1.558692      10.049689       2.318176       1.960891       1.852493       1.920353    1.748454467       1.898453       1.670441       1.700974        1.42043       1.201035       1.155911       1.332069       1.272253       1.428144       1.568002       3.751662       1.625912 0.002136076829 0.002733516995  0.01085577631 0.0002868247606 0.0006850428144 0.001923976608 0.001677537311  0.01546351145 0.003481443753 0.007858587657 0.007215363791 0.006189961547    0.101671543 0.007447198091  0.07606944444  0.08206504911  0.02346640471  0.01047329293 
274          NO_ID    2.208264863        1.96812       1.999014       1.931406       2.255208       2.121231       1.945134       1.922501       1.120307       1.612151       1.154552        0.95797       1.492897       1.673945       1.746464       1.562182      10.567587       2.766663       2.014158       1.686345       1.940326       1.818683        1.88618    1.816182344       1.749737       1.433993       1.300401       1.118785        1.35284        1.34662       1.471254    1.555330255       4.050288       1.885199 0.002822791751 0.0007460635109 0.008743790719 0.0003813628626 0.001993175935 0.0009864257615 0.0001650269625  0.02832368756 0.002073764367 0.0003870412959 0.008232876232 0.007114637664  0.06946831215 0.001218325098  0.06372222222   0.0783639718  0.01742304655 0.007397960828 
275          NO_ID    2.209226253    1.918168475    1.963160635    1.895632895    2.336431393    2.102475194    1.871986923    2.050790779    1.667209281    1.484412597    1.155656561    1.048278384    1.514583837    1.681059544    1.808660292    1.532516677    11.80918499    2.818695508    1.949107432    1.789900263    1.807200352    1.806332633    1.738545728    1.684362821    1.721833659    1.341065433    1.339090408    1.212424701    1.371364887    1.357833245    1.443778882     1.40459114    4.015008597    1.654697585 0.002533024561 0.002483105509  0.01503104701 0.000388029663 0.0001449351333 0.001382506013 0.002217903073  0.01457818225 0.003907208793 0.008541727802 0.008158916325 0.006864056089   0.1351955627  0.00698591719  0.04756944444  0.06128049002   0.0166991885 0.0007382177876 
276          NO_ID    2.209412635    1.963552309    1.826168979    1.921041074    2.192099724    2.083871375    1.888786566    2.029233863    1.448512095    1.513032908    1.079165757   0.9379387382     1.43073249    1.594536915    1.805037751    1.579742113    9.928091379    2.547436345    2.118544971    1.835946895     1.87674644    1.807925391    1.763185636    1.673132116    1.764287032      1.3259809    1.193520441    1.124296136    1.406660552    1.381067706    1.477609887    1.440073186    3.358100075    2.138894331 0.002853659193  0.00218047894  0.01098472368 0.000194259331 0.0004527500114  0.00157086847 0.001129904935  0.02242517022 7.920211706e-05 0.003468149306 0.009799740999 0.008402051849  0.04449339782 0.002635540991  0.05213888889  0.08678373401  0.05505058554  0.00255451663 
277          NO_ID       2.216216    2.027688816       1.812429       2.064159    2.315810412       2.106435       1.923764       1.920809       1.220446       1.552192       1.132877       0.957795      1.4921992       1.588475       1.858262        1.63962      11.036546       2.557058       1.943377       1.752241       1.830397       1.806101       1.814807       1.675051       1.852965       1.301406    1.312471055       1.183238       1.408916       1.352993    1.377256337       1.469616       3.859712       2.215768            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
278          NO_ID       2.223826       1.895953       1.872405       1.944085       2.172029       2.105222       1.915588       2.064827       1.077666       1.528752       1.062502       1.042883       1.461304      1.6799628       1.709638    1.686988667      10.731607       2.662953       2.028755       1.689481       1.789912       1.706083       1.911779       1.648936       1.749122       1.405784       1.353541       1.118328       1.344068       1.337586       1.512386       1.413099       4.064846         1.8632 0.002460499824 0.003214153785 0.006619193716 0.0004842587183 0.0003143891021 0.001034768254 0.000975897059  0.01750873152  0.00568468371 0.006667522802 0.006198911976 0.005432878528  0.06408909983 0.007863379283  0.06244444444   0.0763702772  0.02126855176 0.006475075634 
279          NO_ID       2.224338       1.918762       1.971191        1.90063       2.249274       2.161009       1.989055       2.000156       0.974103       1.601329       1.025945    1.071925735       1.496992       1.582489       1.716629       1.654892      11.839272       2.312332       1.975217        1.80947       1.965671       1.749808        1.89129       1.722662       1.785699       1.306345       1.311891       1.150058       1.417583       1.357519       1.411356       1.465325       4.032981       1.354453            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
280          NO_ID       2.226638       2.066855       1.839081       2.053139       2.222748       2.179765    1.944197756       2.015744       1.140709       1.595385       1.103726       0.964724       1.515104       1.690459    1.850446062       1.600292      10.015873       1.977997       2.053453        1.84541       1.810731       1.822415        1.84255    1.804895694       1.780145       1.298867       1.230878        1.14402       1.402396        1.22723       1.338987       1.499442       4.085694       1.444319 0.002705097697 0.0009911088473  0.01151194991 0.0001950872991 0.001391700007 2.723615066e-05 0.0008454229283   0.0278083097 0.004341639239 0.004338575251  0.01699699578  0.01528644871  0.06869985325 0.003311986952  0.02951388889  0.07098768545  0.05095165235 0.005147356245 
281          NO_ID        2.23004       1.928346       1.984931       2.005247       2.174085       2.025457       1.843378       2.034507       0.912329       1.588093         1.1687     1.07583537       1.586263       1.714217       1.709958       1.544388      11.591602       2.806574       2.073201       1.761923       1.902091       1.649824       1.834505    1.688869087       1.851423       1.426914        1.30221       1.051417       1.287053       1.393316        1.38344       1.536941       3.303375       1.287773            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
282          NO_ID    2.233043127    1.949274945      1.8893078    2.008808989    2.246821783    2.045776075    1.887452423    1.910672651   0.8932580464    1.572236444    1.124309739    1.046730435    1.497411939    1.746079989    1.786432264    1.655793979    10.10494733    1.992926785    2.034963763     1.83549629    1.951071704    1.717929329    1.852879383    1.807407225     1.81087519    1.388726045    1.312114678     1.10272308    1.298300511     1.34329535    1.414271824    1.555343638    4.097851474     2.13789812 0.002979187287 0.003086700401 0.008703602898 0.0002382192544 0.002430332839 0.001191884861 0.001784977592  0.01827948048 0.003831864803 0.002447747201  0.02876960115  0.02696353589  0.08457333245 0.004285784966  0.07290277778   0.1144002467  0.01064494227  0.01010399373 
283          NO_ID       2.236582        2.01551       1.970298       2.055154       2.265858       2.109518        1.83112       2.043836       1.616006       1.524657       1.094323        1.00854       1.414132       1.627374       1.717459       1.504412      10.290864       2.077672       2.116642       1.736186       1.817246       1.676329       1.807505       1.761097       1.814057    1.376043791       1.265373         1.0689       1.412861        1.33986       1.332514       1.472415       3.452203       2.130877 0.002499524421 0.002069713377  0.00685542821 0.000418185932 0.000219678257 0.001021711351 0.0004449947955  0.01888484519 0.003015453336 0.0005555570514 0.009698350953 0.008450931773   0.0826521852 0.005991138223  0.04706944444  0.05909846141 0.007630136425  0.00108069697 
284          NO_ID       2.236582       2.015542       1.959546       2.055194       2.265306       2.110158    1.882100233         2.0391        1.61575       1.491893       1.097603        1.00702       1.413918       1.591694     1.70605143       1.500168       10.30424       2.082824        2.10997       1.754122       1.779406       1.669777       1.809297       1.704071       1.780145         1.4045       1.269469       1.098848       1.434361       1.347412        1.33223       1.501087       3.405515       2.130869 0.002523336879 0.001794886327 0.005275636517 0.0004745271661 0.0002081962833 0.0009877509288 0.0006297315799  0.01802395388 0.000392754697 0.003533549166  0.01032660721 0.008845157398  0.06824358078 0.005092407031  0.04509722222  0.04700765477 0.008573310538 0.000190518847 
285          NO_ID        2.23748       2.046878       1.821884       2.021584       2.322887       2.074689       2.008426       1.997891       0.919568       1.538099         0.9921       0.923786       1.600834       1.616678       1.841264       1.687161      10.302062       2.212285       1.955579       1.797552       1.910712       1.765018       1.770199       1.646219       1.847895       1.372888       1.366809       1.053088       1.293642       1.272765       1.510714       1.517354       3.233814       1.273002 0.003822223903 0.006877358417 0.009505122607 0.000483649168 0.001991627989 0.0009885152817 0.001376980403  0.02450418418 0.006335654458  0.01002806645 0.005496954706 0.004376729671  0.04641454508 0.001887134182  0.05576388889  0.08704413189 0.001244976346 0.004118336043 
286          NO_ID    2.239579067     2.05329459    1.854722821    1.914007038    2.170391256    2.165790218    1.877651998    1.907556084    1.684431692    1.524071489    1.136677199   0.9537369905    1.489631155    1.750222879    1.850520629    1.581850775    9.961046289    2.766148298    2.114822591    1.750036356    1.835459725    1.766882934    1.848230006    1.767133432    1.739516007     1.26173551    1.195335072    1.076694526     1.44345163    1.278049438    1.449126187    1.507030697    3.291720137    2.080602675 0.005353033419 0.002319010204 0.007438567695 0.0001481811187 0.001363258552 1.513985222e-06 0.0005849996506  0.02194953676 0.003497782346 1.825783076e-05  0.02736573672  0.02534441063   0.0596464468 0.0005631442603 0.003805555556  0.09162681511  0.08651028587   0.0157228443 
287          NO_ID       2.242337        2.01225       1.936102       2.053972       2.142991       2.178029       1.868658       1.913573       1.121021        1.58805       1.077601       0.930588       1.521516       1.641064        1.75672       1.499324      11.220753       2.146041       2.001703       1.839793       1.958825       1.663679       1.837165       1.691643    1.778374046       1.406277       1.233575       1.238324        1.33409       1.241952       1.362943       1.400459    4.209215538       1.993182 0.004514258337 0.001474291176  0.01440845398 0.0006335990751 0.002410790017 0.001043256555 0.0001962336417  0.02756640674 0.001885372562 0.004444434415 0.007140303588 0.005743121287   0.0553959085 0.001299240243  0.05479166667  0.07443369775  0.01155609729 0.003700592018 
288          NO_ID    2.243041217    2.028433049    1.862194452    1.944558525    2.187727815     2.10515481    1.858596991    1.927077346    1.672243909    1.487879176    1.111914935   0.9461320331    1.408088353    1.648771358    1.812676241    1.601266755    10.68454761    2.109830546    2.092742394    1.691333354    1.837699523    1.781100884    1.802199486    1.789623193     1.82987666    1.453587427    1.214056557    1.089825983    1.353401554    1.275121708    1.426284651    1.420442771     4.15277379    2.062395515 0.003828107664 0.001672380927 0.007043199772 0.0002678070877 0.0007187962387 0.0004675705704 0.001706734739   0.0209982733 0.003102785815 0.001078384353 0.007679772044 0.006424057217  0.04314859474 0.0001305983689  0.06895833333  0.06213855364  0.01267960349 0.009190200049 
289          NO_ID    2.243041217    2.028433049    1.862194452    1.944558525    2.187727815     2.10515481    1.858596991    1.927077346    1.672243909    1.487879176    1.111914935   0.9461320331    1.408088353    1.648771358    1.812676241    1.601266755    10.68454761    2.109830546    2.092742394    1.847200543    1.837699523    1.781100884    1.807013731    1.789623193     1.82987666    1.453587427    1.214056557    1.089825983    1.353401554    1.275121708    1.426284651    1.420442771     4.15277379    2.062395515 0.003828107664 0.001672380927  0.01387296792 0.0002678070877 0.0007187962387 0.0004675705704 0.001706734739   0.0209982733 0.005313206494 0.003505480086 0.007679772044 0.006424057217  0.04314859474 0.0001305983689  0.08184722222  0.07518156321 0.006864301101  0.01320224169 
290          NO_ID       2.247949       1.971624       1.914677       2.045319       2.233464       2.164081         1.9829    1.948321058     1.49781042       1.491545         1.0847       0.930056       1.469201       1.659028       1.788168       1.604898      10.693624       2.121598        1.98963       1.682381       1.918306       1.701154       1.883131       1.817222       1.837477       1.318296       1.218379       1.090753       1.294436       1.374628       1.475584       1.564127       3.401643       1.449709  0.00395903632 0.002624882227 0.009469840629 0.0002353722023 0.0007181251875 0.0005995284547 0.001996877575  0.02083068958 0.001777416477 0.001356717753  0.01096943873  0.00947739344  0.04504572766 0.0001688104447  0.03388888889  0.04316619295  0.06265175006 0.003374610249 
291          NO_ID    2.252240851    1.935124628    1.986934965    1.942225234    2.161321356     2.07670026     1.99059441    2.049813452    1.157573598    1.523013715    1.047859783   0.9975645464    1.434305424    1.734390982    1.875598958    1.635780769    10.25983265    2.076114796    1.961916289    1.839791992    1.781114764    1.765794296    1.748626243    1.645302408    1.879833785    1.272586681    1.185105198    1.113311798     1.44593697    1.409833615    1.467145544    1.522177821    3.359791216    1.890402546 0.003639278979 0.002827812119 0.008984300164 0.0001534828421 8.737911542e-05  0.00121235045    0.000334375  0.02074942117 0.005738934779 0.009420599973  0.02093829425  0.01907275353  0.07729698722 0.006583491459  0.01281944444  0.04975695912   0.1209112096  0.01130688125 
292          NO_ID     2.25811054    2.044063899    1.907814191    1.918905509    2.282450132    2.182673123     1.90614705    1.886410388    1.671216575    1.516479842     1.10383728    1.055508106    1.554947387    1.758096467    1.784452102    1.595071646    10.16406396    2.517349331    2.087745566    1.819849826    1.792458509    1.657761599     1.84155597    1.693270643    1.748657917     1.29092281     1.18389557    1.205634445      1.2487637    1.378501219    1.458275825    1.530874241    3.747825589    1.450450081 0.002572880483 0.003094188563  0.01088383515 0.0001983295045 0.001401234697 9.418604403e-05 0.001648409593  0.01599138815 0.000407932706 0.003118684577  0.01786496823  0.01610454738   0.1535185046 0.005177733813  0.02348611111  0.07748318137  0.01659938833 0.007040042375 
