%eval_id interface  DAKOTA_B_RC_1  DAKOTA_B_RC_2  DAKOTA_B_RC_3  DAKOTA_B_RC_4  DAKOTA_B_RC_5  DAKOTA_B_RC_6  DAKOTA_B_RC_7  DAKOTA_B_EP_1  DAKOTA_B_EP_2  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2  DAKOTA_P_RC_1  DAKOTA_P_RC_2  DAKOTA_P_RC_3  DAKOTA_P_RC_4  DAKOTA_P_RC_5  DAKOTA_P_RC_6  DAKOTA_P_RC_7  DAKOTA_P_EP_1  DAKOTA_P_EP_2 DAKOTA_Al_RC_1 DAKOTA_Al_RC_2 DAKOTA_Al_RC_3 DAKOTA_Al_RC_4 DAKOTA_Al_RC_5 DAKOTA_Al_RC_6 DAKOTA_Al_RC_7 DAKOTA_Al_EP_1 DAKOTA_Al_EP_2 DAKOTA_Be_RC_1 DAKOTA_Be_RC_2 DAKOTA_Be_RC_3 DAKOTA_Be_RC_4 DAKOTA_Be_RC_5 DAKOTA_Be_RC_6 DAKOTA_Be_RC_7 DAKOTA_Be_EP_1       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
527          NO_ID     1.83269207    1.600731175    1.360888157    1.262800351    1.716143655    1.765293216    1.681713842    2.948733068    6.590559186    1.329493828    1.134812787   0.9156517654     1.19478993    1.189320481    1.053640534    1.178542957    1.987775163    3.021283997    1.959696109    1.782155234     1.21549729    1.662634295     1.83521664     1.87849137    2.003438229    4.545657983    11.91746359    2.018120195    1.753755764    1.695953117     1.79159993    1.759447834    2.030684293    1.815488087    3.328240924    3.436139739    1.606781303    1.426962026    1.492201255    1.137437222    1.132455855    1.452296325    1.604088987    7.358457843 0.006370855223 4.130122736e-05 0.003324548107 0.004386145651 0.001391392136 0.004775057477 0.002169442812 5.127913004e-06 0.0005986649232  0.00046790276 0.0004445183348 0.007906775338 0.005589051109  0.01918091781  0.02224647272     1.14395498  0.02022969536  0.04807095504   0.1505647059  0.05419415233 
528          NO_ID       1.836361       1.764119       1.351053        1.23238       1.599664       1.609612       1.636462       3.045992       6.307748       1.328321       1.135275    0.900992282        1.10787    1.112762451       1.077914       1.134962       2.262771       3.134662       2.074499       1.873475       1.208654       1.798132        1.78003       2.017914       2.103695        4.63211      11.204379        2.12211       1.826738       1.657105        1.93323        1.86881       1.947066     1.78739855       3.557804       3.435535       1.558318       1.434553       1.501849       1.263106       1.143108       1.471297       1.496102       8.515388 0.001575398723 3.700654536e-05 0.004549444494 0.003022127035 0.003371581329 0.000768654162 0.001907392908 5.127913004e-06 0.0007280001815 0.000555391996 0.0003667258244 0.001617263235 0.0008549021274  0.02584480491  0.01927116772    0.695752447  0.01565818148  0.04726588814         0.1272  0.04300526376 
529          NO_ID       1.837597       1.682014       1.440833       1.234544       1.711625       1.699675       1.618486       3.545026       6.635401    1.439903205       1.106778       0.894016       1.064823       1.224316       0.974889       1.100183       2.589278       2.537521       2.017077    1.771120517       1.262028       1.730031       1.706857       1.991667       1.992762       4.729566      11.585777       2.085495    1.716437594       1.656736       1.956599       1.748876       2.081646       1.860152       3.027294       3.637346       1.583266       1.511795       1.453102    1.136445405       1.158903    1.413326956       1.578554       8.364732 0.002901005479 3.171854314e-05 0.004515434809 0.003243444626 0.002654760672 0.001681341869 0.000966918212 5.127913004e-06 0.0006552769584 0.000682195578 0.0002401881602 0.007442129199 0.005569488867 0.007528417172   0.0394219398   0.1944568345  0.01648376485  0.04732979305   0.2153882353  0.08484169286 
530          NO_ID        1.83856       1.641528       1.436289         1.2227       1.634621       1.611283       1.705691       3.207396      6.2196467       1.470488       1.018243       1.003257       1.162356       1.092548       1.045353       1.057455       2.623528       2.334327       2.034145       1.879259       1.157983       1.666937       1.729196       1.917639       2.019272       4.609705      11.115161       2.189435       1.735533       1.715829       1.836894       1.744269       2.058813       1.897887       3.043919       3.275184       1.719885    1.590386213       1.470848       1.240585       1.234378       1.548795        1.55229       7.905467 0.001601229487 1.71422774e-05 0.003098565569 0.002506661393 0.002707084065 0.0007595390477 0.001922895181 5.127913004e-06 0.000635730622 0.0003415934084 0.0005668586215  0.00116385464 0.0006606121594  0.02540720286  0.02171010703   0.4750270764  0.01593337594  0.04710903226   0.1405882353  0.05067038565 
531          NO_ID       1.840144        1.63076       1.456577       1.222684       1.634243       1.611107       1.706227       3.258084       5.053291       1.467416       1.034595       1.007285       1.159436        1.09306       1.047657       1.057495       2.648584       2.336709       2.026505       1.879147       1.145021       1.658741       1.730348       1.926103         2.0192       4.575401      11.069593       2.156091       1.739613       1.715413       1.832798       1.748621       2.063805       1.893663       3.043919        3.27416       1.716813       1.599948       1.490816       1.299317       1.234378       1.548975       1.651546       7.894107 0.0004320215684 1.640982338e-05 0.003142994336 0.002776644029 0.0009835549951 0.001536305862 0.004174176408 5.127913004e-06 0.0006340807218 0.0003551093509 0.0005531717027  0.00136045778 0.001379634334  0.02682576585  0.02173717853    1.246712793  0.01267211626  0.04691581781   0.1392235294  0.04802418995 
532          NO_ID       1.841018       1.784143    1.383481786       1.267057    1.656971226       1.660311       1.612834       4.561337       5.672562       1.417754       1.086775       0.942003       1.076818       1.085201       1.044299       1.127205       2.637171       2.888456       1.933677       1.786675       1.205661       1.766438       1.720873       1.863333       2.076486       4.025728      11.345979       2.084509       1.792928       1.739962       1.949674       1.806951       1.996792       1.886985       3.576102    3.688434728       1.585779    1.561109355       1.504731       1.195963       1.194163        1.43889        1.62823       8.897578 0.0007983625286 2.40130059e-05 0.002844241044 0.003222646357 0.003442571777 0.001891671501 0.004485665832 5.127913004e-06 0.0006092129805 0.0002565355342 0.0006432137024 0.001621790023  0.00157610985  0.01624774585  0.02643799312    1.038061386  0.01169866722  0.04694236769   0.1573411765  0.05740939262 
533          NO_ID       1.841022       1.784911       1.470218       1.267769       1.541777       1.661159    1.753913417       4.538649       5.671602       1.434074       1.086519   0.8296197818       1.078202       1.084785       1.044299       1.127861       2.637043       2.887428       1.964397       1.786795       1.205693         1.7652       1.720809       1.851045       2.055322       4.037314      11.345867       2.085629        1.79248       1.738298       1.943598       1.802683       2.056958       1.886797       3.533662       3.696847       1.570419       1.410842       1.506755       1.217507       1.204423       1.421866       1.562694        8.89729 0.001568741199 2.376705833e-05 0.002871229316 0.003181672489 0.001755337167 0.0008025412555 0.001845610159 5.127913004e-06 0.0006067986487 0.0003478508667 0.0005563954724 0.0006653880934 0.0008139025076  0.01568443126  0.02548296059   0.3699302987  0.01560478555  0.04734364045   0.1550352941  0.05770928766 
534          NO_ID     1.84102231    1.784910889    1.471050497    1.272021113    1.541760893    1.660694628    1.613026234    4.552377148    5.672562218    1.417689508    1.086774639    1.013682601    1.076754412    1.084784692    1.044298682    1.127892636    2.637042694    2.888451972    1.932653345    1.786802773    1.205725133     1.76539197    1.720873198    1.851045001    2.082117784    4.021762443    11.34585089    2.084508588    1.792928282     1.73829752     1.95274609    1.806950591    2.057208409    1.886796586    3.590438154    3.696846511    1.573491214    1.410713865    1.504707017    1.212347436    1.226209909    1.421481656    1.577030037    8.897577851            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
535          NO_ID         1.8422       1.631208       1.293139       1.320557       1.597268    1.728914238       1.767681       3.922786       5.652315       1.440541        1.11061       0.964038       1.097479    1.182601185       0.950424       1.115857       2.224874       2.556032       1.985729       1.838041       1.279899       1.802323        1.78183       1.979335       2.111534       4.756509       11.29726       2.154601       1.690419       1.699579       1.881403       1.906403       2.059315       1.860582       3.351446       3.827187       1.547345       1.519673       1.452931       1.186051       1.143046       1.602677    1.637698645       8.361689   0.0022626063 3.627197129e-05 0.003800974299 0.002702458915 0.002510159187 0.001701480968 0.0008905050228 5.127913004e-06 0.0005403784879 0.0004772533462 0.000431836363 0.001524088466 0.002318100343  0.02101163979  0.04627216714   0.1203621107  0.01716558992  0.04750041582   0.2466117647  0.09547070395 
536          NO_ID       1.842248       1.641048       1.370305       1.223022       1.634821       1.594935       1.705643         3.1745       5.118315       1.462524       1.030327       1.001337       1.152884       1.082916       1.045641       1.127095       2.649576       2.334981       2.034089       1.878069       1.155743       1.666977       1.670956       1.923543       2.019208       4.608181      11.330329       2.189883       1.737525       1.715413        1.84099       1.748621       2.075485       1.894007       3.073535       3.274672       1.721645        1.59995        1.49124       1.298933        1.24257       1.550515       1.651202       8.036283 0.000414847921 2.704572762e-05 0.003288900858 0.002484313485 0.001117884615 0.001494545968 0.004135082263 5.127913004e-06 0.0006379519021 0.0003709330976 0.0005375438363 0.001286037546  0.00168665214  0.01625580792  0.02611890937    1.241251699  0.01267211626   0.0469023705         0.1588  0.05751079619 
537          NO_ID       1.842394       1.631336       1.317715       1.271213       1.572948       1.677647       1.767761       3.935856       5.592907       1.448989       1.106532       0.963806       1.072903       1.093292       0.967272       1.117393       2.224886       2.556284       1.986353       1.837649       1.281397    1.663594011       1.788486    2.002839986        2.11371       4.631297      11.297004       2.151049       1.692633       1.693603       1.893983     1.89606591       2.060659       1.858054       3.349878       3.867983       1.547173       1.491281       1.478085       1.142019        1.14207       1.602695       1.526617       8.393433 0.001864801737 1.959779337e-05  0.00371772316 0.002681751079 0.002420256093 0.0008513773841 0.001806792653 5.127913004e-06 0.000540413842 0.0005368520768 0.0003752229545 0.006260543479 0.005228346944  0.01269765883  0.04218012263   0.3521598816  0.01624142944  0.04741759057   0.2300235294  0.08868315304 
538          NO_ID       1.843088       1.629368       1.390457        1.22271       1.625675       1.594403       1.721035        3.35626       5.119339       1.468108       1.007735       1.001269       1.151348       1.082916       1.038473    1.080343691       2.623752       2.336773       2.026481       1.878005       1.147069       1.659041       1.648948       1.926239       2.030304       4.591797      11.007189       2.155579       1.731733       1.713749       1.887086       1.748635       2.085937       1.894903       3.073599    3.483378199       1.715569       1.599926         1.4906       1.246725       1.261002       1.553615        1.56109       8.029755 0.0004047883614 2.072715315e-05 0.003113588587 0.002650818058 0.003111246056 0.001474064304 0.004118211464 5.127913004e-06 0.0006338653308 0.000404201499 0.000505483728 0.001355989291 0.0006393690519  0.02035560854  0.02504660475    1.261631336  0.01271319006    0.046701446   0.1545882353  0.05581282954 
539          NO_ID       1.844498       1.630724       1.391905       1.211836       1.667013       1.611111       1.702955       3.281124       5.122923       1.463064       1.011127       0.988085       1.153888       1.078468       1.047691       1.127495    1.890315828       2.515301       2.030985    1.819628653    1.151069961       1.666517       1.736492       1.927639       2.026248       4.836137      11.085401       2.161211       1.746389       1.715413        1.83279       1.742221       2.080159       1.894647       3.073543       3.209136       1.722701       1.593948       1.474344       1.298111        1.24257       1.551387       1.645466       7.548507 0.0004502030285 2.734534805e-05 0.003515325058 0.002684402714 0.001079634101 0.001582946274 0.004222039177 5.127913004e-06 0.0007637465308 0.0003679446796 0.0005400468021 0.001280812565  0.00164114839  0.01825856464  0.02472699515    1.296688319  0.01224084137  0.04684487471   0.1545176471  0.05456470545 
540          NO_ID        1.85244       1.752633       1.333856       1.222631       1.589571       1.600381       1.620509       3.323823       6.886019       1.335541       1.068949       0.833289       1.200101        1.20941        1.01338       1.153749       2.647295       2.729992       2.024252    1.829314559     1.24294233       1.680803       1.773822       1.895662       2.090948        4.55666      11.854513       2.155362       1.832619       1.684919       1.892636       1.873675    2.119222905       1.884424       3.639296       3.435952       1.718838       1.428239       1.553774       1.289374       1.143942    1.431956066       1.679491    7.720468608 0.002175357478 2.659955916e-05 0.003507460481 0.002583662134 0.004116889513 0.001011303581 0.001672911867 5.127913004e-06 0.0005212660108 0.0005514863201 0.0003661157526 0.000474024443 0.001822555237 0.006432713814  0.03188746982   0.2687631646  0.01601552354   0.0470481067   0.1862823529  0.07086529242 
541          NO_ID       1.852449        1.68941       1.316007       1.271792       1.623357       1.730993       1.755677        4.37234        5.29039       1.466499       1.182921        0.91521         1.1622       1.094723       1.023104       1.137046       2.557191       3.125514       2.034475       1.809663       1.298236       1.713578       1.773822       1.822147       1.959902       4.669982      11.625156       2.072146       1.652394        1.68799       1.824171        1.89006       2.102856       1.809386    3.387050845       3.302541       1.601203       1.427023       1.434671       1.201834       1.211934       1.448104       1.671348       7.851541 0.001677237908 2.657769832e-05 0.002718173476 0.006123899077  0.00218394843 0.001112129086 0.001495820879 5.127913004e-06 0.0006983070159 0.0005354384943 0.0003760482228 0.001283227391 0.001391696027  0.01708268845  0.02801985283  0.02765047784  0.01631946966  0.04719590125   0.1683058824   0.0636764429 
542          NO_ID       1.853717       1.785624       1.308893       1.243752        1.60349       1.751078       1.683915       3.877053       6.282339       1.361526       1.093818       0.920864       1.239883       1.223557       1.086443       1.162776       1.752631       2.210175       1.919621        1.72864       1.173515       1.731984       1.749769       1.879709       2.013224       4.571728      11.194903       1.990347       1.717576        1.72794       1.956428       1.748391       2.055755       1.913337        3.17921       3.957267       1.692215       1.594972       1.489227       1.192127       1.134034       1.411476       1.663963       7.789325 0.003370011188 4.213262958e-05 0.003060899833 0.004595374645 0.002920369476 0.002416523199 0.0001966981622 5.127913004e-06 0.001022218901 0.0004211016626 0.000482737661 0.001546352151  0.00159453814  0.02467317839  0.01846861946   0.1516240019  0.01683699953  0.04721576019   0.1274117647  0.04273179854 
543          NO_ID       1.853751        1.67109       1.439701       1.214074       1.559014       1.611999       1.724757       4.354364       6.163107       1.406085       1.168045       0.949397       1.100875       1.261637       1.040746       1.210189       1.877684        2.96625       1.881429       1.731239        1.16347       1.797193       1.749667       1.944385       2.078879       4.596572      11.215213       2.022137       1.807818       1.658767       1.823744       1.897637       2.043505       1.911529       3.595306       3.312983        1.56183       1.526807       1.477039       1.216677       1.105308       1.442342    1.672156296       8.052653 0.001561813068 5.370509988e-05 0.002966218152 0.004383471671 0.002031020951 0.0007438945647 0.001938334581 5.127913004e-06 0.0008980288807 0.0005680786368 0.0003527986376 0.0006237004285 0.001616870855 0.009747385255  0.02772005185   0.4504436176  0.01542406083  0.04714577833   0.1660470588  0.06210199396 
544          NO_ID       1.855209       1.655674       1.351777       1.233817       1.630495    1.666731219       1.694556       3.412594        6.58099       1.447135        1.12209       0.973375       1.133436       1.245852       0.968921        1.18347       1.844263       2.868604       1.960623         1.7245       1.147782       1.630231       1.717989    1.893573216        2.03795       4.369133      10.588184    2.184706411       1.723656       1.626795        1.93519       1.878141       1.993942       1.744055       2.765148       3.828604       1.570371       1.539788       1.414143       1.300582       1.165487       1.575353       1.623421        8.62036            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
545          NO_ID        1.85652       1.746885       1.332728       1.210789       1.606245       1.610111       1.609797       3.318007       6.898819       1.332009       1.043549       0.840585       1.195109       1.252034       1.014132       1.104711    2.490219504       2.718946        2.03219       1.828879       1.286808       1.683291       1.837782       1.874898       2.055948     4.65053997      11.609777       2.156258       1.841835       1.661911       1.884466       1.873675       1.941324        1.89028        3.64002       3.434824       1.722966       1.438188       1.499374       1.281202       1.148534    1.434669066       1.679517       7.421564            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
546          NO_ID    1.856792219    1.745413085    1.332731926    1.210812752     1.60595737    1.616766705    1.620508982    3.338487022    6.933634906    1.331992777    1.043381017   0.8405850133    1.199205164    1.209793617    1.014084329    1.104709403    2.646751088    2.728298152    2.031244246    1.827422832     1.31957603    1.683311228     1.83675779    1.906641715    2.087553138    4.576104115    11.60977716    2.163240343     1.84388293    1.661911178    1.884467622     1.87367515    1.941324263    1.880199548     3.63943951    3.438408164    1.722966252    1.427996884    1.531630335    1.287929743    1.135989661    1.605011352    1.679514756    7.437948246 0.002325627467 2.14679871e-05 0.003678518929 0.002603409983 0.002404060321 0.001093733766 0.001589383602 5.127913004e-06 0.0006136129719 0.0005132818982 0.0004065476337 0.0005561028704 0.001965935654  0.01247280894  0.02976224243  0.09867053642    0.016085349  0.04712831243   0.1750588235   0.0675707627 
547          NO_ID       1.857203       1.704507       1.439796       1.271065    1.709950887        1.62874       1.700203       3.109262        5.97408       1.439195       1.096905       0.874778       1.126394       1.246745       1.037086       1.186213       2.251247       3.034519       2.071178       1.794279       1.213644       1.672561       1.658961    2.020426949    2.057703679         4.1484      11.479971       2.163563       1.744231       1.802275       1.953733       1.758065        2.04239       1.857329       3.362653       3.358974       1.682329        1.45387       1.492155       1.181131       1.156121       1.548409       1.606571       8.030355 0.001459470074 5.320840724e-05 0.005163891253 0.002512667753 0.001025669667 0.0007217867495 0.001937207067 5.127913004e-06 0.0008636420626 1.182870434e-05 0.0008868600788 0.002861032926 0.001921952286 0.009743697786   0.0279676737   0.7547820733  0.01520226231  0.04734966456   0.1676705882  0.06277675779 
548          NO_ID    1.857218695    1.704419056    1.439796285    1.271065327    1.690929779     1.62925158    1.701739202    3.121357963    5.976863522    1.439259434    1.019240876   0.8747782605    1.125370269    1.244735041    1.032478164    1.210860956    2.251244724    2.903447044    2.071305831    1.788875876    1.213643625    1.726576753    1.659985017    2.019523032    2.127753986    4.168879929    11.47997482    2.163562584    1.727846574    1.802250691    1.953732679    1.758065269    2.040669747    1.856528964    3.362652977    3.359997627    1.711780544    1.453869797    1.494235322    1.181066896    1.069129231    1.543476197    1.606845157       8.030995 0.001482606464 5.904686567e-05 0.005282751825 0.002518562298 0.001147716063 0.0007362962285  0.00192243202 5.127913004e-06 0.0008950644254 1.65197039e-05 0.0008836112376  0.00449580133 0.003900420445 0.002639714796  0.02971488095   0.7624500172  0.01523512135  0.04728574708   0.1765176471  0.06614626127 
549          NO_ID       1.857219       1.699299       1.442808       1.262745       1.690802       1.630124       1.700203       3.120782       5.977184       1.439259       1.019241        0.87465       1.125378       1.250761       1.037342       1.210863       2.251199       2.903543       2.074378       1.782153       1.213452       1.726641       1.659089       2.017475        2.13441       4.167856      11.393959       2.167403       1.760615    1.655381215    1.953276799       1.759601       2.030686       1.856529       3.361009       3.359854       1.713277       1.453874       1.494251       1.182491       1.075273       1.550617       1.604285       8.030963 0.001461195724 6.045039053e-05 0.005285000855 0.002514871708 0.001206496827 0.0007254455898 0.001935551423 5.127913004e-06 0.0009112062235 0.0005719801244 0.0003509767794 0.004433491198 0.003843007041 0.004560372425  0.02851856112   0.7620256352  0.01516940327  0.04688275817   0.1707529412  0.06379996061 
550          NO_ID       1.857481       1.764421       1.344787         1.2324       1.539712       1.602906        1.60887        3.04608       6.325412       1.327579       1.140019   0.8289754866        1.08068       1.201746       1.094314       1.127888       2.245939       3.063862       2.071919       1.873467       1.178766       1.762258       1.819006       2.009706       2.115911       4.619782      11.204415        2.07907     1.66215992       1.649209       1.933294        1.86553       1.979318       1.739331        3.48999       3.432543       1.553198       1.435255       1.502193       1.263458       1.133716       1.471483       1.496158        8.53306 0.001481307036 4.865459843e-05 0.004436426084 0.003408613649 0.003168727162 0.0006874621635 0.001988756262 5.127913004e-06 0.0007966034773 0.0006163875555 0.0003028751259 0.001499892866 0.0009330286176  0.02698427053   0.0176028329   0.7543082228  0.01548567153  0.04722721204   0.1184235294  0.03855969783 
551          NO_ID       1.857481       1.764533       1.334157         1.2324       1.543344       1.602592       1.635022       3.039208       6.299568       1.328323       1.137323       0.882756       1.104064       1.201498        1.07149       1.056114       2.258227       3.105334       2.074115       1.882651       1.209326       1.794736        1.78003       2.015838       2.104015       4.594998      11.203907       2.077566       1.828786    1.704987879       1.957806       1.836738       1.947062       1.736435       3.532758       3.505775       1.561384       1.436857       1.501825        1.24669       1.130108       1.471197       1.495166         8.5113 0.001489988305 6.224680865e-05 0.004546724525 0.003415914272 0.002857598034 0.0007019138605 0.001974410844 5.127913004e-06 0.000728202856 0.0004011167479 0.0005071844076 0.000991266518 0.0009084068846  0.03106801168  0.01702294246    0.722501346  0.01557192651  0.04735880138   0.1161176471   0.0377614163 
552          NO_ID       1.858826       1.643374       1.475832       1.265085       1.647346       1.754399       1.755774       3.624058       6.442205       1.359386       1.008708       0.991179       1.134562       1.199683       0.999891       1.172598       1.658594        2.75289       1.933296        1.71366       1.162652       1.733466       1.723108       1.954291       2.063208       4.485486      11.877984       2.037919       1.725394       1.731666       1.811945       1.755685       2.117688       1.798849        3.24285       3.526888    1.667667063       1.499768       1.435083       1.251743       1.247314       1.491967       1.593334       7.793026 0.004956742183 7.335272825e-05 0.003948514909 0.003947344628 0.001284689333 0.003606356194 0.0009965555808 5.127913004e-06 0.001122371122 0.0003168169728 0.0005879959376 0.001247502013 0.0001940217057 0.004007025707  0.03387630617    0.486200468  0.01834851535  0.04779497575   0.1995529412  0.07600773632 
553          NO_ID       1.860216       1.744441       1.333856       1.214439       1.589507       1.641341       1.618275       3.531695       6.886019    1.407780287       1.068949       0.831217       1.200229       1.206234       1.013436       1.149653       2.643167       2.713608       2.024252       1.827135       1.242926       1.677187        1.79695       1.895662       2.091396       4.622196      11.836625        2.15537       1.833989       1.685079         1.8927       1.870603       2.119735        1.87828    3.345742722        3.46872        1.71883       1.428247       1.554286       1.289374       1.143938       1.431956       1.674115       7.697513            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
554          NO_ID       1.860409       1.785842       1.472989       1.235176       1.685147       1.657227       1.727422        3.34315       6.708783       1.331825       1.022529       0.890698       1.239461       1.234087       1.088918       1.102426       2.281288        2.34511    2.062353811       1.747243       1.241461       1.680548       1.833412       1.901987       2.068705        4.42841      11.770318       2.073064       1.746995       1.710176       1.929152       1.764215       2.035808       1.879798       3.377908       3.254562       1.563818       1.482621       1.545107        1.31951       1.191946       1.532352       1.540856       8.406691 0.002963305824 2.877852635e-05 0.004421859689 0.003325722708 0.009979786017 0.001752847124 0.0009131475201 5.127913004e-06 0.0006998308183 0.0003806794869 0.0005263995797 0.001017996619 0.001442440869  0.02837307557  0.01653475131  0.07011791625  0.01650019437  0.04777946001   0.1160235294  0.03748795107 
555          NO_ID    1.861632205    1.623123894    1.325199655    1.295361681    1.683640179    1.634658484    1.723380678    4.129607562    6.555191641    1.430829861    1.020961525   0.9398968198    1.152675257    1.234714087     1.03676918    1.111324091    2.364454419    2.490989774    1.980710136    1.712228686    1.257882445    1.776851168    1.718784519     1.86782234    2.002184427     3.94411222    10.20181701    2.085513012    1.656869274    1.812716913    1.851406671    1.891501479    1.969840807    1.839606327    3.151315802     3.96940493     1.70026481    1.433243839    1.516941742    1.227383974      1.2400737    1.567903267    1.518280794     8.01348957  0.00237996044 7.093011923e-05 0.002806446946 0.003630642423  0.00171515989 0.001202826228 0.001453440596 5.127913004e-06 0.0007134202198 3.178712061e-05 0.0009195699554 0.0007364963395 0.0003545572616  0.01570510094  0.02539885589  0.05928710351  0.01617571136  0.04748080348   0.1561882353  0.05868394653 
556          NO_ID       1.861642       1.623158         1.3252       1.295106        1.68207        1.64285       1.726453       4.082984       6.555256        1.43083       1.020792       0.911289       1.152995       1.231994       1.004001       1.111452       2.364466       2.492032       2.037542    1.694772569        1.28297       1.785043       1.726193       1.904036        1.99748       3.964608      10.291929       2.078457       1.722405       1.812695       1.851407       1.891497       1.971377       1.864438       3.151196       3.972477       1.700425       1.433084        1.51694       1.237988       1.240074       1.546039       1.518007        7.92195 0.002519713976 6.875023495e-05 0.003275252582 0.003724062429 0.001446088233 0.001294598527 0.001357930921 5.127913004e-06 0.0007662564691 4.642345808e-05 0.0009349930716 0.001255473166 4.937447153e-05 0.004061117231  0.03295181378  0.04941680284  0.01617571136  0.04752213936   0.1880235294  0.07351148813 
557          NO_ID        1.86252        1.62314       1.321296       1.295874       1.682036       1.675618       1.723381       4.129404       6.774584       1.415582       1.021186       0.937849       1.152675    1.246510996       1.036769         1.1103       2.364454       2.531034       1.935158       1.715301        1.26505       1.776867       1.703425       1.870844       2.027784    4.102761802    11.75485986       2.085513       1.658917    1.814130777       1.859599       1.891501       1.968305       1.839606        3.15122       3.968893       1.700777       1.433432       1.516934         1.2238        1.25697       1.568439       1.518281       8.011954 0.003668973067 6.223198906e-05 0.003326150531 0.003534335257 0.001813463052 0.002109890506 0.0005297151441 5.127913004e-06 0.0007077142621 2.99588873e-05 0.0009189160085 0.0007171508509 0.0003718325959   0.0158168545  0.02493844817    0.310722841  0.01708754971  0.04765990631   0.1552941176  0.05833550754 
558          NO_ID       1.863395       1.689842       1.342088       1.170432       1.685144       1.639828       1.723241        4.12959       6.155819       1.430093       1.153602       0.890749       1.129123       1.169112       0.981472       1.130077       2.347747       2.607255       1.980709       1.777869       1.257887       1.680513       1.833346       1.850791       1.973501       4.650674      10.725928       2.028014       1.804337       1.644642        1.79808         1.8915       2.068596       1.803766         3.1557       3.444974         1.6675       1.433469        1.41403    1.162642726        1.20833       1.581214       1.600837       8.013489 0.001797105752 3.085939219e-05 0.002709616352   0.3301722239 0.001584428912 0.0009332730851 0.001740061835 5.127913004e-06 0.0005831496476 0.0007055709963 0.0002222474532 0.004740393054 0.002981151364 0.005266093037  0.03924788327   0.1610088956   0.0159621276   0.0469161399   0.2176941176  0.08416692903 
559          NO_ID       1.863399       1.690024       1.344136       1.186816       1.673524       1.640724       1.723241       4.179638       6.155723       1.431373       1.133246       0.891773       1.129187       1.178328       0.981472       1.129845       2.406115       2.610537       2.019621       1.777869       1.266655       1.723521       1.832066       1.850535       1.961213        4.71621       10.52932        2.02667       1.804529       1.651274       1.810626       1.907884        2.06962       1.803702       3.155588       3.444206        1.66754       1.433429    1.564666598       1.142522        1.20807       1.581214       1.609029       8.004913            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
560          NO_ID       1.863401       1.632491       1.352457       1.197983       1.629459       1.783675       1.707804       3.396674       6.637728       1.449543        1.13029       0.940335       1.131964       1.245324       1.010613       1.232734       1.844135        2.87336       1.960367       1.725732       1.147942       1.622039       1.716967       2.015945       2.044198       4.413969        10.7766       2.071048       1.652134       1.628399       1.936342       1.878393       1.984976       1.772279       2.776288        3.83062       1.580515       1.539868       1.406783       1.312102       1.162419       1.576481       1.619821       9.066312 0.007452857135 5.419471108e-05  0.00355522842 0.003780653039 0.005345987476 0.005765092615 0.003148896388 5.127913004e-06 0.001020620175 0.0007068065721 0.000217703254 0.0008790838242 0.0009382718219 0.006043051283   0.0332734722    1.232804811  0.02072258096  0.04824635885   0.2009176471   0.0758577888 
561          NO_ID       1.865485       1.719671        1.44797       1.255673       1.690198       1.658652       1.709931        3.09995       5.977052       1.463715       1.035095       0.876442       1.131194       1.209881       1.039902       1.210733       2.253037       2.983575       2.063124       1.796937       1.184374       1.718081       1.773426       2.010515       2.129176       4.226752      11.864999       2.160427       1.726979       1.795083       1.903493       1.811029       2.052958       1.848433       3.369757       3.369982       1.705545       1.449774       1.494511       1.205227       1.134615       1.546036       1.640077       7.528707 0.001693860564 6.523917509e-05 0.005193176459 0.002632302917 0.002569634744 0.0009292489798 0.001721589883 5.127913004e-06 0.0009365837442 6.354475388e-06 0.0008962221737 0.001293115684 0.001576686328 0.005457003855  0.02839714689   0.7132566901  0.01542816821  0.04729611187         0.1704  0.06372498685 
