%eval_id interface DAKOTA_Al_RC_1 DAKOTA_Al_RC_2 DAKOTA_Al_RC_3 DAKOTA_Al_RC_4 DAKOTA_Al_RC_5 DAKOTA_Al_RC_6 DAKOTA_Al_RC_7 DAKOTA_Al_EP_1 DAKOTA_Al_EP_2  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2  DAKOTA_P_RC_1  DAKOTA_P_RC_2  DAKOTA_P_RC_3  DAKOTA_P_RC_4  DAKOTA_P_RC_5  DAKOTA_P_RC_6  DAKOTA_P_RC_7  DAKOTA_P_EP_1  DAKOTA_P_EP_2 DAKOTA_Bi_RC_1 DAKOTA_Bi_RC_2 DAKOTA_Bi_RC_3 DAKOTA_Bi_RC_4 DAKOTA_Bi_RC_5 DAKOTA_Bi_RC_6 DAKOTA_Bi_RC_7 DAKOTA_Bi_RC_8 DAKOTA_Bi_RC_9 DAKOTA_Bi_EP_1 DAKOTA_Bi_EP_2 DAKOTA_Bi_EP_3  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20 
375          NO_ID        2.15178       1.807445       1.733012       1.909581       1.921704       1.939993       1.849493       2.986581       3.153339       1.366359       1.002017       0.884291       1.159603       1.091697   0.9489833406       1.215785       1.939798       2.560401       2.011302        1.71838       1.320199       1.762398       1.709135       1.939157       2.130808       4.394154      10.134211        2.49426       2.118675       1.896197       2.156527       2.023642       2.415578       2.062403       2.205511       2.278361       2.311036        1.73876         3.5308       1.532357       1.233658       1.246826       1.439464       1.336901       1.322219         1.5571       3.999234       5.996115            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
376          NO_ID    2.151787157    1.721281663    1.644701329    1.885377517    1.894214939    2.007244267    1.801381386    3.109159445    3.491939239    1.443599469     1.13382382   0.9361106046    1.130000369    1.074916773    1.023115272    1.088928823    2.018699027    2.701928888    1.935961418    1.778414503    1.168534592    1.749841476    1.740201496    1.886810704    2.113710568    3.902087985    11.00352573    2.345107002    2.243879981    1.916550713    2.203613723    1.950444554    2.397731051    2.000315052    2.125822072     2.24494599    2.323796594    2.038017291    3.429889397    1.605547166    1.170802927    1.371201699    1.365657771    1.444803296    1.418118472    1.609773042    4.901660598    5.518291386 0.002805158593 2.17643837e-05 0.002880984415   0.1874566747 0.0008845593137 0.0006108463123 0.0003125694174 5.127913004e-06 0.0007913612731 0.0003824705552 0.001254460778  0.00826051682  0.01492387235  0.01985145812   0.1614090909   0.1187600197  0.02820951241   0.7489345544  0.01170046492 0.003119958652 
377          NO_ID       2.153053       1.712635       1.804025       1.893477       1.852458       2.090737       1.900361       2.895436        3.88118       1.352241       1.052393       0.976698         1.0462       1.234139       1.098183       1.080013       2.074542       2.987221    2.044603952       1.731012    1.190142725       1.674649       1.751898       1.936131       2.029332       4.688971      11.289593       2.403602       2.190978       1.905763       2.286879       1.884188        2.41963       2.043207       2.263889       2.226976       2.956085       2.207696       4.143462       1.609814       1.223051       1.224301       1.410455       1.396866          1.421       1.545339        4.67768       5.629894 0.002829129988 4.028773448e-05 0.004277979546    0.295686433 0.0005428880828 4.670126002e-05 0.0008587340979 5.127913004e-06 0.0008811140863 0.004497195188 0.003471427497 0.008412296733   0.0149931522  0.02736758104  0.09797727273   0.1021534435  0.01619660908   0.2249123506  0.01226884161 0.0006322997103 
378          NO_ID       2.155253       1.701305       1.747424        1.86191       1.766989       2.081201    1.800620963        3.00985       3.421728       1.430522       1.148018       0.876357       1.146036       1.126267       1.004927       1.135317       2.041998    2.560006945       2.011923       1.738513       1.204155       1.673576       1.835367       1.865195       2.073063       4.388851       10.60061     2.40149856       2.098613       1.970127       2.254026       2.001122       2.245526       1.973266        2.15305       2.183187       2.695801       2.467762       4.097488       1.661464       1.220677       1.294349       1.360284       1.301801        1.38808       1.588019       4.560962       5.731384 0.002749766442 2.826799459e-05  0.00307399555   0.3342207278 0.003025690307 0.0002730587425 0.0006320172137 5.127913004e-06 0.000740867301 0.0006716333393 0.001681530164 0.002507519316 0.004950588951 0.004184997795   0.1081363636    1.574006442  0.03547975034   0.3052546944  0.01151612653 0.0003047716618 
379          NO_ID       2.156336       1.818167         1.7689       1.881076       1.733254       2.119717       1.776235       3.096416       3.217975       1.377258       1.075897       0.840826       1.167109       1.160191        1.00981       1.239871       1.871304       2.742134       2.057598       1.757229       1.303741       1.795759       1.839371       1.914205       2.012362       4.608429      11.552646       2.483675       2.107923        1.85809       2.167808       2.017885       2.415648       1.893661       2.202018       2.236238       2.320815       2.240929       4.185143       1.551988       1.120407        1.26352       1.442414       1.362588       1.378923       1.474792       4.286847        6.14426 0.002674721283 3.363695018e-05  0.00411546156   0.3127763117 0.001057368004 0.0001738629495 0.0007296224322 5.127913004e-06 0.0007292632201 0.001118160915 0.0005120591546  0.00334378589 0.009787019979  0.00711591666  0.09734090909   0.1317650523  0.03688754943   0.2882370366  0.01249926459 0.001420660521 
380          NO_ID       2.156754       1.694602       1.789835       1.827834       1.829988       2.129629        1.88793    2.798082566       3.466354       1.407287       1.048461       0.932738       1.098853       1.109643       1.077933       1.117754        2.47319       2.641252       1.940062       1.710928       1.234716    1.661571295       1.724031        2.01839       2.046383       4.560714      10.690692       2.404035       2.261485       2.002169       2.099576       1.973801       2.265379       2.036459       2.280051       2.314031       3.148514       2.294243       3.894414       1.563543       1.210372        1.37955       1.494681       1.322153       1.277981       1.592046       4.390981       6.302753 0.003670825893 2.413024287e-05 0.003261531653   0.2116193019 0.002304544882 0.0001414803931 0.0007607381827 5.127913004e-06 0.0006302083477 0.002593339864 0.001713284031 0.006277426855  0.01038137597  0.02469410639   0.1175909091   0.2480970751  0.01952010274   0.2314350017  0.01250694536 0.009282754016 
381          NO_ID       2.156914       1.801303       1.740548       1.893494       1.729482       2.091293       1.778283        3.50731       3.215097       1.426826       1.079321       0.868478       1.098855       1.111039       1.014002       1.157531       1.868676       2.605924       2.075022       1.842509       1.299773       1.680719    1.829156331       1.888405        2.01697       4.558303      11.559686       2.452547       2.107883       1.856038       2.167652       2.021043       2.430156       1.909501       2.212018    2.128423112       2.329391       2.295077       4.181151       1.554868       1.130682       1.271548        1.44291       1.363168       1.381475       1.477896       4.276319        6.17835 0.002602597146 2.62888638e-05 0.003458769184   0.3312229971 0.001104554397 0.0002453085482 0.0006620256421 5.127913004e-06 0.0005931120949 0.004222651266 0.003021482353 0.003425937505  0.01002235105 0.001893702753   0.1434318182   0.8068487902  0.03395290462   0.3089258331  0.01239941463 0.0002963760864 
382          NO_ID       2.157424       1.766336       1.676263       1.843716       1.796435       1.950078       1.915897       3.206526       3.032615        1.30848       1.123445       0.868013        1.12967       1.089674        0.93512       1.118405       2.042329       3.100568    2.038090347       1.738453        1.27761       1.807664       1.663582       1.982411       1.976904       4.085747      11.621537        2.53062       2.256689       1.881343       2.172135       1.968674       2.401623       2.006206       2.100855        2.15733        3.03628       2.484733       4.097939       1.643686       1.121001       1.294276       1.360275       1.396228        1.42527       1.516851       4.824028       5.367318 0.002985359912 2.338473055e-05 0.004489514642   0.1683718871 0.0005896893775 0.0004316040567 0.0004853638947 5.127913004e-06 0.000670516641 0.004615227263 0.005440828446 0.004048414952  0.01065042391  0.02110761578  0.06222727273    1.770432087  0.05046223276   0.6019724436  0.01172350721 0.002604281538 
383          NO_ID       2.157856       1.694602       1.789293       1.818074       1.872996    1.998766008       1.902014       3.620849       3.384306       1.442991       1.079245       0.962446       1.166773       1.123979    1.013400698       1.124026       2.474258        2.79519       1.940382       1.693776       1.310796    1.732349506       1.689535    1.909546993       2.046287       4.781274      10.514684       2.401763       2.260615       2.006025        2.28183       1.885401       2.323491       2.005259       2.127904       2.252799       3.139196       2.212643       3.894038       1.555503       1.210004        1.34515       1.495537       1.316009       1.278709        1.59179       4.375301       6.293537            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
384          NO_ID        2.16085       1.695626       1.789003        1.81705       1.872484       2.129657       1.887934       3.620625       3.322354       1.442519       1.048077       0.963698       1.166005       1.126027       1.075341       1.123602       2.467306       2.742134       1.940382       1.691824    1.267662203        1.66475       1.664959       2.018462       2.046127        4.61153      10.585988       2.418147       2.260621       2.001929    2.253037617       1.967737       2.317347       2.042123    2.127908374       2.252719       3.139248       2.243939        3.89403       1.549551       1.210516       1.379454       1.495697       1.317529       1.278589       1.591934       4.391685       6.269985 0.002830816405 2.682175622e-05 0.003258678429   0.1783634471  0.00216057421 0.0001362260548 0.0007537996608 5.127913004e-06 0.0007262932795 0.001129891161 0.002126347177 0.006442109833  0.01055215838  0.02457977435   0.1222272727   0.2665924218  0.02041910799   0.2179753762  0.01236869157  0.01036034159 
385          NO_ID       2.160864       1.696906       1.789051       1.816938       1.872452       2.134009       1.855166       3.618737       3.324402       1.442607       1.046829       0.963762       1.166029       1.116043    1.037055033       1.123698        2.46706       2.742132       1.932754     1.76447486        1.28722       1.664794       1.669055       2.017246       2.046279       4.571562      10.586126       2.417653    2.204891902       2.001417       2.253038       1.925337       2.316899       2.040075        2.12698       2.285679       2.943072       2.244455       3.894028       1.549547       1.210392       1.379614       1.495697       1.317601       1.278589       1.624702       4.397205       6.269949            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
386          NO_ID        2.16488       1.825271       1.703181       1.801919       1.827246       2.054459       1.753207        3.25357       3.460115       1.433662       1.152065       0.971572       1.085929       1.135083       0.954595       1.147726       2.463716       2.807498       2.065181        1.79687       1.324836       1.719079       1.773822       1.848706         1.9733       4.664813      11.209863       2.417759       2.168103        2.02953       2.291131       1.887261       2.409288       1.917128       2.169074       2.182911       3.003262       2.227675       4.289826       1.535082       1.193111       1.361179       1.531502        1.42204       1.443382       1.507545       4.133104       6.087347            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
387          NO_ID       2.164946       1.695562       1.788559        1.81705       1.888868       2.132329       1.887166       3.620641       3.325076       1.442567       1.045329        0.98021       1.161451       1.126027       1.075605       1.123618        2.47345       2.742182       1.946526        1.69172        1.32396       1.664718       1.664959        2.01795       2.046123       4.608486      10.864516       2.418211       2.260397       2.003721       2.253038       1.973151       2.332835       2.042123       2.130088       2.273583       3.061424       2.243939       3.841288       1.562863       1.210532       1.379326       1.500817       1.321753       1.279025        1.59187       4.391621       6.271543  0.00279360636 2.702167047e-05 0.003562320529   0.1783737411 0.002272081754 0.000134862733 0.000754842215 5.127913004e-06 0.0009281844186 0.003012037645 0.001696562882 0.006312911334   0.0104001743  0.02442838952   0.1221818182   0.1619246283    0.020404444   0.2238984106  0.01223811854 0.009052214116 
388          NO_ID       2.165438       1.822248       1.673807       1.840228       1.804611       1.947674       1.817593       3.176058       3.073271       1.307678       1.121009       0.864941       1.132354       1.152186        0.93404       1.121977       2.176065    2.914408937       2.066791       1.732893       1.280726    1.732204942       1.663358    1.949210805       1.976682       4.109487      11.621337       2.534716       2.252593       1.880503       2.169879       1.968674       2.401351        2.01939       2.098807       2.159026       3.066982       2.344445       3.995059       1.671078       1.122249       1.275476       1.361107        1.39702       1.392606       1.517891       4.688812       5.414702 0.002872513829 1.940750834e-05 0.004275908972   0.1794857422 0.001044605754 0.0004197781306 0.0004981816701 5.127913004e-06 0.0007242115408 0.004720529746 0.005849276745 0.004674341609  0.01145508518  0.02526797939  0.05711363636     3.78075895  0.05154239202   0.5560638939  0.01169278415  0.00285581301 
389          NO_ID     2.16549232    1.766840155    1.681895481     1.84013241    1.804626737    1.950121568    1.915896778    3.206522455    3.077671097    1.307641873    1.123441259   0.8649410955    1.129666414    1.126266405    0.935064012    1.122005069    2.041920594    3.100567674    2.067239112    1.732467034    1.277654378    1.804655818    1.663326402    1.982308625    1.974762274    4.093938741    11.62153666    2.530620114     2.25668944    1.880526861    2.172182943    1.968674304    2.401367016    2.006078424    2.098806714    2.158993752    3.066999963    2.475517461    4.097491216    1.671334212    1.122345366    1.294339503    1.360275307     1.39601178    1.392605907    1.516339319    4.823084243     5.41395013 0.002895826331 2.347094383e-05 0.004638719657   0.1687492837 0.0009674926281 0.0003980487504 0.0005163459309 5.127913004e-06 0.0006851201183 0.004780549828 0.005860735876 0.004367978776  0.01111453404  0.02269658553  0.06011363636   0.9459204708   0.0507472692   0.5430272842  0.01156221113 0.002848976034 
390          NO_ID       2.166525       1.763067       1.804505       1.832037        1.87089       2.121989       1.900533       3.064388       3.892004       1.466929       1.044073       0.977194      1.0713975       1.232987       1.097943       1.086949       2.074606       2.987197       1.899647       1.775172       1.221267       1.673393       1.748778       1.971727        2.07746       4.724363      11.249785       2.401778       2.186514       1.905475       2.286687       1.876892       2.419478       2.035415       2.245413       2.228248    2.306791663       2.180288       4.215178        1.60985       1.182091       1.265389       1.408747       1.405038       1.430728       1.529547         4.6572       5.452418 0.004086595279 3.833693183e-05  0.00294862506   0.3474152836 0.0009942237861 6.369356825e-05 0.0008286922408 5.127913004e-06 0.0006055631322  0.00392712323 0.002770524843 0.005169924226  0.01185183742  0.02841253031  0.09515909091   0.2637855901  0.01585030961   0.1744849857  0.01279881447 0.000931067685 
391          NO_ID        2.16852       1.743069       1.770988       1.908537       1.766474       1.949168       1.812701       2.894633       3.888903       1.431661       1.033776       1.014181        1.09582       1.216809        1.09808       1.233997       1.662905       2.811388       1.973532       1.829268       1.211887        1.78085       1.780407       1.911734       1.982989       3.960844      10.701922       2.352732       2.186591       1.935194       2.279102       1.905146    2.280026666        2.00081       2.119939       2.197977    2.809339913       2.094704       3.667528       1.634741       1.191857       1.343239       1.470898       1.430007       1.287872       1.593002        4.47185       5.653345 0.002724122495 7.955193824e-05 0.002853745649   0.2888607916 0.001796183638 0.0001253697415 0.0007732989759 5.127913004e-06 0.0005356077028 0.004442073316 0.005421599549 0.005291915891 0.009491567972  0.01802947813   0.1143863636   0.2388407472  0.01958655589   0.1734791402  0.01236869157  0.01020690097 
392          NO_ID       2.175636       1.825445       1.788022       1.845082       1.821506         2.1363       1.828888       2.846918       3.074995       1.465477       1.109479       0.829103       1.138388         1.2001       0.981746       1.245157       1.724023       3.031966    2.045058701       1.825174    1.143783002       1.611957       1.740586       1.908989       2.079924       4.827449      10.477697       2.446823       2.144537       1.962881       2.164304       1.888604       2.295094       1.904022       2.227462       2.267712        2.48725       1.699303        4.26433       1.554889       1.215268        1.32193       1.408048        1.31404        1.30347       1.595094       3.968705       5.609022            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
393          NO_ID       2.178863        1.66702       1.794312       1.893059       1.756819       2.002821       1.779838       2.851144       3.169146       1.290647       1.146211       0.847873       1.061709       1.234484       1.076433    1.167916281       2.160937       2.320325       1.965913       1.837757       1.310635       1.736775        1.75987       1.852726        2.05655       4.676659      11.007007       2.458619       2.265729       2.001913       2.189804       1.990544       2.261205       2.042276       2.168443       2.159504       3.038353       2.378925       3.787809       1.675238       1.264686       1.263159       1.347351    1.426766703       1.262187       1.618888       4.628966       5.824405 0.002692824838 5.881886492e-05 0.002540390549   0.1801685374 0.001377463385 5.656355624e-05 0.000956838656 5.127913004e-06 0.0007065352031 0.0002266161536 0.001119399452 0.009032682415   0.0127710842  0.01733793247   0.1366363636   0.9395631321  0.02304940248   0.0329231978  0.01243013769  0.01238423176 
394          NO_ID       2.178911       1.686652       1.797196       1.890163       1.788307       2.021253        1.73243       2.865576       3.095482       1.316503       1.170997       0.827009       1.055449       1.232864       1.075477       1.227277       2.217901       2.528469       1.957201       1.854405       1.282786       1.757655       1.751866       1.963858        2.09327       4.696495      11.552799       2.458587       2.262101       1.966273       2.196766       1.996636       2.288783       1.945108       2.171771       2.163776       3.005197       2.256085       3.913081       1.675374       1.266976    1.246529608       1.424372       1.470524       1.270027       1.628904        4.62839       5.842349 0.002750605154 6.368211221e-05 0.003410193572   0.1851176706 0.001527845459 5.176784687e-05 0.0009528585644 5.127913004e-06 0.000575441271 0.0002214327168 0.001048315439 0.007890656218  0.01178785355  0.01331851693   0.1442727273   0.4050496141  0.02450433082   0.1186508896   0.0127911337  0.01131223492 
395          NO_ID       2.179824       1.777774       1.668359        1.83431       1.814867        1.94557       1.915021       3.205804       3.072799       1.306962       1.134193       0.838349        1.11021       1.120198       0.934528       1.121753       2.130961       3.100568       2.064527       1.739149       1.279126       1.806708        1.67467       1.980293       1.973104       4.112379      11.604113        2.53062       2.256731    2.009875318       2.202863       1.966234       2.382911       2.023998       2.093967       2.159008        2.96204    2.425750216       4.069075    1.700133561       1.118441        1.35242       1.363283       1.337316       1.398022       1.520691        4.91326       5.415038 0.002908799222 2.412619054e-05 0.004575284814   0.1659567574 0.001029123303 0.0004369170325 0.0004788244265 5.127913004e-06 0.0006846282896 0.004683223005 0.005695564579 0.004500922311  0.01132149691  0.02323873799  0.06022727273    0.943874171  0.05077220539   0.5943673004  0.01166974185 0.002869089544 
396          NO_ID    2.184438728    1.800663742    1.759858279    1.953327131    1.836880739    1.952043334    1.790660787      3.3172848    3.546255102    1.371560662    1.023287487    1.011469228    1.150095768    1.070334152    1.058287536    1.247626426    1.741085996    3.047381507    2.050412364    1.881363532    1.164761324    1.801857345    1.804835248    1.868850557    2.076768058    4.635930943    11.78299047    2.453343756    2.265818989    1.960040241    2.291336254    2.003779305    2.314703982    2.003194532    2.254778366    2.304584722    3.062189332    1.590836109    3.936208408    1.564088887    1.209327884    1.361929168    1.399558114    1.303423652     1.40426332     1.47884565     3.98825039    6.171402597 0.002493561495 5.785160113e-05  0.00326176119   0.1848199225 0.0009435098998 0.000156324056 0.0007435120118 5.127913004e-06 0.0006282686531 0.001076035678 0.0005414954339 0.003964589086  0.01059944293  0.01044166836   0.1561363636  0.03874684438  0.02653806962   0.2181296001  0.01208450322 0.0006443010271 
397          NO_ID       2.190192       1.766832       1.681383        1.83434       1.804627       1.946026       1.916169       3.206572       3.072807       1.308538       1.123441       0.864973       1.104066       1.119686       0.935192       1.115065       2.130689       3.100568       2.067087       1.738637       1.280982        1.80466       1.667086       1.980261        1.97464       4.104691      11.604129        2.53062       2.256673       1.880521       2.202903       1.966218       2.401343       2.007614       2.093967        2.15901        3.06956       2.475645       4.077395        1.65495    1.138801482        1.35242       1.360211       1.399172       1.391558       1.522739       4.823148       5.414014 0.002807265857 2.244889135e-05 0.004626279104   0.1663491599  0.00103180498 0.0003988068495 0.0005141145724 5.127913004e-06 0.000684445698 0.004714828602 0.005841876765 0.004975570491  0.01175628416  0.02277455044  0.06204545455    1.776497071  0.05048818136   0.5413158204   0.0115238073 0.002618036608 
398          NO_ID    1.990051785       1.675524       1.643733       1.866228       1.834173       1.939133       1.911058        2.72373        3.17119       1.408588       1.056898       0.845395       1.152108       1.223632        1.08236       1.092356       2.358037       2.682951       1.879277        1.72627       1.150762       1.777635       1.749426       1.909229        1.96993       4.030183       10.86547    2.375149235        2.10983        1.86745       2.186406       1.869061       2.322262       1.992339       2.190714       2.138615       2.942653       1.807496       3.427988       1.653454       1.122935       1.374334       1.527383       1.411954       1.281766       1.630151        4.91847       6.196432 0.004888775311 8.812582571e-05 0.002784740207   0.3920748557 0.003230906373 0.000574109922 0.0003505213148 5.127913004e-06 0.0009638157334 0.001380373222 2.439477401e-05 0.003450046306 0.007628341546  0.02774162856   0.1164545455   0.2656992216  0.01933416078    0.696724572  0.01150844576 0.008119221754 
399          NO_ID    1.991944109    1.664543375    1.761968566    1.905618165    1.775103823    1.980509588    1.841269071    3.340184634    3.466297716    1.366209043    1.038296577   0.8353969101    1.204969036    1.076412089    1.046651881    1.162163632    1.824701073    2.228827559    1.975011345    1.690574069     1.14081328    1.750889567    1.796248831    1.954192386    1.988954083    4.741917244    10.96662497    2.411855729    2.151485695    2.000189993    2.207967214    1.891552748    2.418733368     1.92193578    2.099973195    2.141348393     2.79822684    2.108211328    4.170370591    1.695304911    1.107451309    1.223770695    1.354701821    1.456420344    1.272182784    1.622353702     4.32591988    5.594614993 0.004524112075 3.912300128e-05 0.003849398024   0.3091283092 0.001958209883 0.0001578339715 0.0007383452052 5.127913004e-06 0.001203414873 0.002538111904 0.003866815273 0.005281561968 0.009273012094  0.01420694803   0.1588863636   0.7773989478  0.02679931234   0.2491246038   0.0110015152  0.01006606531 
400          NO_ID       1.991952       1.661403       1.761777       1.959122       1.777128       1.980526       1.831163       3.262361       3.494586       1.366209       1.054393       0.823013       1.151597       1.064836       1.046652        1.11506       1.822925       2.212444       1.975015       1.757652       1.138859       1.745586    1.727460465       1.959872       2.000858       4.745661      10.736057       2.403536        2.17411        2.01701       2.132137       1.903651       2.419117        1.89864       2.100853       2.146617       2.797751       2.102995       4.170369       1.696227       1.103397       1.235851        1.39251       1.414754       1.278819       1.619922       4.323346       5.403131 0.004540692779 2.906968956e-05 0.003551478685   0.0285332054 0.001744385375 0.0001905139037 0.000704450703 5.127913004e-06 0.0009463209399 0.002916271518 0.004227569616 0.004334250372 0.008554700921  0.01911358946   0.1492727273   0.3744881056  0.02495859039   0.2778633117  0.01114744976 0.009305332104 
401          NO_ID       1.992072       1.661439       1.761713       1.959378        1.77508        1.98051       1.829915       3.331993       3.453626       1.366209       1.054393       0.835397    1.151732924       1.064124       1.046652       1.123252       1.824717       2.212444       1.975015    1.757467705       1.138861        1.74557       1.823385       1.959872        1.98793       4.745501      10.966457       2.395472        2.15171       1.998066       2.161787       1.901283       2.419117       1.922448       2.099365       2.146837       2.798239       2.108115       4.170369       1.695433       1.107493       1.236931    1.401781265        1.41478       1.272179       1.619906       4.324896       5.403127 0.004531528017 2.989973534e-05 0.003711589058   0.2829976836 0.001690493574 0.000186930734 0.0007079878658 5.127913004e-06 0.0009632975506 0.002565022067 0.003885283345 0.005578890557 0.009563633858  0.01828901233   0.1510909091  0.09812286298  0.02527089397   0.2828525049  0.01116281129  0.01027599658 
402          NO_ID    1.992434369    1.729791712    1.624983536    1.894454245    1.744885448    2.104394432     1.90841643    2.852571129    3.975203214    1.363077942    1.009780761    1.006784249    1.054420042    1.246735821   0.9249538282    1.094336103      1.8568639    2.647534193     2.03203603    1.854181754    1.319232488    1.725893827    1.739559738    1.833110768    1.951046943    3.898360734    11.41806623    2.433570574    2.246420278    1.879637539    2.147315233    1.999761017    2.363429251    1.920715348    2.184215262      2.2613147    2.411548898    1.865158455    4.255144627    1.519750422    1.255709633    1.412209687    1.350534671    1.454129675    1.430945507      1.4964885    3.975328892    5.420591436 0.004642305788 3.074813801e-05 0.002407863153    0.203321959 0.0007935525211  0.00072477687 0.0002061662115 5.127913004e-06 0.0008239075274 0.003634278296 0.004535686766 0.005441469763  0.01207879565  0.03666271735  0.04956818182    2.448764122  0.05548779373    0.783365923  0.01277577217 0.002725285489 
403          NO_ID        1.99548       1.759999       1.770161       1.917906       1.788976       1.984238       1.840757       3.340441       3.357754       1.352385       1.044441       0.837289       1.204713        1.06905        1.03846       1.144756       1.845181        2.22882       1.974627       1.690564       1.139597       1.759466       1.796907       1.954048        2.01353       4.746013      10.966753       2.422256       2.157886       2.008382       2.216159       1.904357       2.418735       1.921936       2.099973    2.157034044       2.798227       1.699315       4.153987       1.675337    1.213560072       1.224303       1.344846        1.45642       1.272519       1.622226       4.133408       5.627383 0.004504076728 3.421013083e-05 0.003863175662   0.3020487475 0.001521263383 0.0001314135918 0.0007664649183 5.127913004e-06  0.00120421222  0.00306881478 0.004385332432 0.007473765516  0.01138154408   0.0132621703         0.1565   0.2163148893  0.02842592682   0.2476535153  0.01114744976  0.01195544614 
404          NO_ID        1.99973       1.678857       1.686602       1.817054       1.774649       2.033082       1.920703       2.768528       3.609075       1.307306       1.162765       0.964964          1.166       1.261226       1.010953       1.123922       2.461746       2.254704       2.005918       1.735344       1.176776        1.63272       1.838891       1.970582       2.091161        3.95617      11.921123       2.516444        2.09679       1.867518        2.18759       1.869433       2.300952       2.062593       2.175003        2.20868          2.746       1.842574       3.907528       1.516791       1.210515       1.279989       1.480443       1.317528       1.277886       1.526396       4.492148        5.48341            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
405          NO_ID    2.003250461    1.682027144    1.717415111    1.903241857    1.907171305    2.097913751    1.731782469    3.502934322    3.114658572    1.336535391    1.144765469   0.8776138983    1.082465606    1.102284213    1.012042987     1.09274973    2.574859786     2.86676767    2.060771021    1.781059079    1.202527405    1.798167919     1.79108221     1.85067966    2.123455749    4.384131012    11.89714958    2.384182905       2.233075    2.006246085    2.144345576    1.986685012    2.242273229    2.013760687    2.190057686    2.302444534    2.844372193    2.011200773    4.111156992    1.634206153    1.258375545    1.318396867    1.535820051    1.484841152     1.39268108    1.568863038     4.12095441    5.947265187  0.00436316886 2.821182846e-05 0.003947693648  0.03155208775 0.003636133614 0.0003602150013 0.0005468766811 5.127913004e-06 0.0007154203629  0.00494971064 0.005931666874 0.002505268099 0.004696183477  0.01414176685   0.1557045455   0.3577031121  0.03048383748   0.4225882196  0.01148540347 0.001144668422 
406          NO_ID       2.011255       1.679474       1.709103        1.91784       1.897637       2.038171       1.918391       2.752991       3.791395       1.316785        1.05569       0.966955       1.098995       1.258337        1.05646       1.065967       2.089472       2.965497       2.055063       1.810183       1.180127       1.705501       1.804593       1.944477       2.095686       4.814742      11.958864       2.439156       2.220912       1.870207       2.220913       1.974494       2.306429       2.057688       2.217502       2.137939       2.755087       2.081504       3.728849       1.631912       1.251219       1.316706       1.355715    1.297833737       1.365539       1.549367       4.023937    5.410760681 0.004362667539 4.388306733e-05 0.004631972004   0.2116559992 0.001941400153 0.000441009092 0.0004659878475 5.127913004e-06 0.0008141351996 0.003453909187  0.00242087897 0.0001121753606 0.005857123674  0.02434956651   0.1338636364   0.3531111027  0.02197707243   0.5466299836  0.01093238831 0.001231676323 
407          NO_ID       2.011951        1.70827       1.748739        1.96479    1.741647064     2.10554009       1.748459       3.204208       3.627027       1.298847       1.157693       0.901277       1.127655       1.234388       1.018062       1.193009       1.693233       2.809184       1.986377       1.712307       1.294358       1.788753        1.66152       1.832576       2.058009       4.078523      11.755024        2.44282       2.256789       1.970035       2.142529       1.835404       2.245921       2.042276       2.290418       2.160087       3.176189       1.587683       3.985421       1.607137       1.125164       1.298603        1.46688       1.421275       1.308227        1.55999       4.338783       5.643367 0.004169672953 6.464045227e-05 0.003325828174   0.1569083356 0.002076260141 0.0003304376251 0.000568231283 5.127913004e-06 0.000760337777 0.006441342556 0.005010349208 0.0005283370053 0.005680918833 0.003729532393   0.1431590909   0.1136785825  0.03340563705   0.3077879469  0.01143931887 0.002837330787 
