%eval_id interface DAKOTA_Zn_RC_1 DAKOTA_Zn_RC_2 DAKOTA_Zn_RC_3 DAKOTA_Zn_RC_4 DAKOTA_Zn_RC_5 DAKOTA_Zn_RC_6 DAKOTA_Zn_RC_7 DAKOTA_Zn_RC_8 DAKOTA_Zn_RC_9 DAKOTA_Zn_EP_1 DAKOTA_Zn_EP_2 DAKOTA_Zn_EP_3 DAKOTA_Zn_EP_4  DAKOTA_O_RC_1  DAKOTA_O_RC_2  DAKOTA_O_RC_3  DAKOTA_O_RC_4  DAKOTA_O_RC_5  DAKOTA_O_RC_6  DAKOTA_O_RC_7  DAKOTA_O_EP_1  DAKOTA_O_EP_2  DAKOTA_S_RC_1  DAKOTA_S_RC_2  DAKOTA_S_RC_3  DAKOTA_S_RC_4  DAKOTA_S_RC_5  DAKOTA_S_RC_6  DAKOTA_S_RC_7  DAKOTA_S_EP_1  DAKOTA_S_EP_2 DAKOTA_Li_RC_1 DAKOTA_Li_RC_2 DAKOTA_Li_RC_3 DAKOTA_Li_RC_4 DAKOTA_Li_RC_5 DAKOTA_Li_RC_6 DAKOTA_Li_RC_7 DAKOTA_Li_RC_8 DAKOTA_Li_EP_1 DAKOTA_Li_EP_2  DAKOTA_N_RC_1  DAKOTA_N_RC_2  DAKOTA_N_RC_3  DAKOTA_N_RC_4  DAKOTA_N_RC_5  DAKOTA_N_RC_6  DAKOTA_N_RC_7  DAKOTA_N_EP_1  DAKOTA_N_EP_2       obj_fn_1       obj_fn_2       obj_fn_3       obj_fn_4       obj_fn_5       obj_fn_6       obj_fn_7       obj_fn_8       obj_fn_9      obj_fn_10      obj_fn_11      obj_fn_12      obj_fn_13      obj_fn_14      obj_fn_15      obj_fn_16      obj_fn_17      obj_fn_18      obj_fn_19      obj_fn_20      obj_fn_21 
352          NO_ID       2.436892       1.915219       1.821226       1.841293       2.048876       2.236727       2.193216    2.039128305        2.00669       4.987791        1.11931       1.896821       1.497185       1.607062       1.293212       1.270419       1.384582       1.344427       1.302891       1.607709       4.731356       5.769692       1.769828       1.715781       1.128861       1.781529        1.86761       1.707729       1.921236       2.508578       1.489822       1.627358       1.545614    1.334866134       1.527805        1.36193       1.597425       1.793287       1.592248       2.161361       1.079264       1.388773       1.132084       0.887385       1.099817       1.188838       0.996282       1.057552       1.973997       2.972967 0.001249013787 0.001623283179 0.0005031496874 6.847122498e-05 3.54040314e-05 0.001722713042 0.0001195233293 0.004629556432 0.009208642565 0.0001631086174 0.008588074161  0.00198848461 0.001524607514 5.127913004e-06  0.01453302633    2.142402063   0.1012635441 0.001919191919  0.08104498193 0.001131258805   0.0383898301 
353          NO_ID       2.438651       1.819774       1.894612       1.933214       2.072002       2.170657       2.053956       1.974936       2.001555       4.987958       0.814094       1.892487       0.555107       1.690628       1.208012       1.318031       1.461258       1.378463       1.338957        1.49059       4.288757    5.767934899       1.760497       1.732162       1.126928       1.717415       1.999836       1.730015       1.747915    1.936578233       1.211559        1.65403       1.501197       1.424151     1.57000509       1.373141       1.471001       1.679525       1.554305       2.638484       1.237335        1.33615       1.067473       0.924336       1.059588       1.240396       0.902061       1.237766       1.933989       3.007802  0.00122062129 0.001921089078 0.0004679505295 6.649764299e-05 2.786284476e-05 0.0007706070796 0.0005144022771 4.451820759e-05 0.005685171639 0.000176482995  0.00861185301 0.002339576587 0.002792170099 5.127913004e-06   0.0701779513    1.869145086  0.09299346636  0.01964646465  0.07387885171 0.0006287841969  0.06997063542 
354          NO_ID       2.442651        1.80319        1.89194       1.933838       2.072018       2.185529       2.049706        1.97505       1.979011        5.03711       0.728788       1.761383       0.553731       1.697756       1.200828       1.285519       1.461506       1.378367       1.337453       1.490654       4.177061       5.640998       1.776865        1.66883       1.125904       1.705447       1.999864       1.755295       1.747983       1.931035       1.219927       1.627814       1.505207       1.428279       1.461524       1.377221       1.444377       1.649317       1.598967       2.572676       0.844223       1.337942       1.040081       0.924388       1.077316       1.241284   0.9926089318        1.23815       1.935013       3.007802 0.001429501992 0.001758083587 0.0005748489584 7.566932396e-05 5.094865688e-05 0.0006116689195 0.000686941657 1.58681388e-05 0.005673237228 0.0002778730306 0.008709996291 0.003069454515 0.0009378732403 5.127913004e-06  0.01785466485    1.129187901   0.1393248936 0.001161616162  0.08919913343 0.002055864788  0.04778715771 
355          NO_ID       2.501933       1.767762       1.864684       1.939979       2.186445       2.191927       2.220417       1.974828       1.987183       5.123059       1.375336       2.361606       1.502342    1.560690611       1.228358       1.276244        1.45537       1.414371       1.444731       1.565539       4.299943       5.489315       1.758439       1.684091       1.159936       1.757001       1.867358         1.7467       1.847558       2.629056       0.875394        1.65845       1.413963       1.384034       1.633277        1.21328       1.449714       1.748742       1.521012       2.843908       1.065954       1.349348       1.067588       0.868831       1.084482       1.257698       1.061179       1.238865       2.213967       2.904232 0.0008786714638 0.001161972835 0.0005987170914 7.360956249e-05 7.069681646e-05 0.003091363213 0.0008129441536 0.007056633537  0.01360824634 0.0001955005164 0.008639927475 0.001741544229 0.003015985222 5.127913004e-06 0.008876303134   0.3074516323  0.08281557317  0.01338383838  0.07997363356 0.0001984581705  0.03160504953 
356          NO_ID    2.502444632    1.759569683    1.870635708    1.939211308    2.201805007    2.192055114    2.226048794    1.975147956    1.987247198    5.122546635    1.391720233    2.361734174    1.502338348    1.509110024    1.224262374    1.324628016    1.455534334    1.413770561    1.450363166    1.592594617     4.00023743    5.507426521    1.770790602    1.684095498    1.159912196    1.756905497    1.867353715    1.742603852    1.841621557     2.65196765   0.8753937448    1.642066189    1.413963213    1.384114457    1.633277497     1.21276822    1.453169571    1.752326291    1.516916175    2.766083844    1.118178089    1.349860222    1.067563604   0.8687032872    1.116970245    1.257825977    1.062331303    1.239504579    2.235982689    2.978472345 0.0009167443104 0.0005256356569 0.0005951773139 7.535957416e-05 7.780617149e-05 0.002778509774 0.0007104932802 0.004549620368  0.01111158362 0.000176425758 0.008618765808 0.0007838555487 0.003087619418 5.127913004e-06  0.01064388512   0.3689485066  0.08702830589  0.01303030303  0.08075928903 0.0001333986165  0.03137362921 
357          NO_ID    2.502444632    1.759569683    1.873442002    1.939211308    2.201805007    2.192055114    2.226048794    1.975147956    1.987247198    5.122546635    1.391720233    2.361734174    1.502338348    1.509110024    1.224262374    1.324628016    1.455534334    1.413770561    1.450363166    1.569634779     4.00023743    5.507426521    1.770790602    1.684095498    1.170241264    1.756905497    1.867353715    1.742603852    1.841621557     2.65196765   0.8753937448    1.642066189    1.413963213    1.384114457    1.633277497     1.21276822    1.453169571    1.752326291    1.516916175    2.766083844    1.118178089    1.349860222    1.067563604   0.8687032872    1.116970245    1.257825977    1.062331303    1.239504579    2.235982689    2.978472345 0.0009167443104 0.0005256356569 0.0005951773139 7.535957416e-05 7.780617149e-05 0.002778509774 0.0007104932802 0.004549620368  0.01111158362 0.0001609760094 0.008601002915 0.0007838555487 0.003087619418 5.127913004e-06  0.01064388512   0.3689485066  0.08702830589  0.01338383838  0.08122353999 0.0001908289653  0.03137362921 
358          NO_ID       2.502851       1.776878       1.865068       1.938091       2.201785       2.191027       2.217833       1.925996       1.981103       5.123443       1.436712       2.164998       1.430978       1.510548       1.232262        1.30674       1.447214       1.413771       1.449467       1.625187       4.026925       5.513867       1.768615       1.692287       1.142504       1.755343       1.840532       1.746508        1.84163       2.650376       0.908674        1.64309       1.411913        1.42405       1.635147       1.222496        1.45249       1.753426       1.516772       3.028228       1.249594       1.340712        1.05934       0.880543       1.135354       1.252634       1.048305       1.239493       2.232675       3.044264 0.0009338308978 0.0005529379563 0.0005794745946 7.119223725e-05 8.386917818e-05 0.001159659886 0.001192905447 0.004623176234  0.01118362633 0.0001952164513 0.008641450846 0.0007620615043 0.002729332938 5.127913004e-06 0.007809422304   0.3031724358  0.08583700033 0.009242424242  0.08235440772 0.0006349638893  0.03400726518 
359          NO_ID    2.502899229    1.784050936    1.947856271    1.826717022    2.060487673    2.235815171    2.086723809    2.024101758    1.997449993     4.98779084     1.33838263    2.561294101    1.063009976    1.690628988    1.109540693    1.412215181    1.396491085    1.343633595    1.265145671    1.553429516    4.747804724      6.2356133    1.792752225    1.732162474    1.176374776    1.718428262    2.004443765    1.631723378    1.820363392    2.179347259    1.686948245    1.621262621    1.543627623     1.42364592    1.499979643    1.201115296    1.536461091    1.679703452    1.554217054    2.233555418    1.620308101    1.376493579    1.000969904   0.8812636155    1.125122568    1.076510597   0.9624787965    1.188613653    1.978720957    2.553122337 0.0009452018845 0.002454203453 0.0006334078019 5.122056319e-05 2.529341063e-05 0.001520687811 0.0003867414555 0.006428006678  0.01017486199 6.020340937e-06 0.008394775671 0.004394043203  0.00174737262 5.127913004e-06  0.02798871743   0.9817369967  0.09961470815 0.004191919192  0.08699691733  0.00106954817  0.05495636723 
360          NO_ID       2.506995       1.767374        1.94464       1.827341       2.060488       2.235927       2.085546        2.02423       1.999482       4.889487       1.253331       2.561262       1.061636       1.697757    1.176401134       1.412471       1.396643        1.34325       1.263098       1.553494       4.746781    5.855711828       1.792736       1.668774       1.175351       1.718748       2.004456       1.648811       1.820447       2.455315       1.686868       1.627815       1.543606       1.427742        1.50254       1.205211       1.529293       1.644375       1.604905       2.168019       1.620412       1.378542     1.18592407       0.881252       1.142275       1.077535       0.962543       1.188742       1.979745       2.553122            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
361          NO_ID       2.507844       1.864586       1.914398        1.88604       2.058528       2.199351       2.101326       1.907997        1.90571       5.170484        0.94489    1.919135989        0.75492       1.593356       1.128998       1.344842       1.377504       1.416538       1.284004       1.565014       4.127265       6.113846       1.694852       1.666063    1.258352502       1.747558       1.876194       1.619404       1.811921       2.069001       1.409052       1.652273       1.395839       1.347878       1.620969       1.225593       1.424182       1.746448       1.466524       2.628182   0.9261351588       1.411419       1.071675       0.981223       1.057039       1.189777       0.950009       1.134078       1.929751       2.992259            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
362          NO_ID       2.528803         1.8288       1.974267        1.92209        2.14298       2.055005        2.15944       1.983795       1.954469       5.350418       1.152524    2.220815371       1.229661       1.556952       1.247928       1.217451       1.383045       1.301799       1.343218       1.628623       4.355684       6.115097       1.735703        1.68783       1.089058        1.71259       1.944721       1.791926       1.754269     2.43176476       0.874671       1.736914       1.501138       1.294616       1.517957       1.262254       1.474498       1.603189       1.472746       2.578215         1.6653       1.301468       1.067335       0.917181       1.113899       1.073497       1.026162        1.14758       1.730528       2.292202            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
363          NO_ID       2.556635        1.78723       1.907746     1.92541632       2.071185       2.244304       2.077354       1.891482       1.920386        5.54455       0.990973       1.745292       1.485437       1.545436        1.19974       1.317199       1.461385    1.419035589       1.294413       1.530081        4.02601        5.90519       1.760812       1.680551       1.093118       1.757726       1.884776       1.714375       1.813172       2.493635       1.076305       1.660766       1.389603       1.461037       1.506549       1.278923       1.585685       1.689244       1.535149       2.053795       1.257118       1.305454       1.006054       0.897689    1.107063201       1.175922       1.078253       1.237891       2.246338       2.326141 0.002386601164 0.001942358713 0.0005533322205 5.024063397e-05 0.0001069116583 0.0005639025563 0.002366595056 0.004618252088 0.009096887335 0.0003136355526 0.008714231139 0.003149208539 0.002203153091 5.127913004e-06   0.0117391193   0.6609918923  0.09054179404          0.025   0.0669507989 0.002180621404  0.02939953985 
364          NO_ID       2.556635        1.78723       1.907746       1.928232       2.038417        2.24431       2.083562    1.966747806       1.920422       5.495398       1.086973    2.534855523       1.485435    1.542590536       1.203836       1.317199       1.467657       1.419844       1.294309       1.529953        4.04649       5.879406        1.76286       1.680591        1.08083       1.745182         1.8848       1.713223       1.792692       2.493635       1.076593       1.660782       1.389539       1.457357       1.506805       1.280715       1.585205       1.690044       1.535149       2.053731       1.257126       1.305198       1.007206       0.897497       1.110051       1.192242       1.079293       1.230387       2.235458    3.079925485 0.001053067706 0.001879349569 0.0005136817428 5.024063397e-05 0.0001063837623 0.002739096827 0.000508508369 0.004851835338 0.009255141036 0.0003328883815 0.008720842196 0.003148979681 0.002202861187 5.127913004e-06  0.01506202742    1.193603413  0.09987368762  0.01166666667  0.07121238465 0.0004592251629  0.02726413264 
365          NO_ID    2.375421952       1.913903       1.959496       1.890548       2.147363         2.2004       2.102574       2.074648       1.970871       5.322004   0.7051050976       2.140943       0.807985       1.596212       1.135567       1.255827       1.499531    1.295374964       1.335202        1.50273       4.642571       5.579381       1.729172       1.686226       1.080561       1.748061       1.872774       1.703732       1.844647        1.80046       1.058662         1.7266       1.396251       1.300643    1.623396044        1.34183       1.521511       1.622945       1.595642       2.218755       0.851859       1.411771       1.138998       0.878196       1.073679       1.084893       0.975067         1.2487       1.729427       2.990912 0.001274085762 0.001547081306 0.0005946233218 9.179791966e-05 2.304203615e-05 0.001179172758 0.0002932316469 0.001418639063 0.005274371223 0.0003544667284  0.00872704674  0.00213008291 0.001962069404 5.127913004e-06  0.02422012121    2.798316759   0.1005901975 0.006717171717  0.07819995681 0.001063144765  0.05089674992 
366          NO_ID       2.375808       1.864645       1.955187       1.919329       2.189664       2.223414       2.170357       2.049142       2.058357    4.726399714       1.074951       2.721707       1.070864       1.576383       1.174041       1.326506       1.384547       1.303257        1.27159       1.579136        4.43036       5.724231       1.749259       1.750565       1.145616       1.868341       1.965057       1.622926       1.772382       2.201567       1.650845    1.770628824       1.428345       1.462564       1.625139       1.215353        1.54685       1.680394       1.583255       2.627034       1.260196       1.348026       1.113213       0.850088       1.187869       1.255334       1.048419       1.188088       1.670132       3.068933            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
367          NO_ID    2.376771936    1.864563032    1.973514939     1.91830502    2.189751752     2.22392608    2.166862693    2.038901939    2.065433587    4.638051018    1.075975453    2.719127291    1.251147906    1.576819393    1.178137025    1.329273646    1.383822658    1.302616743    1.284005793    1.565002444    4.430367504    5.724486544    1.750282998    1.747236824    1.145515748    1.869364987    1.962209261    1.622862013    1.775966216    2.200191178    1.671325236    1.650738153    1.428601267    1.446179986    1.621043172     1.21535302    1.547106066    1.680905865    1.583254959    2.626698265    1.276580343     1.35305005    1.111165111   0.8501456497    1.187869443    1.255302136    1.048419296    1.232376048    1.667594396    3.077125446  0.00103675666 0.001923009125 0.000637657268 7.85261597e-05     0.85473386 4.410054753e-05 0.002120171169 0.005094956367 0.009416117544 3.703035829e-05  0.00845380371 0.002388533401  0.00293735792 5.127913004e-06  0.01050144136    0.822525767   0.1064431335 0.006565656566  0.07956890195 0.001470875606  0.03357808125 
368          NO_ID       2.376772       1.865587       1.947851       1.910113         2.1918       2.223414       2.168655       2.039446        2.06529       4.638627       1.075975       2.725271       1.259596       1.592323       1.175073       1.328246       1.380099    1.378482351       1.284086       1.553482       4.485664       5.724639       1.750763       1.748549       1.143468       1.869373       1.971673       1.622506       1.775326       2.241151       1.686941       1.650738       1.429113       1.446174       1.631051       1.215195       1.546658    1.684756301       1.583895       2.626762       1.292452       1.343834       1.111613       0.850274       1.187841       1.255302       1.015651       1.231608       1.667594       3.077155 0.001037601948 0.001876316775 0.0007135210247 7.98937019e-05   0.8593125754 0.0002590067266 0.001850637802 0.005025489619 0.009354500327 3.331419344e-05 0.008445579178 0.001927776228 0.003120388319 5.127913004e-06 0.001806110769   0.7532107854   0.1068575007 0.006666666667  0.07931892066 0.001439445444  0.04134645165 
369          NO_ID    2.382348879       1.733289        1.88825        2.01302       2.106691       2.110362       2.173178       1.900814       1.927353       4.905279       0.915408       2.496961       0.612561       1.557959       1.275747       1.359171       1.354909       1.342331       1.313299       1.642304       4.790346       5.720687       1.759558       1.752583       1.065209       1.764288       1.878051       1.619905       1.849025       1.767755       1.508549       1.698346       1.410781       1.334277       1.569642        1.31428       1.588731     1.66958197       1.544862       2.805592       1.266407       1.282518       1.108523       0.918767       1.100524       1.155765       0.979194       1.118576       2.314723       2.865354 0.0009603702356 0.001676461432  0.00151015123 5.861534129e-05 6.45878243e-05 0.001467208055 0.002415834793 0.003314010231 0.008232728937 0.0001282576476 0.008475740683 0.001507293945 0.001800138027 5.127913004e-06 0.003917678595    7.208972843   0.0441585709  0.04055555556  0.03666735158 0.006442544956  0.04724874044 
370          NO_ID       2.382413       1.733897        1.88825       1.998172       2.104643       2.092122       2.224378        1.91891       1.926841       4.902719       0.915196       2.499009       0.610513       1.557959       1.273699       1.359183       1.346717       1.342331       1.296915       1.642112       4.790346       5.710447       1.759438       1.752627       1.065465         1.7648       1.875267       1.623233       1.847921       1.771203       1.368517        1.79153       1.427165       1.334277       1.567594        1.31428       1.603067       1.661439       1.510574       2.805672       1.463015       1.302892       1.109195       0.918831       1.101292       1.155761       0.946426       1.085808       2.183651       2.865354 0.006740954326 0.001440412741   0.1409510591 4.988291123e-05 5.198563297e-05 0.0002881689626 0.001282400546 0.005476129705 0.009982686994 0.0001591677443 0.008508223915 0.003403501786 0.002162055462 5.127913004e-06  0.01351301012    7.612393446 0.005449772735  0.03848484848  0.01508563382 0.005847841506  0.05370240415 
371          NO_ID       2.383265       1.910571        1.95404       1.927028       2.147427       2.200496       2.101038    2.044226064       1.971399       5.323444       0.683975       2.101935   0.7686902048       1.592628       1.136543    1.305610137       1.502365       1.293291       1.334034       1.500994       4.659291       5.638965        1.72674        1.68705       1.064177       1.749285       1.874594        1.75354       1.844643       1.776616        1.05767       1.725864       1.395355       1.300819       1.462635       1.333638       1.584635       1.659777       1.592986       2.241115       1.118951       1.454715       1.163842        0.83274       1.079823       1.088861       1.044731       1.249372       1.676883       2.994368  0.00126568052 0.001702014753 0.0006401781514 6.106261928e-05 3.894908676e-05 0.001081034047  0.00056731675 0.001399576095  0.00540552751 0.0003439181623 0.008703265796 0.004816035112 0.0002351458993 5.127913004e-06 0.006093140814    2.576713873  0.09898452477 0.006919191919  0.08010457613 0.001143334541  0.03513853545 
372          NO_ID       2.383269        1.89842       1.973193       1.945648       2.161456       2.183009       2.225052       2.060466       1.953576       4.957456       0.841493       1.865437       1.229943       1.639836       1.105363       1.371022       1.383044       1.441883       1.277672       1.628652       4.311313       5.938962        1.76537       1.679771       1.087139       1.714541       1.945234       1.754599       1.754346       1.770213       1.398447       1.650143       1.378018       1.395089       1.650255       1.330874       1.456962    1.614695537       1.562803       2.412321       1.141025       1.430355       1.132853   0.8762336379       1.113631       1.209372       1.031922       1.172795       2.131909       3.037687 0.001204342473 0.002726066671 0.000572928438 8.577826377e-05 4.785952287e-05 0.002165251467 0.0004315511152 0.003265362527 0.007517648464 0.0003383873728 0.008749434229 0.001521313101 0.003707571999 5.127913004e-06 0.009949510898    3.696203548    0.110932111 0.003686868687  0.07716432005 0.001415738625  0.03559066569 
373          NO_ID       2.397285       1.864596       1.969417       1.947024        2.12424       2.193249       2.224204        2.06047       1.946648        5.08008       0.813589       1.876135       1.251155       1.639888       1.105447       1.371262       1.383652       1.441883       1.284072        1.61326       4.301701       5.941522       1.766682       1.737003       1.079983    1.769595825       1.847954       1.756023       1.754334       1.794693       1.419423       1.650227       1.379458       1.395025       1.649719       1.344666       1.416066       1.766987       1.493143       2.627361       1.141029       1.418579       1.111237        0.81734       1.114431       1.225052       1.048418    1.153997041       2.123707       3.044343 0.001153552444 0.002630169481 0.000703067233 6.858611376e-05 4.990917566e-05 0.002362589393 0.000506247659 0.002149895664 0.006671234679 0.0002573079906 0.008665673925 0.001550995414 0.003783406259 5.127913004e-06   0.0158275753    4.052932886   0.1097580707 0.002373737374  0.07891418905 0.001470875606  0.03120417609 
374          NO_ID       2.397749       1.894804    1.886058076       1.939978         2.1291       2.185057       2.224988       2.060458       1.954408         5.0596       0.818197       1.876135       1.229971       1.634396     1.14824566       1.366414       1.383044       1.444579    1.348401778       1.612492       4.398247       5.947154       1.758362       1.737115       1.086115       1.691469       1.859218       1.746807       1.782026       1.794501       1.419439       1.658455       1.382114       1.400419       1.649039       1.304416       1.457346       1.767187       1.504691       2.577669       1.131489       1.415911       1.134917       0.818876       1.084511       1.225052       1.061202       1.107771       2.213965       3.035319 0.001193696839  0.00273370192 0.0004180991538 7.616565485e-05 3.905383991e-05  0.00209970448 0.0004085477412 0.003439664041   0.0038810314 0.0002777776356 0.008682347198 0.001482738902 0.003589382191 5.127913004e-06  0.02412210347    4.480559068  0.09270858894 0.002878787879  0.07899751615 0.001470875606  0.02715260808 
375          NO_ID    2.397797159    1.895059806    1.972745364    1.946896091    2.128687844    2.185056616    2.224988121    2.060465731    1.945751934    5.071888132   0.8412370799    1.876134516    1.230354882    1.639900047    1.105703387    1.371021874    1.384944616     1.44457144    1.265639534    1.613260493    4.416388727    5.938962245    1.765274448    1.737114591    1.087139106    1.712493076    1.859217927    1.754998948    1.754346059    1.794789329    1.419439144    1.650143219    1.378017672    1.395033193     1.64903931    1.303705516    1.457089808    1.767027431    1.493171247     2.57820871    1.141025286    1.412147397    1.132868645   0.8188760334    1.113918709    1.204572033    1.058897907    1.163963065    2.123717365    3.037687205 0.001190380318 0.002447371924 0.0005009792376 7.620538655e-05 5.201218827e-05 0.002703403179 0.0009799053832 0.006182332311 0.009953355698 0.0002625865134 0.008676163608  0.00167074298 0.003668200597 5.127913004e-06  0.01890002581    3.995715826   0.1082905204 0.002676767677  0.07839041874 0.001470875606  0.02896525363 
376          NO_ID       2.398227       1.804414       1.881086       1.931719       2.186494       2.145687        2.14302       1.966682       2.037871       5.135627        1.11161       2.590154       1.373541       1.541128       1.139343       1.274443       1.370562       1.365223        1.45157       1.621244       4.299975       5.489311       1.799911        1.74001       1.121221    1.826980527       2.016301        1.73146       1.874398       2.101795       1.473703       1.785541       1.496143       1.308046        1.59438       1.277569       1.597181       1.617604       1.573351        2.32659       1.760218       1.349358       1.021829       0.905957       1.145318       1.118645       1.053178       1.169241       2.306767       2.847196            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
377          NO_ID        2.39965       1.841539       1.974459       1.970919       2.143126       2.086257       2.064623       1.967403       2.024102       5.397984       0.656648        2.15903       0.759241       1.664148       1.119687       1.337335       1.381621       1.291147       1.378858       1.624172       4.141165       5.507595       1.768532       1.707766       1.098739       1.709851       1.984996       1.687244         1.8829       2.253147       1.388246       1.735209       1.415785       1.346133       1.626144       1.369899       1.509382       1.744919       1.461208       2.226584       1.603875       1.464359       1.119608       0.985159       1.135243       1.205347       0.989936       1.183545       2.301151       2.259915 0.001150997589 0.0005296809233 0.0004188234357 5.370620623e-05 0.0001104978377 0.001011072948 0.0001528662413 0.004417461507  0.01231484325 0.0002652066958 0.008652843656 0.001355957613 0.002572227435 5.127913004e-06  0.01436164909    3.965374162   0.0830313894  0.01606060606   0.0697244008 9.264275775e-05  0.04741237151 
378          NO_ID        2.39965       1.841539       1.974459       1.970919       2.143126       2.086257       2.064623       1.967403       2.024102       5.397984       0.656648        2.15903       0.759241       1.664148       1.119687       1.342486       1.381621       1.291147       1.378858       1.624172       4.141165       5.507595       1.768532       1.707766       1.098739       1.709851       1.984996       1.687244         1.8829       2.253147       1.388246       1.735209       1.415785       1.346133       1.626144       1.369899       1.509382       1.744919       1.461208       2.226584       1.603875       1.464359       1.119608       0.985159       1.135243       1.205347       0.989936       1.183545       2.301151       2.259915 0.001150997589 0.0005296809233 0.0004188234357 5.370620623e-05 0.0001104978377 0.001011072948 0.0001528662413 0.004417461507  0.01231484325 0.0002652066958 0.008652843656 0.001355957613 0.002572227435 5.127913004e-06  0.01436164909    3.965374162   0.0830313894  0.01606060606   0.0697244008 9.264275775e-05  0.04741237151 
379          NO_ID    2.407763323    1.749150466    1.897470266    1.948102684    2.186494316    2.146639331    2.138411703    1.966665744    2.019438964    5.137163447    1.107513848    2.589961966    1.356420922    1.542664402    1.130112608    1.276276983    1.352203129     1.37341512    1.444914362    1.549948475     4.29994347    5.489303154    1.791206787    1.740026424    1.123141184    1.720153487     2.01216722    1.698692332    1.880322038    2.104722531    1.360679214    1.786085362    1.494094972    1.308006109    1.586188046    1.277589288    1.531645439    1.617599749    1.576409433    2.319422015    1.459162191    1.349357802    1.023876796   0.9077166225    1.150022203    1.119989404    1.052993605    1.169225332    2.345022616    2.904539837 0.0009450391801 0.0008641210992 0.0004478053764 6.348160252e-05 4.139769508e-05 0.0007809798134 0.001851413027 0.004680392412  0.01133425322 0.0001372162971 0.008553267106 0.002135178685 0.001534559566 5.127913004e-06  0.01564454995   0.1708198474  0.09198344642  0.02262626263  0.06711745309 0.001051777454  0.03059188962 
380          NO_ID    2.407841522    1.841539111    1.896123023    1.983655301    2.156794025    2.086256504    2.058542652    1.961515251    2.023109502    5.250747185   0.9558479764    2.161366246   0.7264726233    1.671059648    1.119622512    1.335952878    1.381457457    1.477788935    1.377834182    1.626220488    4.141356961    5.505675225     1.74108365    1.710702149    1.095539004    1.710106821    1.994572319    1.691340025    1.884647614    2.253147412    1.558090422    1.790489136    1.416168593    1.346141108    1.626144437    1.369962618    1.509397612    1.777687089    1.460477869     2.14137195    1.475363183    1.406247465    1.119580362   0.9849671612    1.135307113    1.205202875    0.989920039     1.18376457    2.292959048    2.253771102 0.001087514587 0.0005533179536 0.0003864163275 0.0001823332418 0.0001146130234 0.001022972982 0.0001286437297 0.004444100568  0.01233235604 0.0002854961503 0.008674822537 0.001540520415 0.002938237833 5.127913004e-06  0.01431979581    4.016668849  0.08238394072  0.01590909091  0.06981963176 4.091878997e-05  0.04777233469 
381          NO_ID       2.407842       1.837187       1.890363       1.983895       2.121146       2.084241       2.079023       1.927211       2.021062       5.352928       0.824792       2.161366       0.726497       1.671188       1.122951       1.335953       1.382849       1.464477       1.377834        1.62622       4.140221       5.507723       1.849196       1.669742       1.094555    1.732317855       1.994828       1.687756       1.884632       2.212187        1.47617       1.790663       1.438697       1.346909        1.62808       1.357153       1.595414       1.777687       1.411326       2.228584       1.475427       1.464231       1.103372       0.983791       1.135179       1.205197       1.039072       1.215653       2.292447       2.188235            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100            100 
382          NO_ID       2.411131       1.803126         1.8817       1.933838       2.045234       2.184345       2.049706       1.975052       1.987587       4.901174       0.819028       1.929703       0.553763        1.69166       1.195144       1.285455       1.473794       1.417279       1.366125       1.535326       4.192293       5.588774       1.777285        1.66627       1.125904       1.707111       2.007648       1.754565       1.811855       1.799963       1.215831       1.627494       1.390519       1.428279       1.463188       1.357189       1.444697       1.649313       1.598455       2.579044       1.207999       1.337906       1.039921       0.940772       1.071372       1.233092       0.948993       1.237958       1.925925       3.025098 0.001237168733 0.002091040158  0.00055561119 6.670019341e-05 3.294732384e-05 0.000929736099 0.002080509134 0.002019668049 0.004894666026 0.0002797088542 0.008717053673 0.003093085726 0.0009211023839 5.127913004e-06   0.0416143458   0.4627239121  0.09688679106  0.02828282828  0.06720078019 0.001909076582  0.05933836634 
383          NO_ID       2.417733       1.812851       1.907981       1.897689       2.035131       2.211635       2.224207       1.975179       1.995024    5.554963331        1.54223       1.916309       1.229796        1.60344       1.274368       1.247356       1.492221       1.294439       1.415087       1.630538       4.528677       6.254861       1.688705       1.681707       1.122989       1.865539       2.011367       1.757518       1.779654       2.417281       1.245532       1.780951        1.42092       1.456679       1.637457       1.252707       1.561442       1.762766       1.567126       2.333835       1.507313       1.434991       1.090564       0.857059       1.090971       1.128852       0.970589        1.10152       1.995274       2.289493 0.0009561355587 0.005263386419 0.0004390607655 4.830264778e-05 0.0002194635538 0.0009801655573 0.0001192071764 0.003214630383 0.004661754293 0.000345561076   0.0087437263 0.001610945833 0.002023560444 5.127913004e-06  0.01254422975    3.657772481  0.08386875635  0.01606060606  0.07134332723 0.0002414413005  0.05061961095 
